Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization,join_key
Tridev Infra.,531568.0,__NA__,Finance & Investments,2.86,0.11,0.58,-26.67,744.44,-34.48,128.16,0.01,0.07,0.08,0.0,0.08,0.0,0.08,-0.5,0.0,0.58,100.0,9.09,527.27,6.53,0.89,-0.06,-0.01,0.03,0.02,-0.04,0.01,97.09,202403.0,,,,,,0.03,0.0,0.03,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,100.0,6.53,0.05,1.87,531568.0___NA__
Tridhya Tech,-1.0,TRIDHYA,Computers - Software - Medium / Small,31.55,17.82,,,,64.02,-115.41,6.8,,,,,,,,,6.7,,,,,2.88,,,,,,,-61.17,202403.0,,,,,,17.46,-4.47,,,,,,,,,,-7.17,,,,-3.08,73.47,-1.0_TRIDHYA
Trigyn Techno.,517562.0,TRIGYN,Computers - Software - Medium / Small,140.8,334.14,18.98,3.12,632.82,0.55,-42.45,17.36,3.26,20.62,2.07,18.55,0.53,18.02,-0.96,0.0,18.98,95.79,5.2,5.68,30.79,6.17,16.16,17.7,316.12,322.5,10.86,12.09,-42.82,202403.0,1.21,326.4,11.64,9.35,3.04,306.9,-16.51,2.42,-14.09,1.55,-15.64,0.33,-15.97,6.05,-22.02,0.0,-22.02,-5.38,-7.17,30.79,-7.15,433.45,517562.0_TRIGYN
Trimurthi,536565.0,__NA__,Finance & Investments,18.94,0.84,0.28,-3.45,2700.0,119.79,116.67,0.15,0.13,0.28,0.01,0.27,0.0,0.27,0.0,0.0,0.28,32.14,17.86,33.33,8.1,0.35,-0.11,-0.19,0.93,1.95,-0.07,-0.17,,202403.0,1844.68,,,,,0.5,-0.11,0.09,-0.02,0.01,-0.03,0.0,-0.03,0.0,-0.03,0.0,-0.03,-22.0,-6.0,8.1,-0.04,15.34,536565.0___NA__
Trinity League,531846.0,__NA__,Finance & Investments,20.0,0.0,-1.43,-100.0,-2283.33,-98.27,-2554.55,-1.46,0.06,-1.4,0.02,-1.42,0.0,-1.42,0.01,0.0,-1.43,,,,7.92,-1.81,-0.79,-0.72,0.0,0.0,-0.74,-0.67,-900.0,202403.0,200.0,0.0,,,,0.06,-0.01,0.17,0.16,0.02,0.14,0.0,0.14,0.01,0.14,0.0,0.14,-16.67,233.33,7.92,0.18,15.84,531846.0___NA__
Trio Merc. Trad.,534755.0,__NA__,Trading,1.04,0.55,-0.07,-63.09,-250.0,-32.33,-120.0,-0.12,0.05,-0.07,0.0,-0.07,0.0,-0.07,0.0,0.0,-0.07,3.64,-21.82,-12.73,13.59,-0.01,-0.63,-0.14,0.96,0.94,-0.38,0.09,5.71,202403.0,21.44,1.14,-1.96,-1.96,-0.29,0.01,-0.09,0.24,0.15,0.0,0.15,0.0,0.15,0.0,0.15,0.0,0.15,-900.0,1500.0,13.59,0.02,7.07,534755.0___NA__
Trishakti Indus,531279.0,__NA__,Finance & Investments,44.69,53.84,0.21,669.14,1150.0,529.54,30.19,0.61,0.0,0.61,0.12,0.49,0.14,0.35,0.12,0.0,0.23,0.69,1.13,0.43,2.99,0.14,-1.52,0.28,36.43,10.02,0.08,0.15,101.28,202403.0,725.47,,,,,32.33,-0.09,0.66,0.57,0.12,0.45,0.04,0.41,0.15,0.25,0.0,0.25,-0.28,0.77,2.99,0.17,66.38,531279.0___NA__
Triton Corp.,523387.0,__NA__,Computers - Software - Medium / Small,0.52,0.0,-0.23,,-360.0,,-131.58,-0.05,0.01,-0.04,0.0,-0.04,0.19,-0.23,0.0,0.0,-0.23,,,,19.99,-0.01,-0.04,-0.05,0.0,0.0,-0.04,-0.05,-30.0,202403.0,,,,,,0.0,-0.11,0.0,-0.11,0.0,-0.11,0.0,-0.11,0.0,-0.11,0.0,-0.11,,,19.99,-0.01,10.39,523387.0___NA__
Triton Valves,505978.0,__NA__,Auto Ancillaries,3228.0,105.04,0.92,8.71,136.95,18.16,131.9,8.3,0.01,8.31,3.55,4.76,2.9,1.86,0.94,0.0,0.92,29.95,7.9,0.88,1.18,7.77,7.75,7.33,102.35,106.14,0.62,0.58,115.06,202403.0,18.58,125.86,8.93,2.13,17.96,114.78,7.33,0.3,7.63,3.33,4.3,3.25,1.05,0.36,0.69,0.0,0.69,6.39,0.6,1.04,6.63,382.04,505978.0___NA__
Triven.Engg.Ind.,532356.0,TRIVENI,Sugar,398.5,1302.13,161.04,-17.72,-15.38,-7.06,-25.84,245.6,16.09,261.69,26.94,234.75,18.01,216.74,55.7,0.0,161.04,40.04,18.86,12.37,21.89,7.36,62.76,124.88,1408.84,1197.94,29.11,67.61,1.43,202403.0,-6.28,1122.72,129.66,88.97,4.06,1311.18,192.81,21.91,214.72,26.16,188.56,6.47,182.09,44.69,137.4,0.0,137.4,14.71,10.48,21.89,6.28,8723.06,532356.0_TRIVENI
Triveni Enterpri,538569.0,__NA__,Trading,2.36,0.0,0.0,,-100.0,-100.0,-53.12,-0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.72,0.0,-0.05,-0.07,0.0,0.0,0.06,0.03,-520.0,202403.0,,,,,,0.0,-0.09,0.16,0.07,0.0,0.07,0.0,0.07,0.02,0.05,0.0,0.05,,,5.72,0.01,13.51,538569.0___NA__
Triveni Glass,502281.0,__NA__,Glass & Glass Products,22.23,0.0,1.26,,1069.23,,71.86,-0.34,1.61,1.27,0.01,1.26,0.0,1.26,0.0,0.0,1.26,,,,12.62,1.0,-0.53,-0.16,0.0,0.0,1.46,-0.11,46.32,202403.0,,,,,,0.0,-0.58,0.76,0.18,0.01,0.17,0.01,0.16,0.0,0.16,0.0,0.16,,,12.62,0.13,28.05,502281.0___NA__
Triveni Turbine,533655.0,TRITURBINE,Electric Equipment,612.7,458.05,75.97,23.88,36.86,32.58,54.85,89.82,17.64,107.46,5.28,102.18,0.74,101.44,25.24,0.0,76.2,50.5,19.61,16.64,31.79,2.39,74.18,70.88,387.77,376.42,64.03,60.96,35.48,202403.0,33.0,500.63,95.61,88.35,2.77,431.7,83.56,17.22,100.78,5.48,95.3,0.59,94.71,26.41,68.19,0.0,68.3,19.36,15.82,31.79,2.15,19476.29,533655.0_TRITURBINE
TruCap Finance,540268.0,TRU,Finance & Investments,52.18,41.19,5.85,26.16,446.73,30.62,111.37,17.58,11.54,29.12,2.17,26.95,22.68,4.27,-1.59,0.0,5.85,100.0,42.68,14.2,23.38,0.5,22.38,20.67,42.49,37.78,1.51,1.26,23.53,202403.0,31.18,49.56,25.11,-0.13,-0.01,39.6,17.61,9.17,26.78,2.74,24.04,20.51,3.53,0.45,3.08,0.0,3.08,44.47,7.78,23.26,0.26,609.98,540268.0_TRU
Trust Fintech,-1.0,TRUST,Computers - Software - Medium / Small,208.25,16.22,,,,55.46,210.95,7.76,,,,,,,,,5.22,,,,,2.98,,,,,,,205.34,202403.0,,,,,,18.82,9.95,,,,,,,,,,7.28,,,,14.04,496.16,-1.0_TRUST
TTI Enterprise,538597.0,__NA__,Finance & Investments,13.68,0.71,0.55,51.06,289.66,-4.18,188.46,0.61,0.0,0.61,0.0,0.61,0.0,0.61,0.06,0.0,0.55,100.0,85.92,77.46,25.4,0.22,-0.94,-0.35,1.54,0.25,-0.94,-0.36,850.0,202403.0,74.84,0.44,-0.23,-0.23,-0.09,0.72,0.62,0.0,0.62,0.0,0.62,0.0,0.62,0.0,0.62,0.0,0.62,86.11,86.11,25.4,0.24,34.75,538597.0___NA__
TTK Healthcare,507747.0,TTKHLTCARE,Diversified - Medium / Small,1472.6,181.06,18.27,0.51,-10.53,3.82,-90.18,12.42,16.06,28.48,3.32,25.16,0.93,24.23,5.95,0.0,18.27,53.61,6.86,10.09,14.13,12.93,9.53,10.04,185.77,202.12,16.01,15.67,18.55,202403.0,3.94,210.09,10.43,5.83,4.13,183.85,5.33,15.91,21.24,3.31,17.93,0.23,17.7,4.81,12.89,0.0,12.89,2.9,7.01,14.13,9.12,2080.84,507747.0_TTKHLTCARE
TTK Prestige,517506.0,TTKPRESTIG,Domestic Appliances,801.9,622.56,57.42,1.9,-1.02,-3.57,-10.84,77.17,18.54,95.71,16.62,79.09,4.57,74.52,17.1,0.0,57.42,40.81,12.4,9.22,13.86,4.24,80.83,60.61,729.47,587.62,59.04,47.31,-15.8,202403.0,-2.92,570.45,62.69,44.2,3.19,738.4,85.04,17.97,103.01,17.13,85.88,2.99,82.89,21.33,61.56,0.0,61.56,11.52,8.34,13.86,4.51,11115.47,517506.0_TTKPRESTIG
Tube Investments,540762.0,TIINDIA,Steel - Large,4207.45,4490.11,192.47,18.86,-13.56,12.87,-12.63,451.09,77.25,534.46,118.53,415.93,14.99,394.82,123.51,-6.12,271.31,34.73,10.05,6.14,19.34,9.8,561.95,466.88,4305.62,3897.66,341.0,283.6,3.48,202403.0,13.18,4411.28,516.16,377.9,13.65,4196.94,468.87,609.32,527.12,121.95,405.17,13.45,942.79,117.9,176.51,551.07,824.89,11.17,6.52,19.33,27.5,81378.76,540762.0_TIINDIA
Tulasee Bio-Eth.,524514.0,__NA__,Chemicals,17.9,0.0,-0.04,,-100.0,,0.0,-0.04,0.0,-0.04,0.0,-0.04,0.0,-0.04,0.0,0.0,-0.04,,,,5.84,-0.07,,-0.02,,0.0,,-0.02,0.0,202403.0,,,,,,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,,,5.84,-0.03,10.55,524514.0___NA__
Tulive Developer,505285.0,__NA__,Construction,964.7,0.0,0.11,,-76.09,,-82.35,-0.11,0.47,0.36,0.25,0.11,0.0,0.11,0.0,0.0,0.11,,,,2.15,0.51,-0.11,-0.1,0.0,0.0,-0.14,-0.29,0.0,202403.0,,,,,,0.0,-0.05,0.0,-0.05,0.48,-0.53,0.0,-0.53,0.0,-0.52,0.0,-0.52,,,2.15,-2.41,207.84,505285.0___NA__
Tulsyan NEC,513629.0,__NA__,Steel - Medium / Small,77.2,241.51,-19.9,3.48,82.11,-4.37,-243.64,-3.33,0.25,-3.08,7.07,-10.15,10.19,-20.34,-0.44,0.0,-19.9,6.79,-1.38,-8.24,16.55,-13.27,0.38,5.8,247.02,235.74,-0.71,-14.05,-88.55,202403.0,-2.21,230.52,2.22,-13.98,-9.32,252.74,-0.94,2.39,1.45,6.12,-4.67,9.79,-14.46,0.0,-14.46,0.0,-14.46,-0.37,-5.72,16.55,-9.64,115.8,513629.0___NA__
Tuni Text. Mills,531411.0,__NA__,Textiles - Processing,1.99,25.9,0.12,157.97,50.0,31.52,557.14,0.7,0.06,0.76,0.08,0.68,0.5,0.18,0.06,0.0,0.12,10.42,2.7,0.46,13.06,0.01,0.48,0.45,10.77,8.47,0.06,0.05,60.16,202403.0,76.2,14.92,0.67,0.07,0.01,11.35,0.43,0.03,0.46,0.08,0.38,0.28,0.1,0.02,0.08,0.0,0.08,3.79,0.7,13.18,0.01,26.0,531411.0___NA__
Turner Industrie,531164.0,__NA__,Diamond Cutting / Jewellery,0.6,0.0,0.0,,,,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.01,0.0,-0.01,-0.04,0.0,0.0,-0.01,-0.04,-20.0,202312.0,,,,,,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,,,4.01,-0.02,0.24,531164.0___NA__
Tuticorin Alkali,506808.0,__NA__,Chlor Alkali / Soda Ash,89.59,56.03,15.95,-58.11,-67.1,-37.54,-27.23,14.67,-3.27,15.38,1.0,14.38,1.43,8.97,-3.0,-3.98,11.97,51.17,26.18,28.47,121.87,0.98,19.4,20.45,89.58,98.6,19.07,19.42,-9.62,202403.0,-32.27,66.78,15.31,12.98,1.07,76.15,20.96,0.31,21.27,1.42,19.85,0.69,19.16,0.0,19.16,0.0,19.16,27.52,25.16,121.87,1.57,1091.51,506808.0___NA__
TV Vision,540083.0,TVVISION,Entertainment / Electronic Media Software,7.05,14.32,-5.53,-15.62,-6.55,-18.11,-21.79,-1.28,0.22,-1.06,4.21,-5.27,0.25,-5.52,0.01,0.0,-5.53,16.9,-8.94,-38.62,38.74,-1.5,-0.9,0.58,14.83,16.79,-5.41,-3.95,-1029.23,202403.0,-17.83,13.8,-0.93,-5.23,-1.42,12.43,-4.43,0.0,-4.43,4.26,-8.69,0.17,-8.86,0.0,-8.86,0.0,-8.86,-35.64,-71.28,38.74,-2.41,27.31,540083.0_TVVISION
TV18 Broadcast,532800.0,TV18BRDCST,Entertainment / Electronic Media Software,41.52,2329.58,-51.73,65.7,-363.12,51.82,-141.85,-161.21,179.98,18.77,68.32,-49.55,77.29,-126.84,10.38,0.0,-137.22,100.0,-6.92,-5.89,342.87,-0.3,-198.05,-54.4,1794.17,3176.03,-65.0,91.2,-390.41,202403.0,73.89,5522.68,-292.65,-503.81,-1.11,1676.19,-145.79,180.92,35.13,45.56,-10.43,39.74,-50.17,5.66,-12.29,0.0,-55.83,-8.7,-3.33,342.87,-0.07,7118.04,532800.0_TV18BRDCST
TVS Elec.,532513.0,TVSELECT,Computers - Hardware,348.15,97.08,0.57,13.89,-62.25,3.55,-96.97,2.6,1.12,3.72,3.12,0.6,0.69,-0.09,-0.66,0.0,0.57,47.87,2.68,0.59,18.65,0.31,3.85,2.55,92.19,89.84,1.12,0.32,-51.92,202403.0,3.94,93.38,2.48,-0.96,-0.51,86.94,0.51,0.53,1.04,2.81,-1.77,0.48,-2.25,-0.51,-1.74,0.0,-1.74,0.59,-2.0,18.65,-0.93,649.3,532513.0_TVSELECT
TVS Holdings,520056.0,TVSHLTD,Finance & Investments,13259.85,10124.63,232.23,18.79,58.35,19.91,30.38,1537.55,9.15,1546.7,269.81,1276.89,533.9,742.99,279.13,0.0,463.86,38.98,15.19,4.58,10.12,114.97,1349.59,1235.68,10473.28,9468.18,457.31,409.41,38.53,202403.0,19.24,11289.83,1554.3,727.19,180.23,10014.08,1540.05,6.86,1546.91,244.04,1302.87,515.62,787.25,254.98,224.28,0.0,532.27,15.38,5.32,10.12,111.03,26827.47,520056.0_TVSHLTD
TVS Motor Co.,532343.0,TVSMOTOR,Automobiles - Motorcycles / Mopeds,2370.65,10042.47,386.98,25.04,15.29,22.43,32.83,1475.59,-43.53,1432.06,268.71,1163.35,512.96,650.39,238.86,0.0,411.53,38.8,14.69,4.1,47.51,8.15,1345.24,1203.9,9932.82,9055.51,415.93,441.47,36.59,202403.0,22.55,11097.7,1529.76,737.79,14.6,10113.94,1475.21,11.88,1487.09,242.42,1244.67,494.44,750.23,240.62,478.75,0.0,509.61,14.59,5.04,47.51,10.08,112629.59,532343.0_TVSMOTOR
TVS Srichakra,509243.0,TVSSRICHAK,Tyres,4363.85,765.3,27.84,12.07,24.73,-1.98,39.77,77.2,-6.5,78.28,27.51,50.77,12.59,30.6,6.88,-7.58,23.72,44.64,10.09,3.64,7.66,31.06,90.61,60.62,739.65,702.2,39.05,20.96,27.05,202403.0,-1.25,693.43,66.74,29.47,38.49,718.85,68.38,1.5,69.97,26.52,43.45,10.19,33.17,9.14,24.1,-0.09,24.03,9.51,3.35,7.66,31.47,3342.7,509243.0_TVSSRICHAK
TVS Supply,543965.0,TVSSCS,Miscellaneous,181.5,2426.31,4.32,4.51,254.94,-10.12,-345.19,173.08,8.62,181.7,138.53,43.17,38.23,4.94,-0.44,0.0,5.38,80.73,7.13,0.22,44.05,0.1,185.06,170.42,2262.91,2288.92,-40.6,-65.26,-0.46,202403.0,-7.78,2110.8,158.11,-8.35,-0.15,2221.84,162.07,22.23,184.3,139.67,44.63,44.03,0.6,-9.39,9.56,0.0,9.99,7.29,0.45,43.77,0.22,7990.54,543965.0_TVSSCS
Twinstar Indus.,531917.0,__NA__,Computers - Software - Medium / Small,1.35,0.0,-0.16,,-23.08,-100.0,-512.96,-0.07,0.0,-0.07,0.07,-0.14,0.02,-0.16,0.0,0.0,-0.16,,,,22.5,-0.07,0.0,-2.92,0.0,0.0,0.0,-3.01,-185.05,202112.0,,,,,,0.0,-0.06,0.0,-0.06,0.07,-0.13,0.01,-0.14,0.0,-0.14,0.0,-0.14,,,22.46,-0.06,3.04,531917.0___NA__
Tyche Industries,532384.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,180.0,14.2,2.1,-43.85,-48.78,-7.8,-14.17,1.88,1.59,3.47,0.54,2.93,0.0,2.93,0.84,0.0,2.1,65.63,13.24,14.79,10.25,2.05,3.13,2.8,16.04,17.05,3.14,2.71,-21.67,202403.0,-0.68,16.93,2.93,2.43,2.37,22.22,4.83,1.51,6.34,0.48,5.86,0.0,5.86,1.57,4.29,0.0,4.29,21.74,19.31,10.25,4.19,184.5,532384.0___NA__
Tyroon Tea Co.,526945.0,__NA__,Tea,103.1,2.69,-6.61,97.79,13.71,-1.98,-29.1,-6.2,0.63,-5.57,0.31,-5.88,0.09,-5.97,0.64,0.0,-6.61,49.07,-230.48,-245.72,3.51,-19.43,6.54,1.18,17.26,9.97,7.1,1.93,-53.45,202403.0,1.93,10.16,-2.6,-3.12,-9.16,11.6,0.39,0.46,0.85,0.2,0.65,0.09,0.56,0.0,0.56,0.0,0.56,3.36,4.83,3.51,1.65,35.05,526945.0___NA__
U P Hotels,509960.0,__NA__,Hotels,1645.0,48.1,13.2,14.85,50.68,11.99,35.98,17.96,1.81,19.77,1.98,17.79,0.01,17.78,4.58,0.0,13.2,80.96,37.34,27.44,5.4,24.44,1.68,6.78,24.52,26.98,0.68,4.51,26.2,202403.0,12.14,30.25,8.03,6.22,11.52,46.91,18.63,1.24,19.87,2.13,17.74,0.01,17.73,4.3,13.43,0.0,13.43,39.71,28.63,5.4,24.87,888.3,509960.0___NA__
U. H. Zaveri,541338.0,__NA__,Trading,19.65,5.24,-0.34,147.17,-177.27,45.21,-21.69,-0.45,0.09,-0.36,0.01,-0.37,0.0,-0.37,-0.03,0.0,-0.34,-3.24,-8.59,-6.49,10.19,-0.33,0.35,0.07,4.07,3.14,0.38,0.27,47.83,202403.0,70.39,5.35,0.11,0.1,0.09,14.93,0.79,0.33,1.12,0.01,1.11,0.0,1.11,0.12,0.98,0.0,0.98,5.29,6.56,10.19,0.96,20.02,541338.0___NA__
U. Y. Fincorp,530579.0,__NA__,Finance & Investments,25.7,39.21,4.71,179.47,488.75,113.45,737.68,3.2,0.38,3.58,0.04,3.54,0.02,3.52,-1.2,0.0,4.71,12.42,8.16,12.01,95.12,0.25,-4.6,5.35,29.1,20.74,51.17,4.33,-18.57,202403.0,125.25,46.72,6.74,6.65,0.35,32.81,5.53,0.81,6.34,0.04,6.3,0.02,6.28,1.57,4.71,0.0,4.71,16.85,14.36,95.12,0.25,488.91,530579.0___NA__
Ucal,500464.0,UCAL,Auto Ancillaries,172.4,177.06,-18.05,-4.55,-173.9,-12.13,-2460.75,2.47,3.79,6.26,4.51,1.75,6.26,-4.51,13.54,0.0,-18.05,41.37,1.4,-10.19,22.11,-8.16,15.25,7.88,174.48,184.31,-1.49,-4.85,-35.55,202403.0,-10.8,164.41,7.97,-5.91,-2.67,187.29,11.44,4.1,15.54,10.01,5.53,4.85,0.68,1.56,-0.87,0.0,-0.87,6.11,-0.46,22.11,-0.39,381.17,500464.0_UCAL
UCO Bank,532505.0,UCOBANK,Banks - Public Sector,54.57,5859.7,525.77,17.49,-9.54,23.82,-11.22,3352.94,1124.91,4477.85,0.0,4477.85,3672.34,805.51,279.74,0.0,525.77,100.0,57.22,8.97,11955.96,0.44,3295.28,2928.76,5218.82,5223.92,401.67,223.48,22.12,202403.0,24.19,6487.46,3797.71,124.92,0.1,5551.89,3479.89,860.82,4340.71,0.0,4340.71,3563.82,776.89,274.06,502.83,0.0,502.83,62.68,9.06,,0.42,65243.63,532505.0_UCOBANK
Udaipur Cement,530131.0,UDAICEMENT,Cement - North India,47.99,348.35,19.79,18.23,17.17,12.86,54.85,60.86,9.69,70.55,19.13,51.42,24.57,26.85,7.06,0.0,19.79,34.82,17.47,5.68,224.22,0.35,38.14,27.61,269.34,246.3,12.15,4.21,39.16,202403.0,14.86,282.91,40.14,2.94,0.05,299.6,59.51,9.62,60.24,15.09,45.15,19.45,34.59,9.33,18.77,8.89,25.26,19.86,6.27,224.22,0.45,2690.04,530131.0_UDAICEMENT
Uday Jewellery,539518.0,__NA__,Diamond Cutting / Jewellery,139.95,41.84,0.06,-7.1,-97.12,-2.01,-8.32,0.69,0.11,0.8,0.15,0.65,0.32,0.33,0.27,0.0,0.06,5.93,1.65,0.14,22.02,0.03,3.75,4.17,42.48,34.21,2.76,3.01,-3.6,202403.0,0.34,34.33,3.14,2.68,1.22,54.65,4.25,0.1,4.35,0.07,4.28,0.42,3.86,0.97,2.89,0.0,2.89,7.78,5.29,22.81,1.31,308.19,539518.0___NA__
Udayshivakumar,543861.0,USK,Construction,78.5,159.39,13.87,31.25,197.0,101.36,91.91,12.41,9.2,21.61,1.6,20.01,1.51,18.5,4.62,0.0,13.87,11.42,7.79,8.7,55.36,2.51,9.2,9.12,140.32,116.56,4.97,5.17,34.04,202403.0,121.36,258.01,19.26,14.91,2.69,160.87,11.2,0.45,11.65,1.57,10.08,1.32,8.76,2.72,6.05,0.0,6.05,6.96,3.76,55.36,1.09,434.56,543861.0_USK
Uflex,500148.0,UFLEX,Packaging,519.7,3426.46,94.44,1.37,105.49,-8.86,-93.54,366.14,-319.44,436.4,165.05,271.35,128.31,-246.66,24.29,-389.7,-270.95,33.35,10.69,2.76,72.21,-37.51,385.85,283.74,3369.44,3258.26,63.31,-416.25,-21.83,202403.0,-8.22,2990.29,290.46,15.47,2.14,3309.47,331.59,-64.14,367.5,166.33,201.17,140.26,-39.14,28.13,4.65,-100.05,-67.27,10.02,0.14,72.21,-9.31,3752.73,500148.0_UFLEX
UFO Moviez,539141.0,UFO,Entertainment / Electronic Media Software,134.35,118.66,6.02,35.06,610.17,3.11,229.01,14.59,6.18,20.77,10.39,10.38,2.73,7.65,1.63,0.0,6.02,78.09,12.3,5.07,38.58,1.56,17.11,15.87,86.56,84.9,3.27,2.52,103.47,202403.0,6.85,90.72,15.66,3.15,0.82,118.12,18.19,1.86,20.05,10.93,9.12,3.11,6.01,1.43,4.58,0.0,4.58,15.4,3.88,38.39,1.19,518.55,539141.0_UFO
Ugar Sugar Works,530363.0,UGARSUGAR,Sugar,82.57,368.17,17.36,-39.49,-73.4,-35.84,-79.49,23.61,25.86,49.47,8.17,41.3,18.07,23.23,5.87,0.0,17.36,22.03,6.41,4.72,11.25,1.54,-20.25,6.12,234.06,188.06,-33.2,-9.14,-66.32,202403.0,-33.87,124.36,5.05,-16.38,-1.46,360.93,60.71,1.07,61.78,7.1,54.68,8.09,46.59,0.47,46.12,0.0,46.12,16.82,12.78,11.25,4.1,928.91,530363.0_UGARSUGAR
Ugro Capital,511742.0,UGROCAP,Finance & Investments,290.85,322.41,32.69,54.29,132.83,53.26,200.0,186.0,7.98,193.98,9.9,184.08,128.14,55.94,23.26,0.0,32.69,100.0,57.69,10.14,91.59,3.52,145.91,130.8,244.57,213.27,28.89,25.24,57.9,202403.0,60.57,342.45,206.23,66.23,7.13,267.71,160.58,11.6,172.18,9.11,163.07,116.7,46.37,13.85,32.53,0.0,32.53,59.98,12.15,91.26,3.51,2701.83,511742.0_UGROCAP
Ujaas Energy,533644.0,UEL,Electric Equipment,256.45,6.84,11.69,-20.74,503.1,-13.55,320.77,1.87,-3.77,27.02,2.14,24.88,0.02,-4.06,0.09,-28.92,-4.14,45.76,27.34,170.91,10.53,-0.39,-0.85,-0.33,6.86,7.18,-6.5,-5.86,-101.98,202403.0,-13.31,6.22,-0.12,-2.55,-0.24,5.84,-0.73,19.66,-0.35,1.8,-2.15,1.3,15.83,-29.63,39.17,19.28,45.45,-12.5,670.72,20.03,4.32,2700.45,533644.0_UEL
Ujjivan Small,542904.0,UJJIVANSFB,Banks - Private Sector,44.6,1528.51,329.63,29.01,6.5,36.31,16.46,798.4,236.13,1034.53,0.0,1034.53,594.97,439.56,109.93,0.0,329.63,100.0,52.23,21.57,1931.43,1.68,815.6,748.79,1391.14,1286.88,327.74,324.07,30.7,202403.0,36.5,1756.61,998.93,402.96,2.09,1470.63,820.33,184.76,1005.09,0.0,1005.09,610.7,394.39,94.33,300.06,0.0,300.06,55.78,20.4,,1.53,8619.22,542904.0_UJJIVANSFB
Ultra Wiring,-1.0,UWCSL,Auto Ancillaries,88.0,18.39,0.6,,,-5.46,-11.76,1.59,0.07,1.44,0.52,0.92,0.31,0.61,0.02,0.0,0.53,37.99,7.6,3.33,5.2,1.02,2.96,,26.3,,1.63,,0.46,202403.0,,,,,,23.51,2.77,,,,,,,,,,1.42,,,,2.73,45.79,-1.0_UWCSL
Ultracab India,538706.0,__NA__,Cables - Power,14.84,44.56,1.83,79.46,5.78,15.78,3.42,4.39,-0.01,4.48,0.23,4.25,1.24,2.91,1.14,-0.1,1.77,18.99,9.85,4.11,19.08,0.19,3.05,2.52,31.23,26.22,1.53,1.03,7.48,202403.0,26.31,33.12,3.45,1.96,0.21,22.05,3.1,0.1,3.2,0.23,2.97,0.84,2.13,0.49,1.64,0.0,1.64,14.06,7.44,19.08,0.17,141.61,538706.0___NA__
Ultramarine Pig.,506685.0,__NA__,Dyes And Pigments,465.25,125.5,10.22,5.84,6.13,-2.93,-19.05,16.37,2.28,18.65,4.23,14.42,0.96,13.46,3.24,0.0,10.22,39.27,13.04,8.14,5.84,3.5,20.05,23.26,137.36,123.03,15.83,15.45,-14.71,202403.0,-2.63,119.79,19.66,14.92,5.11,139.64,19.71,1.99,21.7,4.16,17.54,0.99,16.55,4.22,12.33,0.0,12.33,14.11,8.83,5.84,4.22,1358.52,506685.0___NA__
UltraTech Cem.,532538.0,ULTRACEMCO,Cement - North India,11769.95,20418.94,2310.39,9.41,38.68,12.13,39.97,4113.92,72.67,4258.59,814.92,3443.67,261.15,3110.52,851.94,-72.0,2258.58,57.65,20.15,11.32,288.69,78.22,2550.89,3049.18,16012.13,17737.1,1280.38,1690.22,22.12,202403.0,12.25,19910.63,3553.83,2396.71,83.0,16739.97,3254.57,146.24,3400.81,783.48,2617.33,262.16,2355.17,580.39,1774.78,0.0,1774.78,19.44,10.6,288.69,61.55,339795.28,532538.0_ULTRACEMCO
Uma Converter,-1.0,UMA,Packaging,27.5,88.29,1.11,,,1.97,291.59,5.62,0.22,6.77,1.9,4.87,3.24,1.63,0.52,0.0,3.08,29.15,7.06,1.2,20.27,1.52,,,,,,,-8.56,202403.0,,,,,,92.73,6.55,0.02,4.21,1.33,2.88,1.44,1.44,0.4,1.04,0.0,1.11,9.02,2.24,20.27,0.55,55.75,-1.0_UMA
