Name,BSE Code,NSE Code,Industry,Current Price,Number of equity shares 10years back,Average return on equity 5Years,Average return on equity 3Years,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization,join_key
Visesh Infotec.,532411.0,VISESHINFO,Computers - Software - Medium / Small,0.4,377.44,-0.94,-0.92,1.17,1.19,1.18,0.01,0.13,1.24,4.88,0.0,0.0,0.0,-0.96,-1.01,-0.97,-0.9,-0.96,-1.05,9.53,-84.52,-2.27,,0.0,23906.58,30179.27,740.74,-0.85,-0.82,,,,,37.74,37.74,75.49,94.36,50693.79,0.0,0.0,150.98,532411.0_VISESHINFO
Vishal Bearings,539398.0,__NA__,Bearings,134.0,,13.29,18.46,17.4,16.73,,1.64,1.47,3.71,2.44,0.0,0.0,0.11,15.83,11.79,15.13,14.75,17.08,17.26,-40.31,13.24,14.69,4617.0,2.66,51.69,80.2,44.37,3.84,6.18,18.75,22.2,20.57,18.79,29.46,57.19,18.39,,162.27,0.0,0.0,144.6,539398.0___NA__
Vishal Fabrics,538598.0,VISHAL,Textiles - Processing,22.6,19.77,12.16,13.21,13.39,12.49,3.5,12.57,17.22,12.89,13.3,0.0,0.0,2.64,14.31,13.16,12.03,12.76,11.49,11.39,-9.39,8.66,8.3,31389.0,4.77,109.67,136.27,90.04,4.53,5.45,10.85,30.57,33.37,17.19,410.61,1230.46,538.61,,108.1,-2.04,0.0,446.57,538598.0_VISHAL
Vishnu Chemicals,516072.0,VISHNU,Chemicals,477.75,5.97,25.36,27.73,32.86,26.8,15.24,1.6,1.67,1.97,,0.0,0.0,1.83,24.39,19.87,18.86,18.6,,24.2,-1.15,14.96,14.85,22781.0,2.21,60.6,62.22,63.55,7.85,10.58,17.81,15.28,15.22,14.86,338.86,170.2,344.11,102.45,76.19,0.14,7.37,3130.51,516072.0_VISHNU
Vishnu Prakash R,543974.0,VPRPL,Construction,199.65,,26.71,28.93,,,,1.54,1.29,,,0.0,0.0,0.0,29.6,25.08,23.85,23.85,,,8.14,12.53,,,0.0,94.02,75.45,50.04,9.08,11.61,19.59,19.59,19.59,19.59,,,,,137.82,,,2488.5,543974.0_VPRPL
Vishnusurya,-1.0,VISHNUINFR,Mining / Minerals / Metals,202.0,,,40.92,,,,0.54,,,,0.0,0.0,0.49,34.09,30.15,30.15,30.15,,,,20.19,,,2.97,39.15,31.99,,,15.34,14.56,14.56,14.56,14.56,,,,,85.3,,,497.11,-1.0_VISHNUINFR
Vishvprabha Ven.,512064.0,__NA__,Construction,94.9,,,-7.4,3.24,2.94,,3.07,,,,0.0,0.0,0.0,-1.02,-0.34,-0.34,-0.34,,,,4.46,,507.0,0.0,279.95,11.06,,,-2.5,136.38,176.16,176.16,176.16,3.2,3.0,1.66,,352.31,0.0,0.0,16.28,512064.0___NA__
Vishwaraj Sugar,542852.0,VISHWARAJ,Sugar,16.9,17.28,4.21,6.52,12.03,11.81,,1.08,0.91,0.67,,0.0,0.0,2.63,9.85,8.45,6.95,7.08,,1.82,22.21,13.51,12.35,141577.0,8.05,26.01,25.73,49.16,1.39,2.3,6.74,17.01,17.01,17.01,444.9,,,,208.43,-2.4,0.0,317.33,542852.0_VISHWARAJ
Vishwas Agri,-1.0,VISHWAS,Miscellaneous,72.9,,,50.68,,,,,,,,0.0,,,27.99,27.99,27.99,27.99,,,,,,,0.0,87.8,51.68,,,10.86,11.77,11.77,11.77,11.77,,,,,93.28,,,72.9,-1.0_VISHWAS
Vision Cinemas,526441.0,__NA__,Entertainment / Electronic Media Software,1.39,5.42,-1.09,0.08,1.2,1.25,2.5,,,,,0.0,0.0,0.0,-1.17,-1.74,-3.09,-1.71,-0.67,-2.48,11.83,,,11315.0,0.0,4534.89,,13533.08,-0.73,0.05,12.8,26.4,25.2,14.0,4.04,8.5,9.16,53.2,4271.54,0.0,0.0,9.84,526441.0___NA__
Vision Corpn.,531668.0,__NA__,Entertainment / Electronic Media Software,4.1,2.0,,0.12,11.5,11.84,11.96,0.0,,0.0,0.02,0.0,0.0,0.0,0.16,-0.59,-0.41,-0.18,,,,-3.59,,7070.0,0.0,202.74,178.15,,,0.09,,16.25,13.14,10.34,0.92,,1.84,2.3,337.99,0.0,0.0,8.19,531668.0___NA__
Vista Pharma.,524711.0,__NA__,Pharmaceuticals - Indian - Formulations,12.4,12.5,-10.05,-10.77,8.93,9.76,0.84,0.1,2.32,1.75,18.44,0.0,0.0,0.0,-7.64,-6.65,-2.08,1.8,-3.95,-6.06,,-43.94,-0.52,14796.0,0.0,4800.76,623.66,98.09,-6.13,-6.57,89.28,55.83,54.24,39.95,33.26,61.19,93.66,4.73,6882.72,-0.24,-0.01,48.14,524711.0___NA__
Vistar Amar,538565.0,__NA__,Food - Processing - Indian,192.0,0.32,30.82,29.5,20.47,13.62,,14.72,18.65,,,0.0,0.0,0.0,41.38,43.63,31.75,22.04,22.69,27.09,62.67,7.96,7.52,5808.0,0.0,52.24,51.7,111.31,19.64,21.55,21.9,19.76,19.76,19.5,19.55,8.48,2.82,,50.19,0.0,0.0,61.44,538565.0___NA__
Vital Chemtech,-1.0,VITAL,Chemicals,76.9,,,,,,,,,,,,,,7.83,7.83,7.83,7.83,,,,,,1879.0,-25.75,175.33,,,,,24.16,24.16,24.16,24.16,,,,,150.47,,,184.18,-1.0_VITAL
Vitesse Agro,540823.0,__NA__,Trading,8.37,,8.42,9.23,12.73,,,73.38,16.91,67.5,,0.0,0.0,0.0,7.33,7.28,5.17,4.43,6.84,7.21,-28.89,6.71,,,0.0,145.23,0.0,7.16,3.22,3.67,65.39,32.8,32.8,32.8,9.53,,,,61.23,0.0,0.0,3.78,540823.0___NA__
Vivaa Tradecom,544002.0,__NA__,Trading,42.0,,-3.64,-6.69,,,,6.2,3.96,,,0.0,0.0,0.0,-0.84,1.64,1.64,1.64,,,,0.54,,,0.0,73.91,147.36,116.27,-0.19,-0.56,27.3,27.3,27.3,27.3,,,,,32.66,,,16.54,544002.0___NA__
Vivanta Indust.,541735.0,__NA__,Miscellaneous,4.02,,3.44,6.41,1.11,1.11,,,,,,0.0,0.0,0.06,5.8,3.12,2.45,1.74,,2.68,50.16,4.95,,13218.0,6.85,324.05,953.06,315.07,1.41,2.93,37.14,39.0,39.0,37.0,12.37,4.88,,,-137.35,0.0,0.0,50.26,541735.0___NA__
Vivanza Biosci.,530057.0,__NA__,Trading,5.24,,7.59,12.89,0.79,0.77,,11.3,6.26,2.7,,0.0,0.0,0.0,11.06,11.13,9.7,7.18,,4.49,24.62,1.89,,4872.0,0.0,227.49,230.66,782.14,1.5,2.84,55.44,79.27,79.27,75.42,52.24,8.0,76.0,5.6,155.65,0.0,0.0,20.96,530057.0___NA__
Viviana Power,-1.0,VIVIANA,Transmisson Line Towers / Equipment,902.2,,,34.2,,,,6.85,,,,0.0,0.0,0.0,35.02,32.21,32.21,32.21,,,,14.69,,428.0,0.0,142.48,145.32,,,14.41,27.58,27.58,27.58,27.58,,,,,118.3,,,538.62,-1.0_VIVIANA
Vivid Global,524576.0,__NA__,Dyes And Pigments,20.25,0.89,5.96,3.21,14.97,13.34,4.85,4.43,5.89,7.14,3.47,35.7,0.0,0.08,6.19,11.12,21.2,24.21,13.8,11.86,-48.71,4.68,6.4,6126.0,0.0,69.39,96.03,51.44,2.7,1.47,32.36,16.32,16.88,18.12,16.39,36.79,37.25,3.05,84.1,0.0,0.0,18.49,524576.0___NA__
Vivid Mercantile,542046.0,__NA__,Trading,61.33,,10.22,13.73,20.43,16.91,,2.97,11.96,10.48,,0.0,0.0,0.0,10.56,6.8,2.93,2.93,,8.7,69.67,-4.29,,315.0,0.0,113.35,9.03,142.32,5.62,8.75,8.58,8.69,8.69,8.69,16.84,16.11,,,1598.88,0.0,0.0,61.49,542046.0___NA__
Vivo Bio Tech,511509.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,40.0,0.94,8.21,5.05,30.63,25.63,9.81,1.09,1.41,2.05,1.9,0.0,0.0,0.0,10.08,12.62,12.64,11.15,9.55,9.14,-14.11,34.85,28.17,13062.0,0.0,88.88,51.39,54.98,4.34,2.09,20.11,18.86,18.3,17.56,64.28,68.42,93.51,14.11,206.42,0.0,0.0,59.65,511509.0___NA__
Vivo Collaborat.,-1.0,VIVO,Computers - Software - Medium / Small,75.0,,19.87,11.59,,,,116.4,118.6,,,0.0,0.0,0.0,22.34,82.82,82.82,82.82,,,,19.62,,241.0,0.0,12.99,34.61,33.59,21.32,13.24,8.35,8.35,8.35,8.35,,,,,182.34,,,15.11,-1.0_VIVO
VJTF Eduservices,509026.0,__NA__,Miscellaneous,97.4,1.76,-6.15,-4.3,20.84,23.31,10.8,,,,,0.0,0.0,0.0,3.99,4.13,4.66,3.79,,-7.06,15.96,15.04,13.05,340.0,0.0,11.08,2.01,14.09,-2.22,-1.33,120.1,158.42,120.1,120.1,101.2,111.94,96.8,9.14,-279.92,0.0,0.0,171.42,509026.0___NA__
VKJ Infradevelop,536128.0,__NA__,Construction,0.46,,0.38,0.05,1.1,1.1,,,,,,0.0,0.0,0.0,0.09,0.44,0.61,0.68,0.6,0.54,-45.12,,,,,0.0,,445.33,0.27,0.04,,428.0,,,8.57,161.13,98.29,,0.0,0.0,0.0,10.95,536128.0___NA__
VL E-Governance,543958.0,VLEGOV,Computers - Software - Medium / Small,66.21,,1.56,1.56,,,,,,,,0.0,0.0,0.0,3.49,2.73,0.87,0.87,,,14.34,55.92,,,0.0,10354.75,,33.18,1.61,2.54,,,,,,,,,23020.9,,,701.51,543958.0_VLEGOV
VLS Finance,511333.0,VLSFINANCE,Finance & Investments,303.4,3.87,7.22,7.23,628.88,453.07,60.46,,,310.51,786.74,0.0,0.0,5.24,8.0,6.72,6.3,7.69,6.94,6.82,89.65,87.6,7.71,27634.0,1.82,32.3,3.22,27.38,5.63,5.9,3.75,6.53,5.07,3.66,315.1,226.37,239.32,51.23,333.16,-1.92,-0.06,1055.73,511333.0_VLSFINANCE
VMS Industries,533427.0,__NA__,Miscellaneous,42.84,2.45,3.72,4.73,22.04,21.69,21.0,3.14,1.89,4.04,5.15,0.0,0.0,0.0,6.25,5.51,5.52,5.06,3.05,3.58,22.88,0.32,0.23,2320.0,0.0,57.37,45.36,16.64,1.59,2.15,24.41,25.66,22.94,22.5,17.49,39.54,37.95,62.43,110.51,0.41,0.0,104.82,533427.0___NA__
Vodafone Idea,532822.0,IDEA,Telecommunications - Service Provider,17.83,1183.5,,,-13.3,2.08,19.46,3617.35,1848.63,65.37,37.38,0.0,0.0,0.0,-4.05,-4.41,-4.54,-0.31,,,,38.86,32.89,3138338.0,0.0,20.22,21.81,32.47,-15.1,-15.09,,37.41,,,26580.24,52442.09,61515.75,90678.02,-207.59,7.84,4.16,121028.02,532822.0_IDEA
Voith Paper,522122.0,__NA__,Textiles - Products,1978.0,0.44,10.87,10.74,589.86,532.83,335.75,2.31,3.04,3.87,3.95,10.55,0.0,2.72,14.46,14.64,14.86,15.91,11.01,10.81,-0.77,26.59,26.71,4567.0,9.45,53.34,56.54,55.58,9.85,9.7,17.99,17.02,17.94,17.72,475.35,366.56,270.12,91.37,82.59,0.0,-0.95,868.33,522122.0___NA__
Volt.Transform.,532757.0,VOLTAMP,Electric Equipment,11554.95,1.01,17.4,20.08,824.51,739.56,435.72,3.14,4.08,4.17,6.18,0.0,0.0,47.56,25.43,21.25,20.12,17.46,14.91,16.31,14.52,15.57,13.16,24544.0,28.89,58.42,90.01,77.76,14.82,17.49,18.56,16.57,14.97,16.1,1107.87,1161.19,1063.36,489.87,88.33,9.67,5.1,11690.26,532757.0_VOLTAMP
Voltaire Leasing,509038.0,__NA__,Finance & Investments,14.28,0.41,0.3,0.36,46.75,47.23,47.55,6.67,214.0,,,0.0,0.0,0.0,0.62,0.47,0.57,0.34,0.19,0.44,,9.75,4.2,698.0,0.0,22.63,0.0,0.0,0.22,0.25,44.51,40.18,42.11,42.07,7.66,8.05,14.25,0.95,-890.03,0.0,0.0,5.88,509038.0___NA__
Voltas,500575.0,VOLTAS,Air-conditioners,1479.0,33.09,8.22,6.09,150.91,129.36,63.53,4.07,4.35,5.32,4.08,0.0,0.0,162.09,10.38,12.83,14.66,16.56,10.81,9.63,-19.31,5.67,6.73,273047.0,72.85,85.11,87.0,92.38,4.71,3.4,74.71,36.54,58.91,66.68,33152.99,20827.54,13635.76,5323.93,46.81,-2.53,6.49,48937.89,500575.0_VOLTAS
VRL Logistics,539118.0,VRLLOG,Miscellaneous,569.35,8.55,19.42,23.71,67.59,68.28,,15.08,19.74,23.67,0.25,0.0,0.0,42.68,16.94,15.23,16.94,18.45,18.9,18.47,-9.09,14.89,14.28,90886.0,19.27,11.26,13.24,13.76,9.68,12.08,35.62,33.53,34.08,33.51,2050.01,2558.53,2849.08,,9.43,1.06,8.07,4980.01,539118.0_VRLLOG
Vruddhi Engineer,544157.0,__NA__,Trading,310.9,,,42.99,,,,,,,,,,,33.7,33.7,33.7,33.7,,,,,,,0.0,105.57,,,,13.91,1.78,1.78,1.78,1.78,,,,,63.54,,,78.46,544157.0___NA__
Vrundavan Planta,544011.0,__NA__,Miscellaneous,42.1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,126.78,126.78,126.78,126.78,,,,,0.0,,,22.45,544011.0___NA__
VSF Projects,519331.0,__NA__,Construction,54.1,1.47,-0.07,-0.76,0.24,0.14,20.19,,,,,0.0,0.0,0.0,0.0,0.33,-3.63,-2.17,-5.57,-12.61,14.77,11.27,-14.94,8238.0,0.0,2.21,2.1,1.33,0.0,-0.1,139.05,115.29,139.05,139.05,10.28,7.47,6.95,7.11,-6524.71,0.0,-0.4,88.95,519331.0___NA__
VST Industries,509966.0,VSTIND,Cigarettes,3999.45,1.54,31.64,28.3,609.02,509.7,224.5,1.64,2.1,1.64,1.27,0.0,0.0,202.88,37.65,43.83,46.42,49.83,33.11,32.18,-7.39,31.61,30.63,32002.0,71.71,11.48,5.0,4.76,20.75,19.61,16.22,17.88,17.91,16.86,5233.41,5335.18,4429.51,2541.66,45.19,-1.04,-1.58,6175.17,509966.0_VSTIND
VST Till. Tract.,531266.0,VSTTILLERS,Automobiles - Tractors,4187.6,0.86,11.96,13.18,772.7,667.76,420.79,4.9,3.32,6.68,3.86,0.0,0.0,17.28,17.31,15.19,16.8,20.45,13.6,12.36,9.72,12.11,13.4,23730.0,18.34,47.17,39.07,57.23,8.99,10.13,24.97,22.13,23.67,24.98,1549.02,1135.4,1551.27,808.48,151.72,-3.38,3.27,3617.89,531266.0_VSTTILLERS
VTM,532893.0,__NA__,Textiles - Processing,69.0,4.02,4.85,5.09,54.46,50.56,29.62,3.76,3.97,5.5,5.5,0.0,0.0,2.49,6.59,6.36,6.08,6.7,4.77,4.54,10.78,10.84,9.76,4578.0,18.36,32.88,43.96,54.91,4.25,4.51,15.63,11.83,12.65,13.77,92.52,106.6,124.71,68.39,142.9,0.0,0.0,277.57,532893.0___NA__
Vuenow Infratech,531997.0,__NA__,Computers - Software - Medium / Small,38.64,,,,,,,,,,,,,0.0,-118.8,-165.95,-165.95,-165.95,,,,,,12251.0,0.0,366.84,,,-105.2,-122.88,,,,,,,,,39.95,0.0,0.0,68.78,531997.0___NA__
VXL Instruments,517399.0,__NA__,Computers - Hardware,4.61,1.33,-33.75,-34.01,4.34,6.05,18.42,2.35,2.73,3.32,4.28,0.0,0.0,0.0,-24.89,-22.2,-23.71,-20.79,-32.41,-39.44,-0.31,-12.02,-8.56,4475.0,0.0,394.56,458.27,53.37,-12.0,-11.42,150.3,130.0,150.3,150.3,5.08,13.3,10.75,16.25,181.79,-0.29,0.0,6.14,517399.0___NA__
W H Brady,501391.0,__NA__,Trading,636.0,0.26,10.7,12.64,159.1,236.31,201.76,2.11,1.94,0.97,1.85,0.0,0.0,0.0,19.01,15.9,13.44,11.73,7.7,8.49,14.7,12.66,13.78,1175.0,0.0,85.6,73.26,91.71,8.12,9.42,12.65,11.91,12.05,11.33,31.26,31.24,38.82,19.89,79.81,0.0,-0.01,162.18,501391.0___NA__
W I Plywoods,-1.0,WIPL,Miscellaneous,164.01,0.85,3.97,5.87,46.02,46.21,,2.13,1.95,1.61,1.36,0.0,0.0,0.44,8.46,6.73,6.35,6.93,3.25,3.14,24.6,5.65,6.23,2090.0,54.9,58.56,71.6,59.41,2.1,3.36,34.28,34.74,35.64,36.22,50.92,77.66,,,89.28,0.0,-5.49,139.21,-1.0_WIPL
W S Inds.,504220.0,WSI,Construction,158.45,2.11,,,-35.58,-32.39,-56.03,,0.07,0.16,0.19,0.0,0.0,0.0,8.51,-4.55,-10.97,-10.43,,,,,,7519.0,0.0,240.46,,9368.33,-2.36,6.45,30.38,23.46,23.46,30.38,17.2,3.02,16.38,16.64,-16.14,0.0,-1.18,797.43,504220.0_WSI
Waa Solar,541445.0,__NA__,Power Generation And Supply,188.0,0.04,3.51,4.52,123.93,121.47,,-0.07,0.81,1.9,0.43,0.0,0.0,0.0,5.52,5.77,6.68,7.09,3.87,3.29,22.59,72.58,73.99,1060.0,0.0,120.93,90.0,14.54,1.97,2.69,10.43,7.86,7.86,8.52,60.85,18.66,,,770.05,0.0,0.0,249.45,541445.0___NA__
Waaree Renewab.,534618.0,__NA__,Engineering - Turnkey Services,2068.0,,72.68,87.33,2.14,2.49,,16.74,,,,0.0,0.0,0.62,70.02,43.5,37.36,37.36,,,48.85,22.9,,11120.0,5.28,108.03,173.5,213.61,10.97,19.64,51.57,86.8,86.8,54.21,103.27,19.99,36.72,12.83,-33.03,0.2,0.01,21538.06,534618.0___NA__
Waaree Tech.,539337.0,__NA__,Auto Ancillaries,1422.1,0.19,-22.49,-27.08,9.91,10.24,,0.0,-2.0,5.07,10.42,,0.0,0.0,-24.85,-16.76,-11.72,-6.27,-15.32,-18.69,,,,653.0,0.0,84.71,,245.82,-6.47,-8.42,513.16,453.55,502.7,513.16,8.24,4.23,4.33,,108.68,0.0,0.0,1531.36,539337.0___NA__
Wagend Infra,503675.0,__NA__,Finance & Investments,1.88,4.71,0.57,0.51,1.92,3.13,3.1,0.02,0.02,0.1,0.0,0.0,0.0,0.0,0.99,0.85,0.76,0.45,0.28,0.55,,-6.43,-0.49,15516.0,0.0,190.0,0.0,9307.5,0.5,0.47,101.0,137.0,111.0,110.0,12.96,20.78,23.7,50.9,4752.57,0.0,0.0,8.86,503675.0___NA__
Walchan. Inds.,507410.0,WALCHANNAG,Engineering,243.9,3.81,-24.69,-27.4,55.61,70.68,176.08,0.82,0.45,0.96,1.06,2.81,0.0,0.0,-1.3,0.74,2.91,2.54,-14.09,-17.43,,2.9,7.88,55550.0,0.0,221.17,234.58,231.03,-6.62,-7.41,,53.0,53.0,,238.89,339.78,541.74,178.74,317.57,0.28,0.0,1351.41,507410.0_WALCHANNAG
Walchand People,501370.0,__NA__,Miscellaneous,224.25,0.29,9.13,13.74,60.4,60.33,39.64,,,,,0.0,0.0,0.19,17.45,11.66,11.82,13.64,9.81,9.16,21.81,2.22,3.72,4201.0,12.12,56.82,98.49,74.2,6.8,10.99,16.02,19.61,18.54,18.5,17.25,27.15,44.72,12.21,-4.03,0.0,-0.08,65.12,501370.0___NA__
Wallfort Fin.,532053.0,__NA__,Finance & Investments,116.55,0.97,7.11,13.33,112.1,95.2,86.05,,,,,0.0,,0.0,15.75,8.42,3.75,9.45,6.35,2.99,24.01,,,2322.0,0.0,11.68,5.33,-8.78,6.25,12.32,3.51,4.33,4.87,4.12,32.79,30.66,48.68,23.25,49.17,0.0,0.0,112.94,532053.0___NA__
Walpar Nutrition,-1.0,WALPAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,104.5,,,8.23,,,,,,,,0.49,,,8.95,8.95,8.95,8.95,,,,,,270.0,0.0,108.92,430.54,,,3.3,69.2,69.2,69.2,69.2,,,,,114.47,,,49.07,-1.0_WALPAR
Wanbury,524212.0,WANBURY,Pharmaceuticals - Indian - Bulk Drugs & Formln,159.05,2.0,,,-62.46,-57.39,-97.12,12.85,12.1,8.01,,0.0,0.0,0.0,40.37,35.69,29.07,30.28,,,,7.29,4.58,11911.0,0.0,50.41,32.07,41.46,-0.49,2.76,29.2,24.81,2.02,29.2,206.0,51.47,134.44,,-73.93,0.18,-0.01,520.82,524212.0_WANBURY
Wardwizard Foods,539132.0,__NA__,Food - Processing - Indian,10.27,10.9,-11.16,-16.68,5.82,5.84,,,,,4.0,,,0.0,-9.71,-5.86,-4.12,-2.94,-6.31,-8.32,,,,6300.0,0.0,209.47,,,-6.33,-10.41,,471.0,471.0,,27.63,45.32,34.51,,929.88,0.0,0.0,264.08,539132.0___NA__
Wardwizard Inno.,538970.0,__NA__,Automobiles - Motorcycles / Mopeds,57.72,6.6,13.44,14.76,1.25,1.47,,6.81,0.1,,16.29,0.0,0.0,1.91,20.83,12.99,8.98,7.03,11.8,12.7,51.76,8.68,,79208.0,26.06,37.58,26.83,,3.08,5.99,159.66,162.29,161.95,161.89,1757.16,51.48,39.2,,43.9,0.04,0.06,1504.72,538970.0___NA__
Warren Tea,508494.0,__NA__,Tea,49.47,,-7.16,-6.5,86.77,59.73,,1.26,1.91,1.22,,0.0,0.0,0.0,-5.75,-6.78,-7.68,-8.73,,-8.57,14.62,-13.14,,10373.0,0.0,41.42,51.51,89.02,-4.18,-4.67,15.18,15.15,15.15,15.15,54.78,75.72,150.3,216.42,23.78,0.0,0.0,59.13,508494.0___NA__
Waterbase,523660.0,__NA__,Aquaculture,84.11,3.86,1.08,-2.65,45.89,44.39,25.69,2.37,3.07,2.92,4.64,0.0,0.0,0.83,-1.91,2.61,9.77,12.02,7.0,5.82,,3.7,7.74,38726.0,0.0,66.86,84.0,73.54,0.91,-1.85,97.85,22.42,26.85,55.62,414.89,679.61,344.53,69.49,108.95,0.0,-0.02,348.42,523660.0___NA__
We Win Ltd,543535.0,WEWIN,Computers - Software - Medium / Small,77.52,0.07,10.16,10.37,18.48,17.17,,,,,,0.0,0.0,0.0,14.62,15.07,21.17,35.26,16.8,14.1,-26.41,10.0,13.81,927.0,0.0,104.05,103.12,59.61,6.58,6.76,30.15,23.09,23.09,25.74,13.84,34.68,,,94.69,0.0,0.0,78.77,543535.0_WEWIN
Wealth First Por,-1.0,WEALTH,Finance & Investments,798.75,0.2,29.78,33.42,43.32,32.22,,0.0,0.0,7.18,11.89,0.0,0.0,2.9,41.98,35.17,33.72,30.81,29.53,29.65,13.95,71.33,11.87,826.0,17.55,34.73,21.88,2.81,24.43,30.1,20.07,19.72,19.83,19.98,134.63,87.63,32.42,,344.29,0.0,0.0,851.07,-1.0_WEALTH
Websol Energy,517498.0,WEBELSOLAR,Electric Equipment,592.0,2.2,-0.87,-5.34,55.85,40.65,-88.74,6.87,7.07,12.63,7.22,0.0,0.0,0.0,-6.92,-2.12,-2.03,4.06,,-3.14,9.79,7.05,4.33,72622.0,0.0,31.26,47.22,51.43,-0.58,-3.2,51.64,4.38,4.38,11.12,132.51,73.58,118.44,14.39,-214.43,-1.2,-0.03,2498.6,517498.0_WEBELSOLAR
Weizmann,523011.0,WEIZMANIND,Textiles - Processing,134.8,1.73,6.56,7.68,43.06,40.65,34.2,5.83,6.92,6.83,3.66,5.64,0.0,4.1,10.71,9.67,9.14,8.38,5.71,5.85,16.47,9.72,8.58,9524.0,16.77,35.5,67.83,42.24,4.38,5.08,24.46,19.53,22.49,23.04,75.43,69.63,69.37,13.32,14.88,0.0,0.0,213.79,523011.0_WEIZMANIND
Welcast Steels,504988.0,__NA__,Abrasives And Grinding Wheels,1450.0,0.06,2.91,6.96,513.32,539.33,481.82,4.92,5.46,9.94,8.53,0.0,0.0,0.06,9.71,5.25,6.1,5.27,2.98,3.52,21.11,1.81,1.36,1716.0,3.04,32.08,52.13,17.04,2.13,5.13,15.93,21.82,23.88,16.97,22.96,37.51,37.48,19.15,84.29,0.0,0.0,92.81,504988.0___NA__
Welcure Drugs,524661.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,4.98,1.35,-1.26,-3.46,0.05,0.01,-0.05,,,,,0.0,0.0,0.0,7.45,23.14,8.17,24.15,,-2.05,,,,29013.0,0.0,0.0,0.0,0.0,23.16,7.49,470.5,315.0,455.0,466.5,2.54,0.72,5.42,1.68,0.0,0.0,-0.01,6.73,524661.0___NA__
Welspun Corp,532144.0,WELCORP,Steel - Large,550.3,26.32,14.42,12.15,156.5,123.24,106.35,2.85,2.96,2.74,3.41,0.0,0.0,159.29,13.67,18.0,15.61,13.0,9.48,11.71,74.18,8.82,8.85,85794.0,34.93,42.04,34.13,48.13,6.36,4.97,15.51,17.33,18.32,13.04,3609.34,3612.38,2190.77,1807.44,13.94,-1.01,3.97,14430.25,532144.0_WELCORP
Welspun Enterp,532553.0,WELENT,Construction,460.2,4.0,10.67,11.68,113.15,106.39,378.73,3.44,16.03,9.99,123.1,0.0,0.0,48.58,10.99,10.91,11.08,8.0,6.62,9.89,10.96,11.39,9.33,60107.0,16.51,45.01,32.1,57.34,4.49,4.75,14.29,15.06,14.12,12.76,1619.64,1576.34,1229.9,42.2,60.54,2.49,-1.83,6369.82,532553.0_WELENT
Welspun Investme,533252.0,WELINV,Finance & Investments,786.6,0.37,2.28,1.69,377.23,165.99,42.55,,,,,0.0,0.0,0.0,2.75,3.44,2.55,1.9,1.75,1.86,13.97,90.61,77.44,14232.0,0.0,0.0,0.0,0.0,2.89,1.92,43.92,167.25,91.3,47.01,151.64,50.43,30.33,8.35,7.82,0.0,0.0,287.12,533252.0_WELINV
Welspun Living,514162.0,WELSPUNLIV,Textiles - Products,155.6,100.46,13.5,12.09,36.28,29.58,14.25,2.12,2.46,2.26,2.52,0.0,0.0,29.99,12.15,12.77,12.44,15.84,17.98,13.68,3.04,14.7,17.75,200428.0,2.95,43.27,58.76,60.22,5.82,5.48,22.11,13.87,15.56,18.49,8123.2,5993.19,8816.46,1010.52,114.3,0.26,-1.86,15121.35,514162.0_WELSPUNLIV
Welspun Special.,500365.0,__NA__,Steel - Medium / Small,41.78,10.84,,11.7,0.73,-2.46,-18.36,1.12,2.96,3.51,5.39,0.0,0.0,0.0,6.69,-5.84,-6.52,-7.2,,,,-2.19,-3.77,85069.0,0.0,31.93,39.61,59.1,-7.96,-0.38,98.48,98.48,98.48,98.48,664.42,502.71,49.77,28.19,89.15,0.0,-0.01,2214.72,500365.0___NA__
Welterman Intl.,526431.0,__NA__,Fertilizers,21.51,0.44,,,-29.79,-29.38,-22.4,,7.89,2.57,6.66,0.0,0.0,0.0,0.0,-4.95,-1.24,-6.67,,,,-0.71,-10.06,4192.0,0.0,2.93,0.0,0.0,-4.24,-6.03,8.22,7.88,7.33,7.46,1.2,1.83,1.83,5.33,-1389.6,0.0,0.0,9.55,526431.0___NA__
