Name,BSE Code,NSE Code,Industry,Current Price,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization,join_key
Shilpa Medicare,530549.0,SHILPAMED,Pharmaceuticals - Indian - Formulations,571.3,937.39,8.68,0.0,1800.01,587.09,210.8,3093.2,1846.68,0.0,478.35,1700.64,403.0,39.91,876.83,693.35,0.0,0.0,67.24,3093.2,559.44,1.8,344.93,392.05,1.0,30.44,10.99,174.82,8.68,797.89,492.38,1368.33,1846.68,655.33,669.14,378.2,360.77,87.03,845.68,194.03,241.45,118.42,1110.53,558.01,491.93,5586.81,530549.0_SHILPAMED
Shine Fashions,543244.0,__NA__,Trading,177.0,0.98,1.4,0.0,8.79,0.0,2.03,25.56,0.22,0.0,0.05,0.2,0.0,0.0,25.32,15.05,0.0,0.0,0.0,25.56,11.08,0.0,6.86,17.56,5.0,0.09,0.03,12.89,0.28,2.03,8.2,0.18,0.22,0.0,5.65,,,,0.71,,,,0.04,,,49.52,543244.0___NA__
Shipping Land,544142.0,SCILAL,Miscellaneous,80.71,0.09,465.8,0.0,2755.83,0.0,0.0,3498.2,2396.11,0.0,4.36,2391.75,8.02,0.0,1091.29,274.25,0.0,0.0,0.06,3498.2,817.04,0.09,0.0,4.54,10.0,3.3,0.0,23.52,,0.0,1030.46,2391.75,2396.11,1.0,,,,,,,,,,,,3759.46,544142.0_SCILAL
Shish Industries,540693.0,__NA__,Plastics Products,137.6,13.22,35.01,0.0,24.09,7.25,0.05,84.12,11.42,0.0,6.25,11.3,4.4,0.94,67.32,23.89,0.0,0.0,10.91,84.12,55.51,1.14,12.23,18.83,10.0,6.56,0.08,7.17,3.32,7.3,34.29,5.17,11.42,0.73,7.03,5.35,1.93,0.05,1.04,2.4,2.3,0.57,5.66,5.28,2.39,489.9,540693.0___NA__
Shiva Cement,532323.0,__NA__,Cement - South India,49.95,1423.21,39.0,58.54,-185.77,609.4,621.42,1541.63,122.61,0.0,87.17,1062.04,110.05,0.0,138.38,279.1,0.0,0.0,34.02,1541.63,-114.07,0.06,44.61,0.0,2.0,9.88,0.04,60.49,29.5,1230.82,27.92,35.44,122.61,904.8,-36.82,-135.43,-35.45,27.06,146.55,137.56,76.3,27.13,128.21,142.37,152.85,1473.54,532323.0___NA__
Shiva Global,530433.0,__NA__,Fertilizers,47.43,107.89,9.99,0.0,96.98,116.48,12.41,268.68,59.48,0.0,17.1,41.11,0.1,1.52,218.19,105.22,0.0,0.0,0.41,268.68,206.8,0.0,134.52,52.41,10.0,17.29,3.41,6.28,1.0,101.25,197.36,42.73,57.0,0.78,156.02,153.78,142.22,161.86,86.59,95.27,108.12,151.87,40.84,42.38,45.66,47.4,530433.0___NA__
Shiva Granito,540072.0,__NA__,Mining / Minerals / Metals,14.75,5.36,13.22,0.0,1.81,3.54,0.59,23.19,14.98,0.0,10.0,4.42,0.0,0.0,9.54,5.6,0.0,0.0,0.0,23.19,7.69,0.0,7.29,1.32,10.0,0.22,0.14,1.17,1.32,4.13,5.85,4.97,14.98,0.0,5.74,14.48,11.33,2.32,5.47,7.48,8.71,10.11,5.36,6.41,8.75,19.49,540072.0___NA__
Shiva Mills,540961.0,SHIVAMILLS,Textiles - Spinning - Synthetic / Blended,93.44,10.3,8.64,0.0,87.54,0.0,0.0,122.71,102.42,0.0,37.19,63.98,0.06,0.6,55.6,24.47,0.0,0.0,0.53,122.71,41.43,0.0,31.45,19.92,10.0,0.63,0.2,5.54,0.86,0.0,32.51,65.23,102.42,2.7,26.5,57.37,55.31,,3.83,53.56,67.48,,70.39,79.91,82.82,80.74,540961.0_SHIVAMILLS
Shiva Texyarn,511108.0,SHIVATEX,Textiles - Cotton/Blended,171.2,105.06,12.96,0.0,109.9,93.8,10.47,288.87,245.5,0.0,48.36,180.86,0.0,1.82,100.48,103.26,0.0,1.39,3.87,288.87,65.38,9.33,55.95,32.41,10.0,4.35,1.05,20.39,1.3,104.27,57.92,197.14,245.5,1.12,84.5,96.79,32.21,109.75,121.13,200.03,166.04,288.09,173.79,201.25,212.8,221.93,511108.0_SHIVATEX
Shivagrico Impl.,522237.0,__NA__,Castings & Forgings,23.2,19.18,5.01,0.0,2.39,14.13,2.85,28.7,27.83,0.0,18.7,10.96,0.13,0.0,17.47,17.57,0.0,0.0,0.01,28.7,16.27,0.0,11.7,2.96,10.0,1.57,0.12,0.68,0.5,16.98,14.72,9.13,27.83,0.87,14.79,10.36,7.79,5.45,18.25,12.84,9.49,7.13,7.76,8.53,6.59,11.62,522237.0___NA__
Shivalic,-1.0,SPCL,Electric Equipment,319.0,23.54,1.01,0.0,23.5,17.5,6.04,58.27,28.91,1.47,10.61,18.3,0.0,0.0,39.63,24.24,0.0,0.0,6.02,58.27,29.93,0.0,24.93,13.25,,1.05,1.74,3.95,0.1,27.23,25.13,19.37,28.73,0.0,,,,,,,,,,,,247.37,-1.0_SPCL
Shivalik Bimetal,513097.0,SBCL,Mining / Minerals / Metals,592.25,31.29,11.52,0.0,316.39,30.73,21.92,407.61,149.83,0.0,47.72,107.48,5.14,23.59,268.51,66.56,0.0,0.0,35.2,407.61,225.13,0.0,116.46,100.52,2.0,37.57,5.8,32.14,5.76,52.65,179.24,102.11,149.83,2.99,87.5,88.53,43.12,29.38,29.24,44.77,28.64,38.68,45.64,45.3,43.1,3411.6,513097.0_SBCL
Shivalik Rasayan,539148.0,SHIVALIK,Pesticides / Agrochemicals - Indian,636.75,76.08,7.78,0.0,499.79,57.71,0.0,692.47,279.51,0.0,61.32,214.01,116.8,0.0,293.91,158.44,0.0,0.0,0.0,692.47,187.58,0.0,101.83,86.74,5.0,37.74,0.0,52.23,1.45,57.71,162.69,218.19,279.51,57.34,57.56,163.8,22.53,,28.66,20.28,31.56,,209.99,40.73,27.49,990.8,539148.0_SHIVALIK
Shivam,544165.0,__NA__,Trading,49.39,15.85,0.4,0.0,2.66,13.51,0.0,40.96,4.66,0.0,0.43,15.5,0.0,0.0,25.19,20.66,0.0,0.0,0.0,40.96,15.45,0.0,0.53,18.3,10.0,0.36,0.06,7.44,0.04,13.51,12.56,4.23,4.66,10.07,,,,,,,,,,,,83.9,544165.0___NA__
Shivam Autotech,532776.0,SHIVAMAUTO,Auto Ancillaries,40.63,210.81,24.44,0.0,31.15,335.54,92.33,564.68,901.07,0.0,538.83,329.87,2.88,0.0,178.15,318.82,0.0,0.0,10.77,564.68,65.5,6.05,78.33,85.27,2.0,0.76,0.68,55.31,12.22,427.87,122.61,362.24,901.07,0.79,122.93,43.29,90.32,17.28,488.55,434.49,399.29,117.07,429.43,466.84,352.71,496.58,532776.0_SHIVAMAUTO
Shivansh Finserv,539593.0,__NA__,Finance & Investments,4.62,25.6,6.24,0.0,0.53,2.53,13.96,32.51,8.72,0.0,0.07,8.63,0.0,0.0,23.56,3.1,0.0,0.0,0.0,32.51,23.4,0.0,3.28,0.22,10.0,7.53,0.06,0.04,0.62,16.49,14.02,8.65,8.72,0.0,8.08,,,,2.14,,,,0.15,,,2.88,539593.0___NA__
Shoora Designs,543970.0,__NA__,Diamond Cutting / Jewellery,46.0,0.0,1.08,0.0,1.88,0.0,0.0,3.49,0.04,0.0,0.01,0.04,0.0,0.0,3.44,0.11,0.0,0.0,0.0,3.49,3.33,0.0,1.47,1.65,10.0,0.22,0.02,0.02,0.11,0.0,1.55,0.03,0.04,0.0,0.01,,,,0.0,,,,0.0,,,6.89,543970.0___NA__
Shoppers Stop,532638.0,SHOPERSTOP,Textiles - Products,747.55,2784.54,54.98,0.0,246.44,152.02,2632.52,5294.44,3307.52,0.0,722.13,2581.75,21.14,4.01,2173.16,2676.27,0.0,0.0,234.01,5294.44,-35.32,2610.5,1686.56,82.36,5.0,16.74,0.0,1970.3,10.96,2374.73,-149.98,2097.45,2760.03,33.92,-133.38,-161.7,-229.95,-123.21,2105.82,74.46,885.11,645.15,1720.74,614.7,922.48,8220.15,532638.0_SHOPERSTOP
Shraddha Prime,531771.0,__NA__,Construction,114.45,103.5,22.09,0.0,32.64,74.64,13.04,213.69,1.0,0.0,0.07,0.09,0.01,1.81,212.2,104.06,0.73,0.0,0.0,213.69,158.93,0.02,171.64,4.29,10.0,1.11,0.0,22.7,2.12,87.68,87.17,0.93,1.0,0.0,,,,,,,,,,,,231.2,531771.0___NA__
Shradha AI Tech,543976.0,__NA__,Trading,91.1,0.29,12.19,0.0,43.67,0.0,0.29,58.56,1.06,0.0,0.66,0.41,0.02,26.2,31.78,1.14,0.0,12.39,0.0,58.56,30.64,0.29,0.0,2.69,5.0,10.15,0.0,0.14,2.44,0.0,30.19,0.03,0.63,0.0,8.79,7.03,,,0.0,0.0,,,0.12,0.12,,222.1,543976.0___NA__
Shradha Infrapr.,-1.0,SHRADHA,Construction,139.0,151.58,10.12,16.55,81.68,23.05,115.28,287.89,18.5,0.0,3.03,38.2,9.43,1.78,236.62,157.07,0.0,0.0,0.0,287.89,196.0,0.0,202.85,21.74,5.0,3.36,8.21,8.74,2.02,138.33,203.29,15.47,18.5,8.24,191.95,163.11,31.45,,129.28,99.58,8.89,,9.28,11.84,12.1,281.47,-1.0_SHRADHA
Shree Bhavya,521131.0,__NA__,Textiles - Processing,20.89,57.59,9.5,0.0,23.5,62.29,-3.48,154.71,59.38,0.0,48.23,11.04,0.0,0.0,142.93,100.37,0.0,0.0,0.0,154.71,78.82,0.0,73.54,62.65,10.0,1.6,0.1,26.64,0.95,58.81,77.95,11.16,59.38,0.0,85.41,70.48,69.89,66.8,65.86,60.31,60.69,58.17,10.06,12.68,11.89,19.85,521131.0___NA__
Shree Cement,500387.0,SHREECEM,Cement - North India,28195.35,1655.55,36.08,0.0,20666.84,2539.84,184.83,27953.47,17819.52,0.0,10338.65,9590.91,1929.67,7555.83,12212.21,6127.83,0.0,8566.84,75.64,27953.47,6885.2,180.63,3555.07,1286.53,10.0,421.81,271.0,1214.23,3.61,2724.67,844.06,7480.87,17819.52,2796.61,463.57,3032.57,1412.79,687.23,2229.88,2802.67,1292.53,1288.24,6216.25,6181.65,2599.12,101730.95,500387.0_SHREECEM
Shree Ganesh Bio,539470.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,1.17,0.0,39.86,0.0,23.12,0.0,0.0,73.62,0.01,0.0,0.0,0.0,0.0,0.0,73.62,10.64,0.0,0.0,0.0,73.62,62.98,0.0,0.0,3.3,1.0,0.43,0.0,10.36,39.86,0.0,2.67,0.0,0.01,0.0,11.77,12.57,9.01,1.63,0.19,0.19,0.06,0.33,0.0,0.01,0.0,46.64,539470.0___NA__
Shree Ganesh Rem,540737.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,815.0,36.45,12.84,0.0,109.26,31.94,1.57,170.94,54.92,0.0,18.67,80.84,16.63,4.82,70.13,18.68,0.08,0.0,4.17,170.94,58.66,0.13,24.99,20.33,10.0,16.19,0.0,8.19,1.28,33.51,43.14,36.25,54.92,41.77,24.85,15.35,12.19,7.64,0.21,0.75,0.0,0.43,18.85,14.5,4.2,1046.04,540737.0___NA__
Shree Hanuman Sg,537709.0,__NA__,Sugar,16.57,55.75,18.5,0.0,134.68,0.0,55.64,239.03,270.41,143.06,33.17,237.24,0.0,0.45,1.34,85.85,0.0,0.0,25.68,239.03,-28.76,0.0,0.11,0.0,10.0,0.11,8.46,5.77,1.85,55.64,-28.6,237.24,270.41,0.0,13.62,-3.48,-25.91,-26.43,55.12,37.04,15.28,6.86,97.12,97.16,97.15,30.66,537709.0___NA__
Shree Karni,-1.0,SHREEKARNI,Textiles - Products,610.0,79.38,,,60.9,,,163.97,,,,50.74,3.31,2.71,102.95,72.41,,,,163.97,88.33,0.0,37.8,32.58,10.0,26.4,,11.06,,,,,,,,,,,,,,,,,,431.4,-1.0_SHREEKARNI
Shree Marutinand,544083.0,__NA__,Trading,217.0,5.9,0.21,0.0,15.68,5.28,1.89,32.69,0.52,0.0,0.24,0.32,0.0,0.0,29.84,11.88,0.0,0.0,0.0,32.69,22.19,0.0,7.4,18.5,10.0,2.2,0.02,6.28,0.02,7.17,9.6,0.28,0.52,0.0,8.27,,,,7.73,,,,0.07,,,75.08,544083.0___NA__
Shree Metalloys,531962.0,__NA__,Trading,36.72,0.0,5.26,0.0,3.53,0.0,0.0,8.99,2.86,0.0,1.98,0.66,0.0,0.0,8.29,0.19,0.0,0.0,0.0,8.99,8.1,0.0,0.38,2.8,10.0,3.29,0.0,0.0,0.53,0.0,7.41,0.88,2.86,0.0,9.24,10.32,10.94,9.49,3.14,5.21,6.64,5.85,1.32,1.77,2.01,19.32,531962.0___NA__
Shree Mfg. Co.,503863.0,__NA__,Textiles - Cotton/Blended,15.78,2.03,8.3,0.0,-10.83,0.0,1.7,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.18,0.0,0.0,0.0,0.04,-0.11,0.0,0.0,0.0,10.0,0.01,0.0,0.03,0.83,1.7,-0.1,0.0,0.0,0.0,0.01,-0.02,-0.02,-0.26,1.39,1.01,0.65,0.26,0.0,0.0,0.0,13.1,503863.0___NA__
Shree OSFM,-1.0,SHREEOSFM,Miscellaneous,169.95,9.21,10.5,0.0,9.95,9.21,0.0,42.04,18.78,0.0,14.4,4.38,0.0,7.9,28.25,18.79,7.9,0.0,0.0,42.04,15.87,0.0,0.0,12.13,10.0,1.16,0.0,7.87,1.05,9.21,15.87,4.38,18.78,0.0,6.04,,,,5.65,,,,4.53,,,242.76,-1.0_SHREEOSFM
Shree Pacetronix,527005.0,__NA__,Healthcare,222.0,4.38,3.6,0.0,9.43,2.16,0.03,21.75,13.34,0.0,10.22,4.24,0.93,0.0,15.07,8.13,0.0,0.0,1.2,21.75,10.78,0.0,5.74,4.66,10.0,0.81,1.63,0.25,0.36,2.19,6.17,3.12,13.34,1.66,4.07,4.78,4.24,4.06,3.2,3.91,2.71,2.14,2.69,2.4,2.02,79.9,527005.0___NA__
Shree Precoated,533110.0,__NA__,Construction,15.0,0.0,4.14,0.0,-5.69,0.0,0.0,5.4,0.03,0.0,0.0,0.03,0.0,0.0,0.49,3.18,0.0,0.0,0.0,5.4,-2.69,0.0,0.0,0.0,10.0,0.01,0.0,0.02,0.41,0.0,-2.1,0.03,0.03,0.0,-1.12,0.25,1.23,20.85,0.0,0.0,0.0,15.0,0.03,0.03,0.03,6.21,533110.0___NA__
Shree Ram Prote.,-1.0,SRPL,Solvent Extraction,1.18,36.94,21.42,0.0,25.07,31.26,5.68,98.26,26.47,0.0,19.5,5.57,0.0,0.0,92.01,41.37,0.0,0.0,5.03,98.26,77.33,0.0,35.89,23.71,1.0,0.1,0.04,9.73,42.8,36.94,85.95,6.97,26.47,0.05,82.58,75.23,54.3,,43.73,41.98,47.23,,7.41,9.56,11.46,50.55,-1.0_SRPL
Shree Rama News.,500356.0,RAMANEWS,Miscellaneous,19.97,363.98,147.52,0.0,-55.34,0.0,361.0,599.99,375.39,0.0,26.79,344.77,0.0,0.0,253.01,157.64,0.0,0.06,21.96,599.99,109.35,0.0,4.73,3.87,10.0,0.17,0.0,5.59,14.75,361.0,151.44,348.6,375.39,0.0,71.33,75.12,10.73,-39.31,447.41,331.64,244.09,304.0,705.76,625.78,663.34,294.61,500356.0_RAMANEWS
Shree Securities,538975.0,__NA__,Finance & Investments,0.35,0.0,79.8,0.0,-71.09,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.89,0.0,0.0,0.0,9.6,2.32,0.0,0.0,0.0,1.0,3.16,0.0,0.0,79.8,0.0,0.35,0.0,0.0,0.0,0.88,2.1,0.9,2.31,0.0,0.0,0.0,0.01,0.0,0.0,0.0,27.93,538975.0___NA__
Shree Tirupati,-1.0,TIRUPATI,Packaging,694.55,73.52,10.13,0.0,67.38,47.57,0.0,159.14,26.9,0.0,12.14,37.21,0.0,0.1,112.43,66.3,0.0,0.0,0.04,159.14,106.1,1.02,49.84,31.14,10.0,0.6,0.0,1.9,1.01,47.57,72.35,14.75,26.9,17.56,59.1,45.35,23.33,13.29,39.51,27.19,21.11,16.48,12.93,13.46,12.74,703.58,-1.0_TIRUPATI
Shree Vasu Logis,-1.0,SVLL,Miscellaneous,234.35,47.08,11.47,0.0,20.49,32.19,9.54,143.63,120.81,0.0,22.2,101.38,3.53,0.1,31.47,36.92,0.1,0.0,5.19,143.63,16.38,0.0,4.37,17.84,10.0,0.97,0.15,2.05,1.15,41.73,10.77,98.6,120.81,6.15,12.67,4.6,5.59,,25.62,14.4,19.19,,29.37,23.7,15.8,268.72,-1.0_SVLL
Shreeji Translog,540738.0,__NA__,Miscellaneous,26.53,46.76,13.98,0.0,41.97,35.98,10.0,120.41,59.81,0.0,39.65,33.22,0.0,2.58,80.42,39.77,0.01,0.22,1.04,120.41,69.71,0.0,0.26,64.88,2.0,4.54,0.0,8.35,6.99,45.98,62.81,20.16,59.81,6.92,36.0,30.25,18.61,17.37,47.48,38.03,27.33,28.21,24.71,20.09,15.49,185.41,540738.0___NA__
Shreeoswal Seeds,-1.0,OSWALSEEDS,Miscellaneous,27.69,63.86,18.29,0.0,21.91,41.03,0.0,124.06,6.27,0.0,1.84,6.74,2.01,0.01,112.49,83.13,0.0,0.0,0.0,124.06,93.22,0.0,83.02,17.46,2.0,2.99,39.03,2.84,9.15,41.03,79.58,4.42,6.27,1.22,71.45,48.46,,,43.11,24.01,,,3.96,1.9,,253.28,-1.0_OSWALSEEDS
Shreeshay Engi.,541112.0,__NA__,Construction,29.77,0.0,13.2,0.0,10.58,0.0,0.12,44.21,0.0,0.0,0.0,0.0,0.0,0.5,43.71,20.43,0.0,0.0,0.0,44.21,23.28,0.0,0.0,20.84,10.0,2.08,0.0,19.38,1.32,0.12,22.69,0.0,0.0,0.0,28.41,20.52,0.92,1.01,6.8,0.68,0.0,0.04,0.0,0.01,0.0,39.31,541112.0___NA__
Shreevatsaa Fin.,532007.0,__NA__,Finance & Investments,23.0,0.0,10.1,0.0,12.25,0.0,0.0,22.58,0.01,0.0,0.0,0.0,0.0,0.0,22.57,0.23,0.0,0.0,0.0,22.58,22.34,0.0,0.05,0.0,10.0,0.7,0.0,0.0,1.01,0.0,0.99,0.0,0.01,0.0,1.14,0.74,0.94,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.23,532007.0___NA__
Shrenik,-1.0,SHRENIK,Trading,1.16,124.25,61.2,0.0,-237.25,125.07,21.35,2.6,4.32,0.0,2.26,0.01,0.0,0.0,2.41,173.87,0.0,0.0,0.0,2.6,-51.98,0.0,0.0,0.31,1.0,1.0,0.87,49.69,61.2,146.42,201.27,2.06,4.32,0.0,234.18,204.92,108.63,57.29,175.81,164.99,92.95,55.06,9.6,6.57,3.42,70.99,-1.0_SHRENIK
Shreyans Inds.,516016.0,SHREYANIND,Paper,274.35,34.04,13.82,0.0,369.13,30.43,11.85,560.05,284.55,0.0,69.82,219.37,12.26,224.03,316.07,128.56,0.0,157.55,38.06,560.05,216.98,2.01,51.81,29.34,10.0,6.43,8.16,44.51,1.38,42.28,-2.02,214.73,284.55,4.71,0.2,10.84,-6.02,18.72,65.57,31.58,41.0,46.9,215.0,174.61,147.52,379.16,516016.0_SHREYANIND
Shreyas Interm.,526335.0,__NA__,Dyes And Pigments,11.14,7.74,74.85,4.0,-56.88,7.74,0.0,27.7,68.32,0.0,50.31,16.31,0.0,0.0,9.44,1.99,0.0,0.0,0.0,27.7,7.45,0.0,0.0,2.83,10.0,0.05,0.0,1.93,7.09,7.74,7.34,18.01,68.32,0.0,5.76,5.96,5.46,-1.28,6.65,97.21,98.64,148.98,21.42,24.83,28.24,78.93,526335.0___NA__
Shreyas Shipping,520151.0,SHREYAS,Shipping,336.55,405.24,21.96,0.0,744.57,498.5,0.0,1247.06,1159.09,0.0,116.09,943.52,0.0,34.32,216.18,164.35,0.0,0.0,6.97,1247.06,148.04,0.0,10.33,7.89,10.0,17.11,0.0,50.1,2.2,498.5,132.37,1043.0,1159.09,0.0,176.91,120.33,56.66,31.86,202.49,299.2,175.97,121.02,374.44,409.46,263.27,739.05,520151.0_SHREYAS
Shri Balaji,544074.0,__NA__,Engineering,244.05,30.76,0.01,0.0,29.68,17.77,11.01,84.51,18.28,0.0,2.67,23.03,1.32,0.0,56.04,26.01,0.0,0.0,0.0,84.51,40.35,0.0,11.99,30.45,10.0,6.61,0.14,10.55,0.0,28.78,19.19,15.61,18.28,1.7,8.65,,,,14.0,,,,4.44,,,199.14,544074.0___NA__
Shri Gang Indus,523309.0,__NA__,Breweries & Distilleries,73.69,128.17,17.93,0.0,-47.88,21.31,108.25,163.02,131.0,0.0,7.8,125.31,0.0,0.0,32.91,92.8,0.0,0.0,4.69,163.02,-18.4,0.69,25.05,2.71,10.0,2.06,0.0,20.21,1.79,129.56,-32.65,123.19,131.0,0.26,-22.22,-7.67,-9.35,,92.23,68.62,20.08,,53.28,18.93,3.29,132.13,523309.0___NA__
Shri Keshav,530977.0,__NA__,Cement - South India,201.1,192.92,17.51,0.0,84.96,165.74,14.52,355.97,306.94,0.0,102.98,194.21,76.21,0.04,62.04,47.61,0.0,0.02,8.6,355.97,42.12,0.09,30.63,5.17,10.0,14.39,0.6,5.99,1.2,180.26,43.3,203.96,306.94,9.25,33.59,1.11,8.78,14.57,177.77,183.41,63.45,39.94,179.18,188.56,76.91,352.16,530977.0___NA__
Shri Krishna,531080.0,__NA__,Construction,34.7,50.34,28.0,0.0,53.66,1.59,52.29,195.6,1.85,0.0,0.59,1.2,0.0,20.73,167.29,93.54,0.0,0.0,10.33,195.6,103.7,0.0,139.51,5.72,10.0,5.06,38.1,14.64,2.8,53.88,106.71,1.26,1.85,0.0,96.0,86.51,82.83,66.19,48.7,46.66,45.48,23.73,0.92,1.06,0.88,97.16,531080.0___NA__
Shri Techtex,-1.0,SHRITECH,Textiles - Products,62.0,11.27,17.55,0.0,58.94,14.59,17.3,100.06,40.8,0.0,2.38,46.27,0.0,13.44,49.66,7.6,0.05,0.0,0.43,100.06,46.26,0.0,13.95,19.16,10.0,2.48,0.0,2.13,1.75,31.89,28.93,38.43,40.8,0.94,15.89,,,,14.99,,,,11.88,,,154.69,-1.0_SHRITECH
Shri Vasuprada,538092.0,__NA__,Tea,96.0,58.57,8.28,24.05,111.82,51.47,0.0,214.0,254.81,0.0,90.1,163.44,5.36,7.94,27.28,41.1,0.0,0.0,10.45,214.0,14.81,0.79,21.84,0.97,10.0,0.75,0.01,2.67,0.83,51.47,32.78,164.71,254.81,5.13,15.52,-1.48,33.75,37.06,93.52,50.01,81.57,45.85,156.74,157.52,180.61,79.53,538092.0___NA__
Shri Venkatesh,543373.0,__NA__,Solvent Extraction,129.05,124.04,11.06,0.0,57.5,45.41,31.81,236.98,30.23,13.62,6.54,24.47,3.15,0.0,208.05,120.9,0.0,0.0,0.0,236.98,176.01,0.0,181.12,11.79,10.0,4.64,2.66,25.94,2.21,77.22,119.3,23.69,30.23,0.0,60.24,26.43,,,57.54,25.75,,,22.62,19.07,,285.45,543373.0___NA__
Shricon Indus.,508961.0,__NA__,Construction,118.75,0.01,1.24,0.0,3.09,0.0,0.01,4.37,2.93,0.0,0.11,2.83,0.0,0.95,0.6,0.03,0.0,0.0,0.0,4.37,0.57,0.0,0.02,0.01,10.0,0.54,0.0,0.0,0.12,1.02,0.03,4.18,4.27,0.0,-0.03,-0.01,-0.03,0.11,5.19,4.3,0.44,0.78,4.73,5.45,2.39,14.73,508961.0___NA__
Shriram AMC,531359.0,__NA__,Finance & Investments,381.5,0.59,13.02,0.0,64.55,0.0,0.59,80.11,2.59,0.0,1.58,1.01,0.0,70.53,8.54,1.83,70.92,0.0,0.0,80.11,6.71,0.0,0.0,0.12,10.0,0.22,0.0,0.56,0.6,1.23,11.19,1.49,2.56,0.0,1.74,0.68,0.79,1.12,0.56,0.0,0.0,0.0,0.69,0.2,0.26,496.59,531359.0___NA__
Shriram Finance,511218.0,SHRIRAMFIN,Finance & Investments,2926.05,195496.08,375.79,0.0,48571.38,123302.32,41502.0,248265.94,5143.25,0.0,1429.74,3717.87,0.0,9471.82,12855.03,2824.11,7470.85,0.0,2218.35,248265.94,10030.92,0.0,0.0,51.63,10.0,11172.8,37.36,245.89,37.44,164804.32,16755.01,3713.51,5143.25,66.08,15536.9,2776.93,5878.77,11427.86,106545.9,87914.4,53079.59,38630.47,437.34,147.49,136.14,109993.64,511218.0_SHRIRAMFIN
Shriram Pistons,-1.0,SHRIPISTON,Auto Ancillaries,1904.0,486.6,44.05,0.0,1881.63,249.65,83.5,3138.24,1452.71,9.73,719.52,933.88,31.54,114.54,1956.83,804.65,0.0,0.0,44.92,3138.24,1405.59,31.68,391.05,476.05,10.0,861.97,13.96,355.98,4.4,333.15,996.94,733.19,1452.71,4.67,524.66,427.79,343.01,181.07,146.49,96.57,226.39,380.63,702.57,612.68,576.75,8387.09,-1.0_SHRIPISTON
Shriram Properti,543419.0,SHRIRAMPPS,Construction,112.55,650.29,170.33,0.01,1106.68,571.04,72.66,3770.77,113.26,0.0,31.95,85.68,0.0,116.6,3444.1,2336.4,0.0,0.0,129.52,3770.77,1607.6,5.43,2519.72,76.62,10.0,183.72,26.56,157.9,17.0,643.7,1436.62,81.31,113.26,0.0,1144.59,1090.76,,,727.16,845.66,,,75.8,59.78,,1917.34,543419.0_SHRIRAMPPS
Shristi Infra,511411.0,__NA__,Construction,41.83,413.59,22.2,0.0,-135.51,1004.98,58.77,710.15,817.72,0.0,125.28,108.27,34.94,81.44,479.45,455.52,14.65,0.0,1035.56,710.15,73.98,0.0,321.55,60.42,10.0,3.38,12.49,80.41,2.22,1063.75,8.23,692.44,817.72,34.92,290.07,326.46,263.17,364.62,1098.77,1108.21,717.7,368.25,747.5,845.93,251.28,92.86,511411.0___NA__
Shrydus Indust.,511493.0,__NA__,Finance & Investments,18.7,10.91,12.01,0.0,-6.05,0.0,1.86,16.89,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.01,0.0,0.0,0.0,16.89,3.97,0.0,0.0,3.44,10.0,0.03,0.0,0.0,0.97,1.86,3.22,0.0,0.0,0.0,0.36,0.19,2.24,0.0,0.24,0.0,0.01,0.33,0.0,0.0,0.0,22.44,511493.0___NA__
Shubham Polyspin,542019.0,__NA__,Textiles - Products,24.85,9.0,12.12,0.0,3.21,10.44,0.0,28.17,23.41,0.0,7.93,15.27,0.0,0.0,11.68,8.59,0.09,0.0,0.0,28.17,9.15,0.0,1.53,6.73,10.0,2.06,0.16,1.62,1.21,10.44,8.57,15.48,23.41,0.0,10.17,10.55,,,10.41,13.04,,,11.36,12.28,,30.13,542019.0___NA__
Shubhlaxmi Jewel,-1.0,SHUBHLAXMI,Trading,33.5,10.55,8.8,0.0,11.07,10.68,0.85,35.88,4.28,0.0,2.35,1.92,0.0,0.0,33.87,11.63,0.0,0.0,0.0,35.88,30.35,0.0,31.35,1.7,10.0,0.15,2.43,1.2,0.88,11.53,28.17,1.94,4.28,0.0,18.51,17.15,,,5.01,7.7,,,1.89,1.99,,29.49,-1.0_SHUBHLAXMI
