Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization,join_key
Regency Ceramics,515018.0,REGENCERAM,Ceramics - Tiles / Sanitaryware,50.83,2.16,-306.48,-9.38,-186.11,-3.71,0.0,2.16,-6.62,0.97,-5.22,4.16,-9.38,0.0,-9.81,0.0,-9.38,-0.43,-9.81,0.0,88.89,3.34,-306.48,-434.26,-6.62,0.0,4.16,-3.71,-9.38,-9.81,0.0,0.0,0.97,202403.0,0.04,-2.08,-9.27,1.11,4.28,-3.17,0.01,-15.64,0.0,-3.18,-12.46,-15.64,0.0,-5200.0,-7950.0,-5.91,0.93,-18.7,134.39,515018.0_REGENCERAM
Regency Fincorp,540175.0,__NA__,Finance & Investments,15.68,15.73,81.56,2.3,9.69,0.52,0.01,15.73,12.83,-0.45,12.83,0.85,11.98,8.97,2.56,0.6,2.3,-0.45,1.97,0.0,0.0,1.6,81.56,14.62,12.83,8.97,0.85,0.52,11.98,1.97,0.67,0.6,-0.45,202403.0,13.51,11.05,0.01,11.06,0.41,10.65,9.38,1.27,0.35,0.92,0.0,0.92,0.0,81.79,6.81,0.86,15.09,1.31,59.93,540175.0___NA__
Regency Trust,511585.0,__NA__,Miscellaneous,3.84,1.23,5.69,0.04,7.89,0.04,0.0,1.23,0.07,0.0,0.07,0.01,0.06,0.0,0.06,0.02,0.04,0.0,0.04,0.0,0.0,0.36,5.69,3.25,0.07,0.0,0.01,0.04,0.06,0.04,0.0,0.02,0.0,202403.0,1.31,-0.45,0.0,-0.45,0.01,-0.46,0.0,-0.46,0.0,-0.46,0.0,-0.46,0.0,-34.35,-35.11,-0.46,0.89,-0.46,3.84,511585.0___NA__
Regent Enterp.,512624.0,__NA__,Trading,4.35,670.81,0.1,0.23,0.88,0.19,-1.12,670.81,0.68,0.72,0.78,0.43,0.35,0.15,0.82,0.18,0.23,0.62,0.65,0.0,97.3,2.2,0.1,0.03,0.68,0.15,0.43,0.19,0.35,0.65,0.33,0.18,0.72,202403.0,740.66,-7.29,6.84,-0.79,0.87,-1.66,0.1,-1.42,-0.28,-1.48,0.34,-1.14,0.0,-0.98,-0.2,-0.34,620.39,-0.52,14.57,512624.0___NA__
Regis Industries,543208.0,__NA__,Finance & Investments,148.0,15.42,-6.03,-0.93,-4.04,-0.54,0.0,15.42,-0.93,0.0,-0.93,0.0,-0.93,0.0,-0.93,0.0,-0.93,0.0,-0.93,0.0,104.8,0.06,-6.03,-6.03,-0.93,0.0,0.0,-0.54,-0.93,-0.93,0.0,0.0,0.0,202403.0,29.62,-0.33,0.0,-0.33,0.0,-0.33,0.0,-0.33,0.0,-0.33,0.0,-0.33,0.0,-1.11,-1.11,-0.2,8.71,-1.11,254.67,543208.0___NA__
Rel. Chemotex,503162.0,RELCHEMQ,Textiles - Spinning - Synthetic / Blended,249.25,367.19,8.46,3.21,6.75,4.26,0.0,367.19,31.05,4.27,35.32,10.13,25.19,19.57,5.62,2.41,3.21,0.0,3.21,0.0,51.22,57.85,8.46,0.87,31.05,19.57,10.13,4.26,25.19,3.21,0.35,2.41,4.27,202403.0,364.88,34.7,5.69,40.86,9.76,31.1,13.93,16.7,4.29,12.74,-0.47,12.42,1.89,9.51,3.49,16.46,344.6,5.52,188.01,503162.0_RELCHEMQ
Rel. Indl. Infra,523445.0,RIIL,Miscellaneous,1361.3,58.08,-10.61,13.32,4.2,8.82,0.0,58.08,-6.16,27.72,21.56,2.61,18.95,0.0,18.95,5.64,13.32,0.0,13.32,5.28,0.0,16.75,-10.61,22.93,-6.16,0.0,2.61,8.82,18.95,13.32,2.26,5.64,27.72,202403.0,68.05,2.84,22.79,17.71,5.89,11.82,0.0,19.74,2.18,11.01,7.92,17.57,5.28,4.17,16.18,11.64,61.21,21.17,2055.54,523445.0_RIIL
Relaxo Footwear,530517.0,RELAXO,Leather / Leather Products,831.65,2914.06,13.95,200.47,13.63,8.05,0.0,2914.06,406.59,28.86,435.45,147.49,287.96,18.69,269.27,68.8,200.47,0.0,200.47,74.67,41.86,389.1,13.95,6.88,406.59,18.69,147.49,8.05,287.96,200.47,67.23,68.8,28.86,202403.0,2782.77,340.74,16.02,359.31,125.1,234.21,21.65,210.01,55.54,156.35,-2.55,154.47,62.22,12.24,5.62,6.21,2931.79,202.38,20702.98,530517.0_RELAXO
Reliable Data,-1.0,RELIABLE,Computers - Software - Medium / Small,48.0,79.38,16.47,4.58,10.86,4.38,0.0,79.38,13.07,0.06,13.23,3.41,9.82,2.84,6.88,1.59,4.58,-0.1,5.29,0.0,0.0,15.13,16.47,6.75,13.07,2.84,3.41,4.38,9.82,5.29,1.82,1.59,0.06,202403.0,72.83,9.24,1.09,10.43,1.98,8.45,2.31,6.04,1.27,4.04,-0.1,4.76,0.02,12.69,6.65,3.85,76.18,5.46,49.54,-1.0_RELIABLE
Reliable Ventur.,532124.0,__NA__,Hotels,20.45,2.39,-46.03,-1.53,-5.58,-1.39,0.0,2.39,-1.1,0.16,-0.94,0.85,-1.79,0.03,-1.82,-0.29,-1.53,0.0,-1.53,0.0,70.71,0.6,-46.03,-64.02,-1.1,0.03,0.85,-1.39,-1.79,-1.53,-0.33,-0.29,0.16,202403.0,6.22,-0.18,0.21,0.03,0.9,-0.87,0.2,-1.07,0.06,-1.14,0.0,-1.14,0.0,-2.89,-18.33,-1.04,2.16,-1.6,22.53,532124.0___NA__
Reliance Communi,532712.0,RCOM,Telecommunications - Service Provider,1.94,383.0,-2.87,-131.18,,-26.08,0.0,383.0,-11.0,-7013.0,61.0,127.0,-66.0,47.0,-7198.0,14.0,-131.18,-7085.0,-7212.0,0.0,0.0,38.0,-2.87,-34.25,-11.0,47.0,127.0,-26.08,-66.0,-7212.0,6.0,14.0,-7013.0,202403.0,479.0,-19.0,-14585.0,9.0,136.0,-127.0,47.0,-14787.0,-3.0,-14395.04,-14613.0,-14784.0,0.0,-3.97,-3064.3,-52.43,402.0,-6967.0,536.51,532712.0_RCOM
Reliance Home,540709.0,RHFL,Finance - Housing,3.52,0.62,-380.65,-3.81,-17.23,-0.07,0.0,0.62,-2.36,0.26,-2.36,0.0,-2.36,1.45,-3.55,0.0,-3.81,0.26,-3.55,0.0,0.0,2.66,-380.65,-614.52,-2.36,1.45,0.0,-0.07,-2.36,-3.55,0.0,0.0,0.26,202403.0,391.04,9324.16,-276.91,9324.49,1.96,9322.53,31.5,9013.79,3595.22,5585.23,-277.24,5418.57,0.0,2384.45,1428.3,111.71,75.94,5975.52,170.74,540709.0_RHFL
Reliance Industr,500325.0,RELIANCE,Refineries,3133.0,901064.0,18.0,69621.0,10.02,102.9,0.01,901064.0,162233.0,16444.0,178677.0,50832.0,127845.0,23118.0,104727.0,25707.0,69621.0,0.0,79020.0,6766.0,64.96,25679.0,18.0,8.77,162233.0,23118.0,50832.0,102.9,127845.0,79020.0,13590.0,25707.0,16444.0,202403.0,876396.0,142318.0,12020.0,154076.0,40303.0,113773.0,19571.0,94464.0,20376.0,66812.15,262.0,74088.0,6089.4,16.24,8.47,98.59,877365.0,79104.0,2119728.9,500325.0_RELIANCE
Reliance Infra.,500390.0,RELINFRA,Engineering - Turnkey Services,193.35,22066.86,9.29,-1138.38,6.99,-40.61,0.0,22066.86,2051.11,1157.14,3218.55,1502.75,1715.8,2310.07,-604.57,40.99,-1138.38,-10.3,-1147.98,0.0,2.31,1114.22,9.29,-5.16,2051.11,2310.07,1502.75,-40.61,1715.8,-1147.98,12.03,40.99,1157.14,202403.0,22302.88,1331.18,45.11,3880.66,1448.5,2432.16,2393.46,-2465.67,7.37,-72.62,-2504.37,-2564.05,0.0,5.97,-0.33,-91.57,21559.35,-3533.91,7659.18,500390.0_RELINFRA
Reliance Power,532939.0,RPOWER,Power Generation And Supply,28.85,7892.6,14.66,-2197.91,1.43,-5.15,-1.25,7892.6,1157.31,501.39,1524.94,1061.76,463.18,2451.29,-1854.35,214.03,-2197.91,133.76,-2068.38,0.0,0.0,184.24,14.66,-27.85,1157.31,2451.29,1061.76,-5.15,463.18,-2068.38,18.13,214.03,501.39,202403.0,7542.69,1906.2,1314.16,2244.46,1032.73,1211.73,2526.61,-338.98,63.91,-1356.94,975.9,-402.89,0.0,25.27,-17.99,-1.26,7650.5,-1413.91,11589.0,532939.0_RPOWER
Relic Tech.,511712.0,__NA__,Finance & Investments,14.95,1.53,-52.29,-0.9,-15.26,-2.5,0.0,1.53,-0.8,0.11,-0.69,0.18,-0.87,0.02,-0.89,0.01,-0.9,0.0,-0.9,0.0,0.0,0.48,-52.29,-58.82,-0.8,0.02,0.18,-2.5,-0.87,-0.9,0.02,0.01,0.11,202403.0,1.57,0.46,0.0,0.46,0.13,0.33,0.0,0.33,0.11,0.23,0.0,0.23,0.0,29.3,14.65,0.64,1.39,-0.34,5.38,511712.0___NA__
Relicab Cable,539760.0,__NA__,Cables - Power,105.0,38.02,11.55,1.54,20.26,1.53,0.0,38.02,4.39,0.31,4.7,0.2,4.5,2.75,1.75,0.21,1.54,0.0,1.54,0.0,78.35,1.91,11.55,4.05,4.39,2.75,0.2,1.53,4.5,1.54,0.2,0.21,0.31,202403.0,34.73,3.71,0.13,3.84,0.15,3.69,2.19,1.5,0.0,1.5,0.0,1.5,0.0,10.68,4.32,1.49,36.84,1.73,105.99,539760.0___NA__
Religare Enterp.,532915.0,RELIGARE,Finance & Investments,243.2,6234.79,5.1,113.07,8.71,7.06,0.0,6234.79,318.11,294.82,382.58,71.7,310.88,93.54,447.69,100.28,113.07,230.35,347.41,0.0,0.0,1047.31,5.1,2.71,318.11,93.54,71.7,7.06,310.88,347.41,100.15,100.28,294.82,202403.0,4679.43,483.07,3472.83,666.79,56.15,610.64,641.12,3258.63,90.02,-28.97,3289.11,3168.62,0.0,10.32,-0.64,95.24,5775.65,3683.56,8025.91,532915.0_RELIGARE
Remedium Life,539561.0,__NA__,Trading,65.4,4040.39,0.85,32.73,99.5,3.25,0.0,4040.39,34.21,21.08,55.29,0.06,55.23,4.78,50.45,17.72,32.73,0.0,32.73,0.0,99.03,0.94,0.85,0.81,34.21,4.78,0.06,3.25,55.23,32.73,17.74,17.72,21.08,202403.0,509.84,8.0,0.0,8.0,0.15,7.85,0.45,7.4,1.97,5.43,0.0,5.43,0.0,1.57,1.07,0.54,2708.79,75.78,659.19,539561.0___NA__
Remi Edelstahl,513043.0,__NA__,Steel - Medium / Small,89.0,117.13,4.99,1.39,4.72,1.27,0.0,117.13,5.85,1.2,7.05,3.53,3.52,1.66,1.86,0.47,1.39,0.0,1.39,0.0,69.73,10.68,4.99,1.19,5.85,1.66,3.53,1.27,3.52,1.39,0.0,0.47,1.2,202403.0,134.8,5.4,0.86,6.26,3.68,2.58,2.31,0.27,0.12,0.15,0.0,0.15,0.0,4.01,0.11,0.14,115.35,0.17,97.74,513043.0___NA__
Remsons Ind,530919.0,REMSONSIND,Auto Ancillaries,1033.1,312.3,9.98,13.63,15.4,19.09,-9.7,312.3,31.17,2.88,34.43,11.01,23.42,6.8,16.24,2.92,13.63,-0.38,13.32,1.05,57.26,63.03,9.98,4.36,31.17,6.8,11.01,19.09,23.42,13.32,3.24,2.92,2.88,202403.0,312.8,26.17,1.37,27.72,9.14,18.58,6.34,12.06,3.69,8.49,-0.18,8.37,0.86,8.37,2.71,14.65,307.74,10.73,720.68,530919.0_REMSONSIND
Remus Pharma.,-1.0,REMUS,Pharmaceuticals - Indian - Bulk Drugs & Formln,2120.0,212.5,13.08,21.54,,36.51,1.05,212.5,27.8,5.4,33.2,0.9,32.3,0.48,31.82,5.86,21.54,0.0,25.98,0.0,77.33,7.42,13.08,12.23,27.8,0.48,0.9,36.51,32.3,25.98,6.57,5.86,5.4,202403.0,,,,,,,,,,,,,,,,,,,1249.1,-1.0_REMUS
Renaiss. Global,532923.0,RGL,Diamond Cutting / Jewellery,103.1,2107.11,7.48,72.37,7.98,7.53,0.0,2107.11,157.67,9.84,167.51,30.22,137.29,51.89,85.4,11.81,72.37,0.0,73.6,0.0,69.38,126.37,7.48,3.49,157.67,51.89,30.22,7.53,137.29,73.6,12.28,11.81,9.84,202403.0,2236.56,173.25,4.17,179.37,32.05,147.32,51.1,94.27,6.96,88.33,-1.95,87.31,0.0,7.75,3.96,9.22,2070.05,72.31,991.1,532923.0_RGL
Repco Home Fin,535322.0,REPCOHOME,Finance - Housing,560.0,1524.52,90.01,394.7,10.53,63.09,0.0,1524.52,1372.23,16.28,1388.51,18.22,1370.29,845.57,524.72,130.02,394.7,0.0,394.7,18.77,0.0,102.18,90.01,25.89,1372.23,845.57,18.22,63.09,1370.29,394.7,107.81,130.02,16.28,202403.0,1285.32,1102.96,13.84,1116.73,14.97,1101.76,701.07,400.76,104.68,296.03,0.07,296.08,16.89,85.81,23.03,47.33,1472.25,368.73,3503.4,535322.0_REPCOHOME
Repro India,532687.0,REPRO,Printing & Stationery,626.65,479.46,10.79,12.1,6.03,8.46,0.0,479.46,51.72,2.15,53.87,29.67,24.2,9.73,14.47,2.37,12.1,0.0,12.1,0.0,55.36,40.3,10.79,2.52,51.72,9.73,29.67,8.46,24.2,12.1,1.35,2.37,2.15,202403.0,421.95,43.7,0.97,44.54,24.71,19.83,11.31,8.65,-0.08,8.61,0.13,8.73,0.0,10.36,2.04,6.86,473.36,14.09,895.93,532687.0_REPRO
Resgen,543805.0,__NA__,Refineries,75.01,45.5,33.3,6.57,18.85,3.13,-0.03,45.5,15.15,0.07,15.22,4.93,10.29,1.11,9.18,2.6,6.57,0.0,6.57,0.0,63.76,0.35,33.3,14.44,15.15,1.11,4.93,3.13,10.29,6.57,3.1,2.6,0.07,202403.0,23.58,10.3,-0.04,10.31,2.96,7.35,1.45,5.85,1.69,4.2,-0.05,4.17,0.0,43.68,17.81,1.99,,,157.34,543805.0___NA__
Resonance Speci.,524218.0,__NA__,Chemicals,103.5,55.3,8.82,2.97,7.27,2.57,0.0,55.3,4.88,0.93,5.81,1.46,4.35,0.39,3.96,0.99,2.97,0.0,2.97,0.0,44.76,4.77,8.82,5.37,4.88,0.39,1.46,2.57,4.35,2.97,0.78,0.99,0.93,202403.0,58.82,6.83,1.61,8.43,1.48,6.95,0.11,6.85,1.85,4.99,0.01,5.0,1.15,11.61,8.48,4.33,57.32,3.53,119.44,524218.0___NA__
Response Info.,538273.0,__NA__,Computers - Software - Medium / Small,80.5,33.99,8.12,2.28,31.37,2.94,-4.92,33.99,2.76,-0.06,2.8,0.11,2.69,0.12,2.47,0.28,2.28,-0.1,2.2,0.0,0.0,24.82,8.12,6.71,2.76,0.12,0.11,2.94,2.69,2.2,0.58,0.28,-0.06,202403.0,11.24,0.78,0.05,0.83,0.0,0.83,0.08,0.75,0.13,0.62,0.0,0.62,0.0,6.94,5.52,0.83,31.96,2.85,60.17,538273.0___NA__
Responsive Ind,505509.0,RESPONIND,Plastics Products,326.3,1086.97,22.34,161.27,14.73,6.05,-0.36,1086.97,242.82,18.43,261.25,66.23,195.02,22.92,172.1,10.83,161.27,0.0,161.27,2.67,64.2,29.69,22.34,14.84,242.82,22.92,66.23,6.05,195.02,161.27,8.43,10.83,18.43,202403.0,973.66,110.19,15.84,126.29,69.14,57.15,28.46,28.43,4.0,24.27,-0.26,24.44,2.62,11.32,2.53,0.9,1035.94,138.13,8699.44,505509.0_RESPONIND
Restaurant Brand,543248.0,RBA,Hotels,101.11,2437.06,9.94,-217.94,-4.69,-4.39,0.0,2437.06,242.14,18.5,260.64,356.13,-95.49,141.25,-236.74,0.0,-217.94,0.0,-236.74,0.0,35.78,409.66,9.94,-9.71,242.14,141.25,356.13,-4.39,-95.49,-236.74,0.0,0.0,18.5,202403.0,2054.28,111.72,35.7,147.68,284.04,-136.36,105.18,-241.8,0.0,-220.99,-0.26,-241.8,0.0,5.44,-11.76,-4.47,2353.86,-224.61,5035.69,543248.0_RBA
Restile Ceramics,515085.0,__NA__,Ceramics - Tiles / Sanitaryware,5.18,0.94,-76.6,-0.91,-10.25,-0.09,0.0,0.94,-0.72,0.19,-0.53,0.38,-0.91,0.0,-0.91,0.0,-0.91,0.0,-0.91,0.0,108.51,0.29,-76.6,-96.81,-0.72,0.0,0.38,-0.09,-0.91,-0.91,0.0,0.0,0.19,202403.0,1.97,-0.91,0.66,-0.25,0.38,-0.63,0.04,-0.67,0.0,-0.67,0.0,-0.67,0.0,-46.19,-34.01,-0.07,1.27,-1.0,50.91,515085.0___NA__
Retina Paints,543902.0,__NA__,Paints / Varnishes,82.0,11.66,-31.3,0.74,10.26,0.53,0.0,11.66,-3.65,5.67,2.02,0.3,1.72,0.69,1.03,0.3,0.74,0.0,0.74,0.0,46.48,3.08,-31.3,6.35,-3.65,0.69,0.3,0.53,1.72,0.74,0.16,0.3,5.67,202403.0,10.04,0.82,0.3,1.12,0.31,0.81,0.4,0.41,0.11,0.3,0.0,0.3,0.0,8.17,2.99,0.29,,,114.3,543902.0___NA__
Retro Green,519191.0,__NA__,Tea,8.9,2.0,22.0,0.47,5.27,0.52,0.0,2.0,0.44,0.03,0.47,0.0,0.47,0.0,0.47,0.0,0.47,0.0,0.47,0.0,0.0,0.22,22.0,23.5,0.44,0.0,0.0,0.52,0.47,0.47,0.0,0.0,0.03,202403.0,1.6,0.38,0.05,0.43,0.0,0.43,0.0,0.43,0.0,0.43,0.0,0.43,0.0,23.75,26.88,0.48,2.08,0.52,8.04,519191.0___NA__
Rex Pipes&Cables,-1.0,REXPIPES,Plastics Products,68.0,128.59,8.42,4.73,18.25,5.01,0.6,128.59,10.83,0.38,11.21,1.81,9.4,2.79,6.61,1.87,4.73,0.0,4.73,0.0,82.95,2.53,8.42,3.68,10.83,2.79,1.81,5.01,9.4,4.73,1.96,1.87,0.38,202403.0,117.39,8.67,0.51,9.21,1.9,7.31,2.26,5.02,1.41,3.64,-0.03,3.62,0.0,7.39,3.1,4.21,,,64.26,-1.0_REXPIPES
Rex Sealing,543744.0,__NA__,Packaging,177.0,30.61,14.18,2.45,28.55,11.04,0.0,30.61,4.34,0.06,4.4,0.5,3.9,0.32,3.58,1.13,2.45,0.0,2.45,0.0,62.23,3.93,14.18,8.0,4.34,0.32,0.5,11.04,3.9,2.45,1.01,1.13,0.06,202403.0,25.1,1.08,0.35,1.43,0.41,1.02,0.49,0.53,0.21,0.32,0.0,0.32,0.0,4.3,1.27,1.44,,,39.29,543744.0___NA__
Rexnord Electr.,531888.0,__NA__,Engineering,139.5,96.29,14.7,7.51,14.98,6.73,-0.12,96.29,14.15,1.34,15.49,3.73,11.76,1.62,10.14,2.63,7.51,0.0,7.51,0.0,56.89,9.82,14.7,7.8,14.15,1.62,3.73,6.73,11.76,7.51,2.58,2.63,1.34,202403.0,88.47,13.84,-1.13,15.1,2.45,12.65,1.61,8.65,2.23,7.92,-2.39,6.42,0.0,15.64,8.95,5.75,94.12,5.34,155.68,531888.0___NA__
Rhetan TMT Ltd,543590.0,__NA__,Steel - Medium / Small,14.8,64.77,10.88,3.87,6.58,0.05,0.0,64.77,7.05,0.45,7.5,0.72,6.78,1.53,5.25,1.38,3.87,0.0,3.87,0.0,80.44,1.04,10.88,5.97,7.05,1.53,0.72,0.05,6.78,3.87,1.21,1.38,0.45,202403.0,86.02,8.19,0.92,9.11,0.66,8.45,1.3,7.15,1.73,5.42,0.0,5.42,0.0,9.52,6.3,0.07,,,1179.38,543590.0___NA__
RHI Magnesita,534076.0,RHIM,Refractories / Intermediates,644.0,3781.1,14.44,136.12,8.41,-4.86,0.0,3781.1,545.95,-314.82,556.91,182.49,374.42,64.15,-15.51,84.6,136.12,-325.78,-100.11,51.62,59.19,374.37,14.44,3.6,545.95,64.15,182.49,-4.86,374.42,-100.11,89.54,84.6,-314.82,202403.0,2726.27,361.02,-646.25,375.9,70.9,305.0,40.17,-396.3,69.35,274.05,-661.13,-465.66,47.0,13.24,10.05,-24.79,3712.59,-521.13,13298.7,534076.0_RHIM
Riba Textiles,531952.0,__NA__,Textiles - Products,86.97,246.89,7.99,7.92,10.19,8.2,0.0,246.89,19.73,0.31,20.04,4.79,15.25,4.65,10.6,2.68,7.92,0.0,7.92,0.0,62.88,10.42,7.99,3.21,19.73,4.65,4.79,8.2,15.25,7.92,1.95,2.68,0.31,202403.0,242.69,18.56,0.14,18.7,4.47,14.23,4.49,9.74,2.34,7.4,0.0,7.4,0.0,7.65,3.05,7.67,240.43,9.43,83.92,531952.0___NA__
Rich Universe,530271.0,__NA__,Trading,19.84,0.0,,-0.09,-1.01,-0.12,-2.26,0.0,-0.24,0.15,-0.09,0.0,-0.09,0.0,-0.09,0.0,-0.09,0.0,-0.09,0.0,,0.18,,,-0.24,0.0,0.0,-0.12,-0.09,-0.09,0.0,0.0,0.15,202403.0,0.0,-0.32,0.32,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,0.0,0.01,0.0,,0.61,0.01,0.0,0.21,14.38,530271.0___NA__
Richa Industries,532766.0,__NA__,Construction,1.33,35.06,-23.27,-46.19,-16.82,-19.71,0.0,35.06,-8.16,0.14,-8.02,8.86,-16.88,29.31,-46.19,0.0,-46.19,0.0,-46.19,0.0,76.73,5.52,-23.27,-131.75,-8.16,29.31,8.86,-19.71,-16.88,-46.19,0.0,0.0,0.14,202103.0,42.62,-10.67,0.3,-10.37,9.14,-19.51,37.81,-57.32,0.0,-57.32,0.0,-57.32,0.0,-25.04,-134.49,-24.46,137.55,-110.47,3.12,532766.0___NA__
Richa Info,-1.0,RICHA,Computers - Hardware,65.0,39.13,6.57,0.71,6.97,2.92,-10.29,39.13,2.57,0.21,2.78,0.72,2.06,1.11,0.95,0.24,0.71,0.0,0.71,0.0,88.14,1.14,6.57,1.81,2.57,1.11,0.72,2.92,2.06,0.71,0.34,0.24,0.21,202403.0,34.21,3.59,0.07,3.66,0.78,2.88,1.67,1.21,0.4,0.82,0.0,0.82,0.0,10.49,2.4,3.37,,,15.8,-1.0_RICHA
Richfield Fin,539435.0,__NA__,Finance & Investments,60.9,1.83,42.08,0.65,9.85,1.73,0.0,1.83,0.77,0.14,0.91,0.07,0.84,0.0,0.84,0.19,0.65,0.0,0.65,0.0,0.0,0.63,42.08,35.52,0.77,0.0,0.07,1.73,0.84,0.65,0.2,0.19,0.14,202403.0,0.34,0.03,0.02,0.05,0.04,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,8.82,2.94,0.03,1.34,0.53,22.84,539435.0___NA__
Rico Auto Inds,520008.0,RICOAUTO,Auto Ancillaries,136.95,2159.73,10.28,40.06,8.27,2.83,0.0,2159.73,222.02,12.12,236.72,118.5,118.22,58.24,57.4,18.46,40.06,-2.58,38.94,8.12,57.89,301.31,10.28,1.88,222.02,58.24,118.5,2.83,118.22,38.94,14.01,18.46,12.12,202403.0,2302.37,221.44,18.05,239.07,111.82,127.25,54.07,73.6,22.57,48.71,0.42,51.03,10.15,9.62,2.2,3.62,2214.3,48.56,1852.87,520008.0_RICOAUTO
Riddhi Corporate,540590.0,__NA__,Computers - Software - Medium / Small,83.98,173.87,17.0,5.14,8.91,4.33,0.0,173.87,29.55,4.88,34.43,19.27,15.16,7.61,7.55,2.4,5.14,0.0,5.14,0.0,20.01,62.02,17.0,2.96,29.55,7.61,19.27,4.33,15.16,5.14,2.43,2.4,4.88,202403.0,200.17,38.64,1.37,40.07,19.98,20.09,8.96,11.07,2.65,8.47,-0.06,8.42,0.0,19.3,4.23,7.1,172.93,6.79,99.65,540590.0___NA__
Riddhi Siddhi Gl,524480.0,__NA__,Trading,587.25,267.98,1.26,57.19,4.55,65.5,0.0,267.98,3.37,67.61,84.3,10.75,73.55,8.85,51.38,7.52,57.19,-13.32,43.87,0.0,84.33,8.08,1.26,21.34,3.37,8.85,10.75,65.5,73.55,43.87,17.24,7.52,67.61,202403.0,172.93,0.7,-51.24,67.76,11.74,56.02,7.58,-69.86,15.05,33.39,-118.3,-84.91,0.0,0.4,19.31,-119.09,287.53,-69.59,418.69,524480.0___NA__
Riddhi Steel,540082.0,__NA__,Steel - Medium / Small,56.0,327.57,5.71,4.8,10.44,5.79,0.29,327.57,18.71,2.61,21.32,3.32,18.0,11.45,6.55,1.75,4.8,0.0,4.8,0.0,90.66,3.27,5.71,1.47,18.71,11.45,3.32,5.79,18.0,4.8,1.65,1.75,2.61,202403.0,302.56,17.17,2.43,19.6,3.18,16.42,11.61,4.81,1.4,3.4,0.0,3.4,0.0,5.67,1.12,4.1,,,46.43,540082.0___NA__
RIR Power Electr,517035.0,__NA__,Electronics - Components,1910.0,66.76,14.81,7.03,13.27,10.1,-0.77,66.76,9.89,1.94,11.83,1.08,10.75,1.25,9.5,2.48,7.03,0.0,7.03,0.0,63.84,8.32,14.81,10.53,9.89,1.25,1.08,10.1,10.75,7.03,2.8,2.48,1.94,202403.0,57.33,8.08,2.1,10.18,1.19,8.99,1.05,7.94,1.96,5.97,0.0,5.97,1.04,14.09,10.41,8.58,61.45,5.45,1329.36,517035.0___NA__
Risa Internatio.,530251.0,__NA__,Trading,0.66,0.0,,-14.77,-104.18,-0.93,0.0,0.0,-14.7,0.0,-14.7,0.0,-14.7,0.07,-14.77,0.0,-14.77,0.0,-14.77,0.0,,0.15,,,-14.7,0.07,0.0,-0.93,-14.7,-14.77,0.0,0.0,0.0,202403.0,0.0,-0.32,0.0,-0.32,0.0,-0.32,0.0,-0.32,0.0,-0.32,0.0,-0.32,0.0,,,-0.02,0.0,-14.8,10.53,530251.0___NA__
Rish.Digh.Steel,531539.0,__NA__,Steel - Medium / Small,34.0,0.0,,11.5,100.55,20.96,0.0,0.0,-1.42,16.04,14.62,0.07,14.55,0.07,14.48,2.99,11.5,0.0,11.5,0.0,,0.26,,-4400.0,-1.42,0.07,0.07,20.96,14.55,11.5,3.06,2.99,16.04,202403.0,0.01,-0.55,0.31,-0.24,0.16,-0.4,0.05,-0.45,-0.01,-0.44,0.0,-0.44,0.0,-5500.0,-4400.0,-0.8,0.0,-0.61,18.67,531539.0___NA__
Rishabh Instrum.,543977.0,RISHABH,Electric Equipment,452.65,689.75,10.31,39.66,9.71,10.38,-0.43,689.75,71.14,11.59,82.73,27.6,55.13,4.08,51.05,11.15,39.66,0.0,39.89,0.0,42.03,199.35,10.31,5.78,71.14,4.08,27.6,10.38,55.13,39.89,11.72,11.15,11.59,202403.0,569.54,76.56,10.25,86.55,20.46,66.09,5.63,60.72,11.03,46.62,0.26,49.69,0.0,13.44,8.69,16.01,686.34,52.68,1729.99,543977.0_RISHABH
Rishabh Sp. Yarn,514177.0,__NA__,Textiles - Processing,82.66,0.0,,-0.13,-20.0,-0.37,0.0,0.0,-0.13,0.0,-0.13,0.0,-0.13,0.0,-0.13,0.0,-0.13,0.0,-0.13,0.0,,0.01,,,-0.13,0.0,0.0,-0.37,-0.13,-0.13,0.0,0.0,0.0,202403.0,0.0,-0.1,0.0,-0.1,0.0,-0.1,0.0,-0.1,-0.01,-0.09,0.0,-0.09,0.0,,,-0.25,0.0,-0.15,29.43,514177.0___NA__
