Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization,join_key
Signet Industrie,512131.0,SIGIND,Plastics Products,89.5,32.74,26.78,180810,287437,65356,97.35,42.5,745.0,0.12,0.56,4.12,1.02,83.74,71.04,83.53,70.86,53.34,1.62,1.72,1.76,1.79,88.96,18.27,24.09,159042,-0.11,-11.4,263.46,512131.0_SIGIND
Signoria Creatio,-1.0,SIGNORIA,Textiles - Products,131.85,-20.81,,22750,75500,34000,198.0,113.95,198.0,113.95,4.73,0.8,2.85,139.81,141.33,140.13,141.42,47.28,-3.27,-3.52,-4.3,-4.55,,,,42733,,,62.73,-1.0_SIGNORIA
Signpost India,544117.0,SIGNPOST,Miscellaneous,290.0,-22.62,,136407,72734,45700,466.0,227.95,466.0,227.95,2.53,-0.37,5.4,295.51,321.91,296.03,322.3,48.65,-0.94,-0.81,-1.46,-1.59,,,,120870,,,1550.01,544117.0_SIGNPOST
Sika Interplant,523606.0,__NA__,Engineering,3273.0,79.58,132.46,6613,5761,3430,3548.0,661.0,3548.0,12.18,0.9,-3.02,25.77,2597.9,1797.28,2571.55,1782.74,65.81,250.38,262.19,248.36,247.85,346.73,86.68,78.13,5643,50.21,47.38,1387.75,523606.0___NA__
Sikko Industries,-1.0,SIKKO,Pesticides / Agrochemicals - Indian,91.5,19.28,-1.23,108875,26516,29191,118.0,54.55,138.4,6.0,-1.08,-5.35,4.46,88.87,79.66,88.72,79.53,48.96,2.58,3.13,3.97,4.32,67.42,73.63,53.17,66040,31.85,,153.73,-1.0_SIKKO
Sikozy Realtors,524642.0,__NA__,Construction,0.98,1.03,-39.88,6522,8330,1562,1.71,0.73,5.08,0.43,0.0,-3.92,-16.24,1.05,1.0,1.06,1.0,28.13,-0.03,-0.02,0.0,0.0,1.03,-4.07,,13910,10.73,-3.84,4.37,524642.0___NA__
SIL Investments,521194.0,SILINV,Finance & Investments,553.75,10.82,33.31,19206,24852,31023,579.7,300.0,581.7,30.0,-0.14,-1.14,17.61,499.68,446.01,497.44,444.92,65.01,18.13,16.86,10.49,8.58,64.73,25.81,25.41,12029,18.14,21.22,586.96,521194.0_SILINV
Silgo Retail,-1.0,SILGO,Diamond Cutting / Jewellery,37.02,20.27,45.84,106167,82582,78259,41.0,17.4,57.17,12.22,5.59,-4.29,2.36,34.1,28.62,34.06,28.55,50.68,0.36,0.41,0.22,0.18,94.35,-4.05,5.03,97375,,,68.49,-1.0_SILGO
Silicon Rental,543615.0,__NA__,Miscellaneous,162.0,0.03,-27.68,24337,30000,19200,268.9,140.0,268.9,80.0,-0.55,3.43,-1.72,170.63,177.12,170.94,177.26,47.7,-3.83,-4.31,-5.28,-5.64,10.59,,,19667,,,166.4,543615.0___NA__
Silicon Valley,531738.0,__NA__,Finance & Investments,0.03,0.0,0.0,1,0,0,0.03,0.03,5.05,0.03,0.0,0.0,0.0,0.04,0.14,0.04,0.14,26.04,0.0,0.0,0.0,0.0,0.0,,,3389,-7.04,-23.89,0.39,531738.0___NA__
Silkflex,-1.0,SILKFLEX,Trading,59.0,,,86737,51500,8000,74.9,46.1,74.9,46.1,0.94,-11.48,10.49,57.43,57.97,57.37,57.96,51.63,1.93,2.2,1.58,1.5,,,,152500,,,68.48,-1.0_SILKFLEX
Silly Monks,-1.0,SILLYMONKS,Entertainment / Electronic Media Software,18.66,28.25,8.49,28193,34000,5097,23.0,13.25,86.02,13.25,0.0,1.74,1.41,17.98,17.88,17.95,17.87,52.85,0.03,0.0,0.09,0.1,23.17,-4.83,-6.68,23501,,,19.05,-1.0_SILLYMONKS
Silver Oak (I),531635.0,__NA__,Breweries & Distilleries,72.5,22.58,16.33,417,0,0,85.71,36.63,85.71,7.42,-2.16,0.0,-9.0,66.63,56.51,66.32,56.33,55.52,4.79,5.29,4.31,4.19,64.67,33.71,53.84,957,24.04,17.96,27.48,531635.0___NA__
Silver Pearl,543536.0,__NA__,Hotels,9.5,11.11,11.76,26909,8000,8000,12.35,7.35,16.0,6.9,-2.06,-2.06,-1.04,9.38,9.6,9.37,9.6,51.33,0.11,0.12,0.02,0.0,20.25,,,22804,,,7.46,543536.0___NA__
Silver Touch,543525.0,SILVERTUC,Computers - Software - Medium / Small,733.65,9.35,3.97,37274,37923,40971,869.95,355.0,869.95,72.0,0.64,-4.11,-6.29,751.11,662.4,752.02,661.73,34.65,-5.7,-3.42,2.14,4.11,82.4,108.95,42.46,35530,,,930.33,543525.0_SILVERTUC
Silveroak Comm,512197.0,__NA__,Construction,3.55,-1.39,-3.27,2327,0,0,4.66,2.0,15.75,2.0,-0.56,0.0,22.41,3.14,2.96,3.12,2.96,67.72,0.07,0.04,-0.02,-0.04,53.02,-1.1,1.84,4928,7.86,-7.39,0.98,512197.0___NA__
Simbhaoli Sugar,539742.0,SIMBHALS,Sugar,33.1,21.09,12.47,650843,428444,121986,38.5,21.01,61.45,3.55,-0.24,-0.33,18.29,30.29,28.89,30.17,28.85,57.85,1.52,1.61,1.36,1.33,32.19,-2.46,35.74,348107,1.43,,136.61,539742.0_SIMBHALS
Simm. Marshall,507998.0,__NA__,Fasteners,115.5,55.62,38.38,72861,231976,143916,127.0,49.2,154.9,4.11,-1.71,34.1,47.87,85.22,76.44,83.91,76.02,82.23,7.22,5.68,3.34,2.37,129.02,46.14,14.47,19927,5.2,15.02,129.37,507998.0___NA__
Simplex Castings,513472.0,__NA__,Castings & Forgings,195.0,27.7,207.99,11003,6186,7439,204.5,42.02,204.5,13.5,-1.96,-0.05,2.92,181.31,124.71,180.59,123.97,58.88,3.92,3.77,3.59,3.5,352.15,85.03,33.45,16418,7.49,13.41,134.39,513472.0___NA__
Simplex Infra,523838.0,SIMPLEXINF,Construction,131.1,11.63,48.75,96301,50295,55028,159.45,29.75,790.0,16.45,3.93,-12.29,0.99,129.31,100.69,129.43,100.44,42.57,2.07,3.23,3.6,3.98,271.0,38.58,1.17,251603,-18.22,-10.35,749.13,523838.0_SIMPLEXINF
Simplex Mills,533018.0,__NA__,Trading,3451.1,48.22,0.65,8,3,2,4748.0,1925.05,7900.0,650.0,-4.54,-8.11,-14.42,3918.5,3381.64,3930.88,3379.29,38.96,-62.27,-32.23,-4.12,10.42,17.56,19.0,,21,16.73,14.67,10.36,533018.0___NA__
Simplex Papers,533019.0,__NA__,Trading,1875.0,-4.61,33.44,11,6,17,2085.9,866.0,12270.0,54.0,-0.21,1.63,-2.12,1787.73,1641.27,1784.17,1638.92,53.81,22.76,22.36,25.09,25.68,-12.52,70.1,68.03,61,22.73,17.49,5.63,533019.0___NA__
Simplex Realty,503229.0,__NA__,Construction,160.0,15.89,27.68,1613,1709,4303,185.0,82.5,403.0,29.55,-0.03,-5.66,0.66,157.85,136.94,157.76,136.71,48.05,2.38,3.02,2.9,3.03,81.9,25.61,21.04,1392,7.9,-1.21,47.84,503229.0___NA__
Simran Farms,519566.0,__NA__,Miscellaneous,132.45,4.97,-28.23,9079,7374,4179,250.0,105.5,273.0,1.93,1.96,0.78,9.81,130.19,138.61,130.2,138.69,52.47,0.11,0.01,-0.41,-0.54,-13.28,-4.39,19.77,8740,12.76,19.54,50.2,519566.0___NA__
Sinclairs Hotels,523023.0,SINCLAIR,Hotels,117.0,-16.3,10.52,93074,47050,39992,174.8,56.0,174.8,3.5,0.75,0.17,1.03,118.54,108.76,118.63,108.68,48.24,-0.83,-0.92,-1.1,-1.16,96.23,45.31,29.57,106800,20.3,14.84,599.75,523023.0_SINCLAIR
Sindhu Trade,532029.0,SINDHUTRAD,Miscellaneous,21.12,-27.55,-16.69,646157,385330,304160,45.15,16.7,55.4,0.49,-1.35,-1.61,-8.31,23.61,25.9,23.7,25.94,39.38,-0.5,-0.47,-0.42,-0.4,-7.32,87.27,47.18,4001830,56.29,,3256.56,532029.0_SINDHUTRAD
Singer India,505729.0,__NA__,Engineering,89.5,-2.17,-19.15,128551,236559,98996,134.4,71.7,134.4,1.01,-1.38,5.87,9.44,87.11,91.67,86.96,91.68,61.66,1.19,0.98,0.45,0.27,24.3,7.5,19.4,207733,9.96,16.1,547.67,505729.0___NA__
Sinnar Bidi Udy.,509887.0,__NA__,Miscellaneous,719.8,51.55,19.09,62,154,182,766.0,215.25,766.0,112.83,5.0,21.53,35.63,489.74,413.69,481.74,410.95,80.32,52.24,44.18,29.8,24.19,,,,47,,13.11,28.79,509887.0___NA__
Sintercom India,-1.0,SINTERCOM,Auto Ancillaries,137.85,4.73,9.21,27062,31978,37282,143.0,114.0,143.0,35.55,-0.77,3.67,6.94,132.89,127.67,132.64,127.56,61.96,1.77,1.64,1.39,1.29,12.44,21.03,17.51,18307,,,379.46,-1.0_SINTERCOM
Sintex Plastics,540653.0,SPTL,Plastics Products,1.06,0.95,-15.2,2408121,0,0,1.55,0.75,136.5,0.55,4.95,0.0,17.78,1.07,1.77,1.07,1.78,54.36,-0.04,-0.05,-0.06,-0.06,-31.61,-42.24,-32.56,2310027,,,67.43,540653.0_SPTL
Sir Shadi Lal,532879.0,__NA__,Sugar,374.75,9.62,171.78,21324,17944,8582,383.3,115.05,383.3,0.0,1.99,8.22,39.69,294.15,241.4,291.16,240.13,83.31,21.64,19.14,11.65,9.15,187.86,65.4,60.88,7593,19.69,24.64,196.74,532879.0___NA__
Sirca Paints,543686.0,SIRCA,Trading,325.0,-4.51,-22.5,103466,82508,69462,444.0,282.05,444.0,46.03,1.36,-0.33,2.35,323.53,343.3,323.65,343.53,48.5,0.66,0.92,1.08,1.19,-7.25,24.76,25.99,163219,,,1781.29,543686.0_SIRCA
Sirohia & Sons,538667.0,__NA__,Trading,10.16,74.57,30.76,42000,47500,10000,10.16,5.8,17.5,5.8,9.96,46.19,74.57,8.05,10.27,7.97,10.27,71.19,0.21,-0.02,-0.23,-0.33,,,,21579,1.83,,10.42,538667.0___NA__
SIS,540673.0,SIS,Miscellaneous,448.6,2.93,-1.78,68978,73567,116407,564.55,393.0,702.4,313.65,-0.51,2.75,11.46,436.38,440.99,435.79,440.89,63.21,5.73,5.3,3.64,3.12,6.91,1.61,0.18,103988,,,6465.66,540673.0_SIS
Sita Enterprises,512589.0,__NA__,Finance & Investments,52.27,17.59,16.85,10273,24131,11042,61.99,14.66,61.99,2.9,3.83,-6.38,29.08,42.33,36.53,42.01,36.39,61.69,3.33,3.33,1.96,1.61,243.85,72.37,,3494,9.48,16.08,15.68,512589.0___NA__
Siti Networks,532795.0,SITINET,Entertainment / Electronic Media Software,0.65,-1.54,-24.71,4630368,4227834,5914828,1.15,0.5,139.9,0.4,1.56,0.0,-1.54,0.67,0.84,0.68,0.84,48.29,-0.01,-0.01,-0.01,-0.01,-28.89,-22.03,-26.08,2907006,-41.61,-31.2,56.68,532795.0_SITINET
Siyaram,544047.0,__NA__,Mining / Minerals / Metals,73.49,-2.62,0.81,53605,25125,21000,143.75,55.0,143.75,55.0,2.04,0.83,3.82,75.4,74.14,75.54,74.16,46.09,-1.28,-1.39,-1.65,-1.74,,,,157337,,,138.14,544047.0___NA__
Siyaram Silk,503811.0,SIYSIL,Textiles - Processing,516.65,10.19,-4.23,92058,127536,131938,635.0,409.6,799.0,8.03,1.08,4.09,16.1,471.59,495.4,469.97,495.24,71.93,12.99,11.74,8.28,7.1,-5.55,18.24,10.5,92409,3.23,16.17,2344.05,503811.0_SIYSIL
Sizemasters Tech,513496.0,__NA__,Auto Ancillaries,238.0,60.94,228.24,318,398,477,238.6,31.77,238.6,9.22,-0.25,14.6,28.63,183.64,120.19,181.39,119.0,84.64,13.62,11.82,8.6,7.35,651.02,,80.98,486,57.33,,238.0,513496.0___NA__
SJ Corp,504398.0,__NA__,Diamond Cutting / Jewellery,41.89,-3.6,0.99,188,0,0,41.89,21.0,204.0,0.75,4.99,0.0,5.0,34.06,29.46,33.83,29.36,63.65,2.57,2.68,2.64,2.66,28.34,43.83,,184,7.28,1.52,35.0,504398.0___NA__
SJS Enterprises,543387.0,SJS,Plastics Products,787.0,26.29,30.37,123384,53377,37047,832.0,552.05,832.0,339.5,0.67,-3.25,7.27,718.46,644.18,715.88,642.8,57.98,26.47,28.73,32.5,34.01,38.12,,,230204,,,2442.72,543387.0_SJS
SJVN,533206.0,SJVN,Power Generation And Supply,132.1,-0.66,42.0,20785723,11633678,11104703,170.5,40.6,170.5,17.15,0.36,0.34,-5.78,131.78,108.56,131.79,108.33,47.99,-0.84,-0.87,-0.56,-0.49,221.83,67.92,40.14,40734051,22.15,18.29,51912.58,533206.0_SJVN
SKF India,500472.0,SKFINDIA,Bearings,6646.4,46.96,42.11,79175,29806,37479,7350.0,4024.5,7350.0,116.2,2.77,-3.22,8.01,5859.08,5080.95,5834.25,5067.01,57.49,250.09,275.91,299.64,312.02,29.95,33.19,26.56,46080,22.29,19.15,32858.43,500472.0_SKFINDIA
SKIL Infrastr,539861.0,SKIL,Construction,6.2,-8.31,-17.79,491698,0,0,10.22,3.45,1960.0,2.03,4.03,0.0,6.43,5.81,4.44,5.8,4.42,46.84,-0.23,-0.25,-0.07,-0.04,61.08,21.78,-6.41,473309,-21.43,-18.32,134.28,539861.0_SKIL
Skipper,538562.0,SKIPPER,Engineering,358.2,8.69,53.75,1253998,560537,375159,401.0,151.28,401.0,16.7,2.15,-2.24,17.69,331.29,276.87,330.5,276.13,54.37,10.04,10.96,10.57,10.7,113.2,58.55,42.99,844658,8.02,,3887.12,538562.0_SKIPPER
SKM Egg Prod.,532143.0,SKMEGGPROD,Food - Processing - Indian,261.55,11.47,-34.44,197368,225505,90921,560.4,211.15,560.4,5.15,-1.37,0.33,12.08,263.36,289.3,263.28,289.55,53.72,3.39,3.46,0.16,-0.65,21.06,43.6,46.5,267568,20.46,35.09,688.66,532143.0_SKMEGGPROD
SKP Bearing,-1.0,SKP,Bearings,226.25,-6.78,3.62,21816,22000,18500,344.95,161.05,344.95,68.85,0.0,-4.68,4.72,232.9,229.05,233.17,229.08,47.2,0.53,1.01,-0.06,-0.2,40.48,,,25204,,,375.58,-1.0_SKP
SKP Securities,531169.0,__NA__,Finance & Investments,145.0,59.72,89.17,24750,65365,2818,170.1,57.3,170.1,4.92,0.87,1.38,16.35,127.09,100.39,126.41,99.95,58.76,5.45,5.42,3.3,2.77,134.12,59.49,33.56,10583,29.12,30.81,98.74,531169.0___NA__
Sky Gold,541967.0,SKYGOLD,Diamond Cutting / Jewellery,1661.1,58.05,62.67,35763,81368,48246,1700.0,247.0,1700.0,90.0,1.38,7.19,39.68,1285.46,998.16,1271.05,991.73,71.55,105.84,97.86,71.18,62.51,488.33,162.1,78.47,82481,,,2198.85,541967.0_SKYGOLD
Sky Industries,526479.0,__NA__,Textiles - Products,88.22,3.64,23.83,14364,12034,33654,102.4,55.5,165.0,7.35,0.15,0.31,-1.61,87.78,80.89,87.77,80.82,49.6,-0.2,-0.22,-0.15,-0.13,14.46,3.7,20.76,10651,11.45,17.15,69.61,526479.0___NA__
Skyline Millars,505650.0,__NA__,Construction,25.2,97.76,80.1,19276,6492,3386,31.6,8.0,31.6,1.61,-1.6,-7.61,-8.63,24.49,18.3,24.44,18.23,44.17,0.68,0.93,1.43,1.62,125.24,28.01,54.39,24151,34.12,21.99,101.36,505650.0___NA__
Skyline Ventures,538919.0,__NA__,Trading,14.71,,,196,95,95,14.71,12.72,171.5,8.08,5.0,5.0,,12.36,21.87,12.27,21.94,74.37,-0.11,-0.51,-1.05,-1.28,,16.1,,196,-0.56,,5.83,538919.0___NA__
Slone,-1.0,SLONE,Computers - Hardware,165.0,,,171789,322000,128000,177.0,80.25,177.0,80.25,1.76,21.87,78.97,110.86,110.41,108.77,109.89,78.95,15.74,14.0,7.38,5.29,,,,182080,,,86.93,-1.0_SLONE
SM Auto Stamping,543065.0,__NA__,Auto Ancillaries,50.0,-0.1,3.76,15600,6667,4000,64.0,35.5,64.0,0.0,0.1,-0.1,5.16,49.71,44.22,49.7,44.16,51.37,0.2,0.18,0.06,0.02,13.52,40.79,,17302,,,68.44,543065.0___NA__
Smart Finsec,539494.0,__NA__,Finance & Investments,14.57,-7.01,-34.06,65966,90682,188156,22.39,6.8,22.39,1.05,8.73,8.5,0.98,12.76,12.26,12.73,12.25,58.86,0.03,-0.04,-0.02,-0.04,82.81,35.72,20.57,69614,19.91,,43.71,539494.0___NA__
Smartlink Hold.,532419.0,SMARTLINK,Finance & Investments,282.1,59.86,56.33,15732,9228,10158,346.3,156.0,346.3,21.84,0.84,-5.3,2.81,262.66,207.99,261.96,207.26,49.45,6.39,7.72,9.33,10.07,69.8,36.27,21.23,59146,16.76,16.97,281.4,532419.0_SMARTLINK
SMC Global Sec.,543263.0,SMCGLOBAL,Finance & Investments,162.95,25.05,56.55,811353,1220494,241827,183.0,66.3,183.0,61.0,1.05,-6.11,0.16,159.27,127.88,159.19,127.54,46.25,0.77,1.28,2.54,2.99,114.57,27.66,,586217,,,1706.11,543263.0_SMCGLOBAL
SMIFS Cap. Mkt.,508905.0,__NA__,Finance & Investments,54.8,0.04,2.37,3133,1879,337,86.98,37.0,199.9,13.65,-1.97,-3.98,3.61,57.42,55.06,57.53,55.06,46.32,-0.35,-0.28,-0.73,-0.83,34.64,12.01,7.6,9897,2.2,2.89,30.63,508905.0___NA__
Smiths & Founder,513418.0,__NA__,Castings & Forgings,5.09,9.44,-0.2,34184,34265,32273,6.63,3.3,21.33,0.01,-0.2,-1.73,-2.67,5.14,4.88,5.14,4.87,48.68,0.0,0.0,-0.01,-0.02,45.3,78.28,57.27,67742,26.21,,51.92,513418.0___NA__
SML ISUZU,505192.0,SMLISUZU,Automobiles - LCVs / HCVs,2088.0,3.87,52.78,29879,32410,23555,2480.0,989.95,2480.0,91.9,-0.5,-0.47,-0.43,2078.73,1737.09,2077.92,1733.46,50.44,-9.52,-11.7,-9.65,-9.68,87.78,63.85,23.46,71336,8.15,12.56,3021.33,505192.0_SMLISUZU
Smruthi Organic,540686.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,165.8,5.93,-4.1,8998,8892,17166,218.8,118.9,419.35,21.7,1.38,1.74,-3.22,164.03,165.41,164.05,165.42,48.83,-0.94,-1.03,-0.23,-0.05,31.52,-19.63,27.61,11839,,,189.77,540686.0___NA__
SMS Lifesciences,540679.0,SMSLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,842.7,26.73,50.05,4231,3667,6971,948.1,464.05,1024.9,128.45,-0.34,6.04,11.04,738.72,638.74,734.36,636.66,66.67,26.56,24.21,27.0,27.11,61.41,2.48,14.11,5712,,,254.78,540679.0_SMSLIFE
SMS Pharma.,532815.0,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs,233.2,19.33,68.21,450249,289198,212047,249.9,88.6,249.9,6.25,4.4,-3.74,12.76,206.15,164.68,205.44,164.09,58.11,6.9,7.22,5.75,5.46,145.34,7.18,33.59,445603,16.96,22.46,1974.08,532815.0_SMSPHARMA
SMVD Poly Pack,-1.0,SMVD,Plastics Products,12.1,24.51,18.69,20200,40400,40400,16.6,7.6,29.2,3.19,-4.72,-4.87,-9.61,12.53,11.53,12.53,11.52,45.48,0.47,0.62,0.81,0.9,6.72,16.8,7.96,24022,,,12.14,-1.0_SMVD
SNL Bearings,505827.0,__NA__,Bearings,371.0,15.22,-6.75,4652,2895,688,444.9,281.5,473.4,5.71,-1.32,-0.01,2.87,367.66,352.42,367.33,352.18,53.7,3.55,3.77,2.87,2.69,11.08,10.88,7.67,5299,3.26,22.56,133.93,505827.0___NA__
Snowman Logistic,538635.0,SNOWMAN,Miscellaneous,77.04,4.16,18.78,2312402,3178480,7371226,84.9,44.2,134.7,24.05,-1.05,6.25,27.64,69.8,63.72,69.47,63.57,66.17,2.46,2.23,1.92,1.78,69.81,12.45,17.95,2408731,3.78,,1287.24,538635.0_SNOWMAN
Sobha,532784.0,SOBHA,Construction,1960.5,28.21,79.57,268784,214481,417865,2178.32,520.73,2178.32,59.37,0.2,-1.85,5.81,1844.84,1375.66,1840.27,1369.82,50.76,57.45,67.44,73.47,77.47,274.35,62.93,29.45,718430,27.05,15.12,20968.29,532784.0_SOBHA
Sobhagya Mercant,512014.0,__NA__,Diversified - Medium / Small,29.58,43.49,,1,1,1,29.58,7.15,29.58,0.92,2.0,6.03,35.26,16.44,6.8,15.93,6.58,100.0,4.19,4.19,4.04,4.01,,201.32,,105,,,24.85,512014.0___NA__
Sofcom Systems,538923.0,__NA__,Computers - Software - Medium / Small,33.62,-28.68,-28.5,20288,20064,6569,69.9,28.3,103.75,6.71,-4.97,17.85,-0.06,36.4,46.85,36.45,46.96,56.19,-1.02,-1.41,-1.86,-2.07,-32.24,35.89,,23000,11.04,,13.97,538923.0___NA__
Softrak Venture,531529.0,__NA__,Finance & Investments,13.9,-5.97,117.88,12047,6622,7764,18.15,5.0,18.15,0.37,-0.79,-14.57,-10.59,15.27,11.3,15.32,11.28,33.84,-0.11,0.04,0.1,0.15,101.87,,,31890,,,62.65,531529.0___NA__
Softsol India,532344.0,__NA__,Computers - Software - Medium / Small,354.9,26.76,3.14,3420,12178,14389,355.35,131.5,355.35,15.0,4.86,31.85,45.44,252.13,241.92,248.61,240.95,82.01,18.73,13.84,6.55,3.51,144.72,46.47,63.98,1591,33.88,20.52,523.98,532344.0___NA__
Softtech Enginee,543470.0,SOFTTECH,Computers - Software - Medium / Small,383.9,17.59,52.68,22280,22565,23791,384.95,130.15,384.95,32.1,3.37,4.16,19.15,330.0,277.55,328.31,276.61,70.29,13.02,12.03,6.36,4.69,133.44,51.41,44.97,25655,,,492.13,543470.0_SOFTTECH
Solar Industries,532725.0,SOLARINDS,Chemicals,10013.95,13.64,49.39,146374,100656,194349,10450.0,3453.35,10450.0,18.3,-0.07,0.2,6.94,9264.29,7485.46,9233.41,7459.97,59.2,223.64,222.84,219.48,218.44,167.91,83.9,52.77,151889,42.96,37.77,90616.31,532725.0_SOLARINDS
Solara Active,541540.0,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln,583.45,42.88,41.02,273510,638629,932365,600.3,263.55,1713.95,123.02,7.07,20.26,30.33,446.1,400.54,442.07,399.09,75.3,13.44,6.77,1.94,-0.93,55.04,-29.93,5.21,336619,,,2402.94,541540.0_SOLARA
Solex Energy,-1.0,SOLEX,Electric Equipment,1480.0,74.82,159.5,22979,16550,11600,1640.0,415.0,1640.0,19.2,2.54,-5.15,-7.49,1318.92,905.89,1313.85,900.49,51.78,41.23,47.63,56.77,60.65,177.57,199.18,124.52,20413,,,1184.0,-1.0_SOLEX
Solid Stone Co,513699.0,__NA__,Trading,33.9,-0.88,15.93,2276,1950,3421,46.88,24.24,165.0,7.1,0.59,-3.74,6.11,35.22,33.94,35.28,33.94,41.3,-0.37,-0.31,-0.31,-0.29,24.81,14.08,-7.02,3707,-14.75,-3.32,18.23,513699.0___NA__
Solitaire Mach.,522152.0,__NA__,Engineering,111.25,50.45,26.88,37250,12594,23391,117.5,52.22,117.5,8.22,4.9,0.56,23.24,90.57,78.09,89.94,77.81,60.95,5.56,5.61,5.89,5.97,86.02,38.23,30.06,11658,9.98,21.05,50.51,522152.0___NA__
Som Datt Finance,511571.0,__NA__,Finance & Investments,114.35,10.69,11.39,6697,4861,3047,243.85,91.8,274.3,2.62,-2.56,1.03,-13.14,128.58,127.89,129.04,127.99,37.75,-4.85,-4.71,-3.28,-2.88,-52.83,45.82,70.23,9388,58.79,36.7,114.46,511571.0___NA__
Som Distilleries,507514.0,SDBL,Breweries & Distilleries,113.5,-2.44,0.95,3476399,1229561,1148380,156.0,84.52,156.0,1.62,-0.27,0.17,-10.74,119.94,113.95,120.19,113.96,41.08,-3.09,-3.1,-2.19,-1.96,8.64,84.13,36.08,894180,23.19,9.43,2199.32,507514.0_SDBL
Soma Papers,516038.0,__NA__,Paper,74.99,4.95,,1756,1752,1570,99.24,23.65,99.24,6.55,4.9,2.42,-19.07,77.68,49.32,77.94,49.1,36.61,-4.8,-4.98,-3.61,-3.31,,,,5055,24.1,8.07,10.5,516038.0___NA__
Soma Textiles,521034.0,SOMATEX,Trading,33.5,0.29,58.74,69384,15806,24205,42.2,18.2,64.25,1.66,-1.62,0.62,0.15,33.74,28.23,33.73,28.17,48.62,-0.09,-0.09,0.02,0.05,28.01,66.7,65.41,54722,14.31,19.47,110.66,521034.0_SOMATEX
Somany Ceramics,531548.0,SOMANYCERA,Ceramics - Tiles / Sanitaryware,827.3,38.15,14.27,141876,322864,189050,872.6,561.2,977.6,7.31,-0.61,6.79,16.44,712.3,677.06,707.4,675.5,71.08,29.6,25.72,21.94,20.02,17.23,9.73,13.62,85319,1.21,12.53,3392.22,531548.0_SOMANYCERA
Somi Conv.Belt.,533001.0,SOMICONVEY,Miscellaneous,192.0,45.47,100.41,86577,205680,17853,236.2,50.42,236.2,7.4,-4.67,23.11,47.99,148.25,113.21,146.08,112.32,64.74,18.77,18.07,11.27,9.4,264.21,50.23,61.91,43504,22.81,23.99,226.17,533001.0_SOMICONVEY
Sona BLW Precis.,543300.0,SONACOMS,Auto Ancillaries,650.3,-5.49,0.46,1248996,847667,732905,718.85,488.1,839.9,295.0,1.45,0.54,-1.55,640.22,612.77,640.19,612.49,49.99,0.81,0.96,2.06,2.37,24.26,19.31,,1732215,,,38137.52,543300.0_SONACOMS
Sona Machinery,-1.0,SONAMAC,Engineering,210.0,38.34,,201316,144250,99000,247.1,115.1,247.1,115.1,5.53,-9.85,38.63,166.54,144.22,165.22,143.66,58.72,17.79,19.2,14.94,14.23,,,,151736,,,288.2,-1.0_SONAMAC
Sonal Adhesives,526901.0,__NA__,Packaging,78.0,2.04,-27.87,10356,34788,3523,113.9,55.5,170.55,4.0,-1.3,9.22,17.12,74.91,77.57,74.74,77.55,57.03,2.47,2.49,1.14,0.81,22.11,125.41,,8416,38.32,19.08,47.26,526901.0___NA__
Sonal Mercantile,538943.0,__NA__,Finance & Investments,112.0,13.8,25.25,1316,483,249,132.0,68.0,170.2,4.73,1.31,-1.82,-3.44,105.74,96.46,105.54,96.31,52.07,2.58,2.89,3.12,3.25,38.29,78.16,45.5,2743,,,165.06,538943.0___NA__
Sonalis Consumer,543924.0,__NA__,Trading,67.46,79.89,93.57,13412,10000,8000,92.3,0.0,92.3,0.0,-4.99,14.11,10.59,57.36,48.62,56.95,48.43,58.67,1.08,0.53,-0.2,-0.51,49.41,,,24754,,,13.49,543924.0___NA__
Sonam,-1.0,SONAMLTD,Miscellaneous,39.88,-3.93,7.77,34187,16416,5730,47.5,23.75,47.5,7.7,1.24,0.79,-1.28,39.82,37.31,39.84,37.29,48.86,-0.18,-0.2,-0.24,-0.25,54.29,39.15,31.7,34271,,,159.65,-1.0_SONAMLTD
Sonata Software,532221.0,SONATSOFTW,Computers - Software - Medium / Small,607.5,-18.85,-16.07,1075980,655387,478231,870.0,469.05,870.0,4.87,2.54,0.7,14.98,595.2,626.03,595.31,626.36,56.08,5.68,4.9,0.56,-0.72,17.38,28.0,34.94,676707,39.24,34.84,17035.79,532221.0_SONATSOFTW
Soni Medicare,539378.0,__NA__,Healthcare,25.75,2.26,-9.01,1112,982,1044,32.0,21.0,83.65,16.01,0.9,-1.72,11.09,26.74,26.57,26.78,26.58,45.38,-0.15,-0.06,0.17,0.25,11.67,-5.33,-6.74,827,-3.69,,10.98,539378.0___NA__
