Name,BSE Code,NSE Code,Industry,Current Price,Operating profit preceding quarter,Sales preceding year quarter,Operating profit preceding year quarter,Other income preceding year quarter,EBIDT preceding year quarter,Depreciation preceding year quarter,EBIT preceding year quarter,Interest preceding year quarter,Profit before tax preceding year quarter,Tax preceding year quarter,Profit after tax preceding year quarter,Extraordinary items preceding year quarter,Net Profit preceding year quarter,OPM preceding year quarter,NPM preceding year quarter,Equity Capital preceding year quarter,EPS preceding year quarter,Market Capitalization,join_key
Restaurant Brand,543248.0,RBA,Hotels,101.44,68.36,513.95,27.38,4.31,31.69,79.63,-47.94,32.02,-79.96,0.0,-73.37,0.0,-79.96,5.33,-15.56,492.75,-1.48,5052.12,543248.0_RBA
Restile Ceramics,515085.0,__NA__,Ceramics - Tiles / Sanitaryware,4.9,-0.18,0.53,-0.3,0.05,-0.25,0.1,-0.35,0.02,-0.37,0.0,-0.37,0.0,-0.37,-56.6,-69.81,98.28,-0.04,48.16,515085.0___NA__
Retina Paints,543902.0,__NA__,Paints / Varnishes,82.0,-1.72,5.92,0.17,,,,,,,,,,0.13,,,,0.13,114.3,543902.0___NA__
Retro Green,519191.0,__NA__,Tea,8.94,0.16,0.44,0.09,0.01,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,20.45,22.73,4.83,0.11,8.08,519191.0___NA__
Rex Pipes&Cables,-1.0,REXPIPES,Plastics Products,68.0,5.46,66.17,4.21,,,,,,,,,,1.75,,,,2.03,64.26,-1.0_REXPIPES
Rex Sealing,543744.0,__NA__,Packaging,177.0,0.99,13.11,-0.32,,,,,,,,,,-0.87,,,,-3.92,39.29,543744.0___NA__
Rexnord Electr.,531888.0,__NA__,Engineering,138.0,2.82,23.15,2.54,-1.8,3.12,0.82,2.3,0.33,-0.41,-0.05,1.06,-2.38,-0.37,10.97,4.58,11.16,-0.33,154.0,531888.0___NA__
Rhetan TMT Ltd,543590.0,__NA__,Steel - Medium / Small,14.75,2.57,52.78,6.7,,,,,,,,,,4.0,,,,0.05,1175.4,543590.0___NA__
RHI Magnesita,534076.0,RHIM,Refractories / Intermediates,643.15,116.78,874.78,46.99,-654.17,53.5,42.39,11.11,33.67,-683.24,-4.34,-20.71,-660.68,-678.91,5.37,-2.37,16.1,-36.11,13281.14,534076.0_RHIM
Riba Textiles,531952.0,__NA__,Textiles - Products,87.0,5.0,67.55,7.6,-0.37,7.23,1.01,6.22,1.2,5.02,1.17,3.85,0.0,3.85,11.25,5.7,9.65,3.99,83.95,531952.0___NA__
Rich Universe,530271.0,__NA__,Trading,19.84,-0.02,0.0,-0.16,0.32,0.16,0.0,0.16,0.0,0.16,0.0,0.16,0.0,0.16,,,7.25,0.22,14.38,530271.0___NA__
Richa Industries,532766.0,__NA__,Construction,1.47,-0.03,43.03,2.64,1.4,4.04,2.15,1.89,7.15,-5.26,0.1,-5.35,0.0,-5.35,6.14,-12.43,23.52,-2.28,3.45,532766.0___NA__
Richa Info,-1.0,RICHA,Computers - Hardware,65.0,1.03,24.64,2.39,0.0,1.06,0.05,1.01,0.16,0.85,0.22,0.63,0.0,0.56,6.41,3.81,2.43,2.3,15.8,-1.0_RICHA
Richfield Fin,539435.0,__NA__,Finance & Investments,60.9,0.28,0.17,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,11.76,11.76,3.75,0.05,22.84,539435.0___NA__
Rico Auto Inds,520008.0,RICOAUTO,Auto Ancillaries,136.45,58.25,602.98,66.89,6.11,73.12,30.93,42.19,15.07,27.0,1.09,26.01,-0.12,25.91,11.09,4.32,13.53,1.91,1846.1,520008.0_RICOAUTO
Riddhi Corporate,540590.0,__NA__,Computers - Software - Medium / Small,83.98,7.78,51.14,9.72,0.49,10.21,4.72,5.49,2.08,3.41,0.93,2.48,0.0,2.48,19.01,4.85,11.38,2.09,99.65,540590.0___NA__
Riddhi Siddhi Gl,524480.0,__NA__,Trading,587.45,2.48,70.25,-3.38,-85.71,13.05,2.97,10.08,1.92,-93.98,-1.99,7.36,-102.14,-91.99,-4.81,14.45,7.13,-93.58,418.83,524480.0___NA__
Riddhi Steel,540082.0,__NA__,Steel - Medium / Small,56.0,9.56,141.95,8.07,,,,,,,,,,1.85,,,,2.23,46.43,540082.0___NA__
RIR Power Electr,517035.0,__NA__,Electronics - Components,1895.0,1.55,16.26,1.69,0.9,2.59,0.3,2.29,0.36,1.93,0.73,1.2,0.0,1.2,10.39,7.38,6.9,1.72,1318.92,517035.0___NA__
Risa Internatio.,530251.0,__NA__,Trading,0.66,-0.07,0.0,-0.12,0.0,-0.12,0.0,-0.12,0.0,-0.12,0.0,-0.12,0.0,-0.12,,,31.9,-0.01,10.53,530251.0___NA__
Rish.Digh.Steel,531539.0,__NA__,Steel - Medium / Small,34.0,-0.14,0.0,-0.15,0.02,-0.13,0.05,-0.18,0.03,-0.21,-0.01,-0.2,0.0,-0.2,,,,-0.36,18.67,531539.0___NA__
Rishabh Instrum.,543977.0,RISHABH,Electric Equipment,454.5,4.78,174.49,24.97,2.54,27.51,6.8,20.71,1.31,19.4,4.29,14.89,0.0,15.11,14.31,8.66,,5.09,1737.06,543977.0_RISHABH
Rishabh Sp. Yarn,514177.0,__NA__,Textiles - Processing,82.66,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,,,3.57,-0.06,29.43,514177.0___NA__
Rishi Laser,526861.0,__NA__,Engineering,132.9,2.48,33.74,2.61,0.24,2.85,0.68,2.17,0.67,1.5,-0.34,1.84,0.0,1.84,7.74,5.45,9.19,2.0,122.14,526861.0___NA__
Rishi Techtex,523021.0,__NA__,Packaging,55.8,1.68,28.49,1.67,0.18,1.85,0.63,1.22,0.73,0.49,-0.07,0.55,0.0,0.55,5.86,1.93,7.39,0.74,41.23,523021.0___NA__
Rishiroop,526492.0,__NA__,Trading,174.5,2.31,20.33,2.33,-0.42,1.91,0.2,1.71,0.04,1.67,0.44,1.24,0.0,1.24,11.46,6.1,9.16,1.35,159.91,526492.0___NA__
Rita Finance and,543256.0,__NA__,Finance & Investments,17.38,0.23,0.16,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.03,0.09,0.0,0.09,75.0,56.25,10.0,0.09,17.38,543256.0___NA__
Ritco Logistics,542383.0,RITCO,Miscellaneous,324.05,19.92,196.74,14.62,1.15,15.77,1.43,14.34,4.8,9.54,3.31,6.24,0.0,6.24,7.43,3.17,24.48,2.55,793.19,542383.0_RITCO
Rite Zone,-1.0,RITEZONE,Chemicals,42.3,0.7,12.12,0.9,,,,,,,,,,0.66,,,,1.56,17.89,-1.0_RITEZONE
Rites,541556.0,RITES,Engineering - Turnkey Services,689.95,168.91,686.81,191.26,18.82,210.08,16.63,193.45,2.32,191.13,52.24,132.01,0.0,138.89,27.85,20.22,240.3,5.49,16579.61,541556.0_RITES
Ritesh Intl.,519097.0,__NA__,Chemicals,27.48,0.39,19.76,-1.12,-0.45,-1.07,0.1,-1.17,0.13,-1.8,-0.08,-1.28,-0.5,-1.71,-5.67,-6.48,8.55,-2.0,23.5,519097.0___NA__
Rithwik Facility,540843.0,__NA__,Miscellaneous,121.6,2.11,16.83,1.97,,,,,,,,,,1.21,,,,3.95,37.21,540843.0___NA__
RKD Agri,511169.0,__NA__,Trading,7.92,0.0,0.48,0.05,0.0,0.05,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,10.42,0.0,,0.0,36.14,511169.0___NA__
RKEC Projects,-1.0,RKEC,Construction,125.39,20.48,98.87,19.57,0.13,19.7,1.58,18.12,7.5,10.62,10.55,0.07,0.0,0.07,19.79,0.07,,0.03,300.82,-1.0_RKEC
RLF,512618.0,__NA__,Textiles - Products,12.2,-0.22,0.0,-0.38,-2.19,-0.13,0.0,-0.13,0.04,-2.61,0.0,-0.17,-2.44,-2.61,,,9.8,-2.61,12.19,512618.0___NA__
RMC Switchgears,540358.0,__NA__,Electric Equipment,648.0,20.35,67.24,12.41,,,,,,,,,,5.6,,,,5.44,667.98,540358.0___NA__
Robust Hotels,543901.0,RHL,Hotels,193.0,8.77,30.11,9.15,0.25,9.4,4.82,4.58,4.07,0.51,15.32,-14.8,0.0,-14.8,30.39,-49.15,224.18,,333.72,543901.0_RHL
Rockingdeals Cir,-1.0,ROCKINGDCE,Trading,638.8,0.02,,,,,,,,,,,,,,,,,361.5,-1.0_ROCKINGDCE
Rodium Realty,531822.0,__NA__,Construction,75.5,-0.79,17.9,0.76,1.51,2.27,0.02,2.25,0.4,1.85,0.61,1.24,0.0,1.24,4.25,6.93,3.45,3.82,24.52,531822.0___NA__
Rolcon Engg. Co.,505807.0,__NA__,Engineering,537.1,0.55,13.34,1.58,0.31,1.89,0.3,1.59,0.02,1.57,0.49,1.07,0.0,1.07,11.84,8.02,0.76,14.15,40.82,505807.0___NA__
Rolex Rings,543325.0,ROLEXRINGS,Castings & Forgings,2497.9,52.65,299.48,64.58,0.25,64.83,7.35,57.48,0.4,57.08,10.68,46.41,0.0,46.41,21.56,15.5,27.23,17.04,6802.62,543325.0_ROLEXRINGS
Rollatainers,502448.0,ROLLT,Packaging,4.64,0.17,0.46,0.27,0.15,1.03,0.05,0.98,0.54,-0.17,0.0,0.12,-0.61,-0.18,58.7,93.48,25.01,0.0,116.06,502448.0_ROLLT
Rolta India,500366.0,ROLTA,Computers - Software - Medium / Small,5.26,-11.38,16.84,-65.36,-200.83,262.74,21.69,241.05,242.64,-530.52,84.96,-171.26,-528.93,-615.48,-388.12,-1016.98,165.89,-37.1,87.26,500366.0_ROLTA
Roni Households,542145.0,__NA__,Plastics Products,44.5,0.29,3.26,0.23,,,,,,,,,,-0.05,,,,-0.1,25.57,542145.0___NA__
Roopa Industries,530991.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,56.25,0.88,17.87,0.48,0.6,1.08,0.24,0.84,0.6,0.24,0.01,0.23,0.0,0.23,2.69,1.29,7.87,0.29,44.25,530991.0___NA__
Rose Merc.,512115.0,__NA__,Trading,137.55,-0.36,1.28,-0.08,0.14,0.06,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.06,-6.25,4.69,,0.28,60.03,512115.0___NA__
Roselabs Finance,531324.0,__NA__,Construction,33.4,-0.04,0.0,-0.22,2.68,-0.14,0.0,-0.14,0.0,2.46,0.0,-0.14,2.6,2.46,,,10.0,2.46,33.4,531324.0___NA__
Rossari Biotech,543213.0,ROSSARI,Chemicals,850.6,63.67,406.47,54.59,3.01,57.6,16.02,41.58,4.35,37.23,8.26,28.98,0.0,28.98,13.43,7.13,11.01,5.25,4699.35,543213.0_ROSSARI
Rossell India,533168.0,ROSSELLIND,Diversified - Medium / Small,577.0,7.98,67.51,-12.42,1.37,-10.99,3.48,-14.47,2.42,-16.95,-2.49,-14.4,-0.06,-14.46,-18.4,-21.33,7.34,-3.84,2175.08,533168.0_ROSSELLIND
Roto Pumps,517500.0,ROTO,Pumps,621.75,11.39,71.96,18.53,0.56,19.09,2.63,16.46,1.05,15.41,4.41,10.98,0.0,11.01,25.75,15.3,3.14,3.5,1952.75,517500.0_ROTO
Rotographics (I),539922.0,__NA__,Trading,42.87,-0.03,0.11,0.03,0.01,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,27.27,36.36,3.6,0.11,15.44,539922.0___NA__
Route Mobile,543228.0,ROUTE,Computers - Software - Medium / Small,1880.95,125.19,1008.66,131.97,14.6,146.57,21.23,125.34,4.98,120.36,16.31,101.61,0.0,104.05,13.08,10.32,62.87,16.27,11810.22,543228.0_ROUTE
ROX Hi-Tech,-1.0,ROXHITECH,Trading,131.0,15.53,,,,,,,,,,,,,,,,,299.17,-1.0_ROXHITECH
Royal,544143.0,__NA__,Trading,136.5,,,,,,,,,,,,,,,,,,66.88,544143.0___NA__
Royal Cush. Vin.,526193.0,__NA__,Plastics Products,40.11,0.49,10.69,-3.11,1.42,-1.69,0.51,-2.2,0.73,-2.93,0.0,-2.93,0.0,-2.93,-29.09,-27.41,12.07,-2.43,146.75,526193.0___NA__
Royal India Corp,512047.0,__NA__,Trading,37.1,-0.75,7.97,-4.84,0.93,-3.91,0.01,-3.92,0.23,-4.15,-3.1,-1.05,0.0,-1.05,-60.73,-13.17,23.08,-0.45,285.56,512047.0___NA__
Royal Orch.Hotel,532699.0,ROHLTD,Hotels,361.55,24.73,72.55,21.82,3.99,25.81,4.83,20.98,4.77,16.21,4.17,12.68,0.0,13.12,30.08,18.08,27.43,4.62,991.56,532699.0_ROHLTD
Royale Manor,526640.0,__NA__,Hotels,42.2,2.95,6.16,1.06,0.85,1.91,0.27,1.64,0.19,1.45,0.22,1.22,0.0,1.22,17.21,19.81,17.88,0.65,83.7,526640.0___NA__
RPG LifeScience.,532983.0,RPGLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,1648.8,37.9,118.49,15.91,1.84,17.75,3.89,13.86,0.05,13.81,3.46,10.35,0.0,10.35,13.43,8.73,13.23,6.26,2726.97,532983.0_RPGLIFE
RPP Infra Proj.,533284.0,RPPINFRA,Construction,135.95,11.16,305.65,11.4,14.77,26.17,3.06,23.11,1.97,21.14,5.13,16.01,0.0,16.01,3.73,5.24,,4.31,515.79,533284.0_RPPINFRA
RPSG Ventures,542333.0,RPSGVENT,Computers - Software - Medium / Small,720.0,193.51,1791.85,162.92,11.4,174.32,74.36,99.96,145.35,-45.39,86.76,-123.02,0.0,-132.15,9.09,-7.38,26.64,-41.69,2382.24,542333.0_RPSGVENT
RR Metalmakers,531667.0,__NA__,Trading,46.2,1.81,14.94,1.34,0.11,1.45,0.1,1.35,0.87,0.48,-0.06,0.53,0.0,0.53,8.97,3.55,7.81,0.59,41.62,531667.0___NA__
RRIL,531307.0,__NA__,Construction,23.88,1.39,43.89,7.1,0.87,7.97,0.13,7.84,0.46,7.38,2.21,5.16,0.0,5.16,16.18,11.76,60.61,0.43,289.47,531307.0___NA__
RSC Internl.,530179.0,__NA__,Trading,14.22,0.04,0.0,-0.04,0.05,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,,,5.29,0.0,8.18,530179.0___NA__
RSD Finance,539875.0,__NA__,Finance & Investments,110.0,9.22,23.52,4.5,1.23,5.73,3.33,2.4,0.88,1.52,0.6,0.93,0.0,0.93,19.13,3.95,6.47,0.87,142.41,539875.0___NA__
RSWM Ltd,500350.0,RSWM,Textiles - Cotton/Blended,214.6,15.31,956.23,47.99,42.88,90.87,32.5,58.37,16.12,42.25,-2.45,44.7,0.0,44.7,5.02,4.67,23.55,9.49,1010.79,500350.0_RSWM
RTCL,531552.0,__NA__,Construction,18.4,-0.66,0.1,-0.14,0.6,0.51,0.03,0.48,0.03,0.4,0.37,0.17,-0.05,0.17,-140.0,170.0,12.0,0.14,22.08,531552.0___NA__
RTS Power Corpn.,531215.0,__NA__,Electric Equipment,210.75,2.86,45.4,3.27,0.48,3.75,0.59,3.16,0.93,2.23,1.4,0.82,0.0,0.82,7.2,1.81,9.17,0.89,193.23,531215.0___NA__
Rubfila Intl.,500367.0,__NA__,Miscellaneous,82.52,5.63,113.39,9.75,1.07,10.82,2.27,8.55,-0.02,8.57,2.69,5.89,0.0,5.89,8.6,5.19,27.13,1.09,447.8,500367.0___NA__
Ruby Mills,503169.0,RUBYMILLS,Textiles - Composite,222.05,15.52,76.96,14.21,1.82,16.03,2.22,13.81,0.86,12.95,1.89,11.06,0.0,11.06,18.46,14.37,8.36,3.31,742.54,503169.0_RUBYMILLS
Ruchi Infrastr.,509020.0,RUCHINFRA,Miscellaneous,12.45,5.17,13.89,3.2,0.76,3.96,4.24,-0.28,2.26,-2.54,-0.41,-2.13,0.0,-2.13,23.04,-15.33,20.52,-0.1,280.0,509020.0_RUCHINFRA
Ruchira Papers,532785.0,RUCHIRA,Paper,138.45,13.56,180.68,29.79,0.25,30.04,3.94,26.1,0.85,25.25,6.39,18.86,0.0,18.86,16.49,10.44,25.2,6.32,413.24,532785.0_RUCHIRA
Rudra Ecovation,514010.0,__NA__,Textiles - Cotton/Blended,59.99,1.0,5.54,-0.19,3.43,0.19,0.13,0.06,0.38,2.73,0.23,-0.32,3.05,2.5,-3.43,-5.78,8.63,0.29,517.41,514010.0___NA__
Rudra Gas,544121.0,__NA__,Construction,183.0,,,,,,,,,,,,,,,,,,152.59,544121.0___NA__
Rudra Global,539226.0,__NA__,Steel - Medium / Small,54.95,6.67,137.42,10.24,-1.35,8.6,1.18,7.42,3.5,4.21,0.01,4.09,0.29,4.21,7.45,2.98,25.09,0.42,551.35,539226.0___NA__
Rudrabhish. Ent.,-1.0,REPL,Miscellaneous,180.6,6.17,31.73,0.58,2.75,3.33,0.41,2.92,0.46,2.46,0.61,1.85,0.0,1.85,1.83,5.83,17.34,1.07,313.22,-1.0_REPL
Rulka,-1.0,RULKA,Engineering - Turnkey Services,548.5,4.06,,,,,,,,,,,,,,,,,233.57,-1.0_RULKA
Rungta Irrigatn.,530449.0,__NA__,Plastics Products,111.05,1.99,44.86,2.0,0.46,2.46,0.37,2.09,0.72,1.37,0.36,1.01,0.0,1.01,4.46,2.25,8.86,0.51,221.23,530449.0___NA__
Rupa & Co,533552.0,RUPA,Textiles - Products,282.95,32.94,406.79,27.35,4.79,32.14,3.28,28.86,4.76,24.1,5.21,18.89,0.0,18.89,6.72,4.64,7.96,2.38,2250.16,533552.0_RUPA
Rushil Decor,533470.0,RUSHIL,Miscellaneous,350.2,30.65,213.92,28.21,0.32,28.53,6.32,22.21,6.54,15.67,2.11,13.56,0.0,13.56,13.19,6.34,19.91,5.12,929.48,533470.0_RUSHIL
S & S Power Swit,517273.0,S&SPOWER,Electric Equipment,255.95,4.63,46.38,1.33,1.5,2.93,0.52,2.41,0.95,1.36,0.41,0.68,-0.1,0.95,2.87,2.2,6.2,1.02,158.69,517273.0_S&SPOWER
S & T Corporatio,514197.0,__NA__,Construction,20.41,-0.1,-0.13,-0.26,0.05,-0.21,0.0,-0.21,0.0,-0.21,0.0,-0.22,0.0,-0.22,,,,-0.07,64.96,514197.0___NA__
S A I L,500113.0,SAIL,Steel - Large,149.45,2142.46,29130.66,2924.16,519.35,3483.93,1364.67,2119.26,517.0,1561.84,402.63,1188.04,-40.42,1159.21,10.04,4.08,4130.53,2.81,61730.72,500113.0_SAIL
S C I,523598.0,SCI,Shipping,255.0,417.16,1418.14,464.88,34.07,498.95,195.82,303.13,49.57,253.56,-106.27,359.83,0.0,359.83,32.78,25.37,465.8,7.72,11877.89,523598.0_SCI
S Chand & Compan,540497.0,SCHAND,Printing & Stationery,230.2,-40.26,390.51,146.64,8.07,154.71,13.53,141.18,6.83,134.35,32.65,101.7,0.0,101.7,37.55,26.04,17.52,29.29,810.7,540497.0_SCHAND
S H Kelkar & Co.,539450.0,SHK,Chemicals,191.7,76.78,472.43,67.25,-20.44,68.57,20.52,48.05,7.47,18.82,17.69,5.2,-21.76,1.13,14.23,1.1,138.42,0.17,2653.51,539450.0_SHK
S I Cap. & Fin.,530907.0,__NA__,Finance & Investments,32.0,-0.04,0.29,0.0,0.01,0.01,0.01,0.0,0.05,-0.05,0.0,-0.05,0.0,-0.05,0.0,-17.24,3.0,-0.15,14.4,530907.0___NA__
S I Paper Mills,516108.0,__NA__,Paper,100.8,4.71,69.06,-7.22,0.94,-6.28,4.39,-10.67,5.01,-15.68,-5.37,-10.3,0.0,-10.3,-10.45,-14.91,15.0,-5.49,189.02,516108.0___NA__
S J Logistics (I,-1.0,SJLOGISTIC,Miscellaneous,484.0,13.13,,,,,,,,,,,,,,,,,700.99,-1.0_SJLOGISTIC
S K Internation.,542728.0,__NA__,Textiles - Products,17.1,-0.29,3.59,0.3,,,,,,,,,,0.47,,,,0.64,12.54,542728.0___NA__
S P Apparels,540048.0,SPAL,Textiles - Products,740.45,34.47,275.16,39.75,1.9,41.65,9.17,32.48,7.07,25.41,4.9,20.52,0.0,20.52,14.45,7.46,25.69,8.21,1857.98,540048.0_SPAL
S P Capital Fin.,530289.0,__NA__,Finance & Investments,46.0,0.38,0.44,0.27,-0.05,0.22,0.0,0.22,0.15,0.07,0.01,0.06,0.0,0.06,61.36,13.64,6.01,0.1,27.64,530289.0___NA__
S P I C,590030.0,SPIC,Fertilizers,85.1,55.96,671.52,51.29,7.4,58.69,10.32,48.37,6.94,41.43,15.96,25.47,0.0,25.47,7.64,3.79,203.64,1.25,1732.97,590030.0_SPIC
S R G Securities,536710.0,__NA__,Finance & Investments,34.8,0.28,0.73,-0.19,,,,,,,,,,0.09,,,,0.17,18.71,536710.0___NA__
S R Industries,513515.0,__NA__,Leather / Leather Products,1.5,-0.08,5.22,-0.02,0.32,0.3,0.47,-0.17,0.9,-1.07,0.0,-1.07,0.0,-1.07,-0.38,-20.5,,-0.54,2.95,513515.0___NA__
S T C,512531.0,STCINDIA,Trading,160.65,-10.69,0.0,-13.65,27.06,12.15,0.0,12.15,1.94,11.47,4.22,6.45,1.26,7.25,,,60.0,1.21,963.9,512531.0_STCINDIA
S V Global Mill,535621.0,__NA__,Construction,99.75,0.27,1.68,0.05,-0.05,0.09,0.11,-0.02,0.01,-0.12,0.32,-0.58,-0.09,-0.42,2.98,-34.52,9.04,-0.23,180.38,535621.0___NA__
S. V. J. Enterp.,543799.0,__NA__,Paper,27.45,0.36,1.49,0.33,0.06,0.39,0.06,0.33,0.01,0.32,0.09,0.22,0.0,0.22,22.15,14.77,0.43,0.39,15.29,543799.0___NA__
S.A.L Steel,532604.0,SALSTEEL,Steel - Sponge Iron,21.3,2.27,112.31,5.79,0.0,5.79,2.39,3.4,3.3,0.1,0.22,-0.12,0.0,-0.12,5.16,-0.11,84.97,-0.01,180.98,532604.0_SALSTEEL
S.M. Gold,542034.0,__NA__,Diamond Cutting / Jewellery,17.84,1.22,23.96,-0.53,1.21,0.68,0.02,0.66,0.28,0.38,0.1,0.28,0.0,0.28,-2.21,1.17,,0.28,17.91,542034.0___NA__
Saakshi Medtech,-1.0,SAAKSHI,Electric Equipment,302.45,9.79,68.81,11.93,,,,,,,,,,7.07,,,,,533.99,-1.0_SAAKSHI
SAB Events,540081.0,SABEVENTS,Entertainment / Electronic Media Software,9.71,-0.32,0.72,0.14,0.09,0.23,0.2,0.03,-0.18,0.21,0.0,0.21,0.0,0.21,19.44,29.17,10.48,0.2,10.18,540081.0_SABEVENTS
SAB Industries,539112.0,__NA__,Construction,172.0,-9.01,0.0,-1.25,11.2,9.95,0.04,9.91,0.04,9.87,-0.08,9.95,0.0,9.95,,,15.21,6.54,261.62,539112.0___NA__
Sabar Flex India,-1.0,SABAR,Packaging,20.9,4.17,61.45,2.67,,,,,,,,,,0.9,,,,0.6,31.5,-1.0_SABAR
Saboo Sodium,530461.0,__NA__,Food - Processing - Indian,18.72,3.02,12.62,-4.54,0.44,-4.1,0.5,-4.6,0.54,-5.14,0.0,-5.15,0.0,-5.15,-35.97,-40.81,24.18,-1.23,78.57,530461.0___NA__
Sabrimala Indus.,540132.0,__NA__,Trading,8.82,-0.06,1.07,-0.24,0.13,-0.11,0.0,-0.11,0.0,-0.11,0.0,-0.11,0.0,-0.11,-22.43,-10.28,8.71,-0.13,7.69,540132.0___NA__
Sacheta Metals,531869.0,__NA__,Aluminium and Aluminium Products,20.72,1.24,27.98,1.42,0.0,1.42,0.47,0.95,0.2,0.75,0.23,0.52,0.0,0.52,5.08,1.86,19.13,0.27,51.8,531869.0___NA__
Sadbhav Engg.,532710.0,SADBHAV,Construction,28.5,55.91,425.67,-215.73,239.86,-61.21,33.82,-95.03,-78.57,68.88,-10.15,-1.51,85.34,79.03,-50.68,-0.35,17.16,-1.47,488.97,532710.0_SADBHAV
Sadbhav Infra.,539346.0,SADBHIN,Construction,5.76,80.24,157.02,93.14,150.72,145.67,24.45,121.22,-109.22,328.63,-16.34,244.8,98.19,344.98,59.32,157.23,352.23,9.71,202.87,539346.0_SADBHIN
Sadhana Nitro,506642.0,SADHNANIQ,Chemicals,68.05,11.4,48.16,9.7,0.32,10.02,2.68,7.34,4.27,3.07,1.31,1.76,0.0,1.76,20.14,3.65,19.56,0.07,1681.22,506642.0_SADHNANIQ
Sadhav,-1.0,SADHAV,Shipping,237.0,9.6,77.81,16.7,,,,,,,,,,7.75,,,,,340.15,-1.0_SADHAV
Sadhna Broadcast,540821.0,__NA__,Entertainment / Electronic Media Software,3.84,-1.71,12.85,4.79,0.73,5.52,0.15,5.37,0.0,5.37,-0.46,5.83,0.0,5.83,37.28,45.37,10.03,0.58,38.5,540821.0___NA__
Safa Systems,543461.0,__NA__,Trading,15.2,1.83,229.34,0.43,,,,,,,,,,1.35,,,,0.9,37.97,543461.0___NA__
Safari Inds.,523025.0,SAFARI,Moulded Luggage,2062.3,68.2,302.71,58.27,2.67,60.94,9.16,51.78,2.2,49.58,11.5,38.08,0.0,38.08,19.25,12.58,4.48,8.03,10057.24,523025.0_SAFARI
Saffron Industri,531436.0,__NA__,Paper,8.05,0.2,3.7,-2.73,0.01,-2.72,0.61,-3.33,0.0,-3.33,0.0,-3.33,0.0,-3.33,-73.78,-90.0,7.19,-4.63,5.79,531436.0___NA__
Sagar Cements,502090.0,SAGCEM,Cement - South India,249.85,87.06,621.54,38.86,181.04,219.9,41.55,178.35,51.91,126.44,38.51,87.93,0.0,87.93,6.25,14.15,23.5,6.92,3265.77,502090.0_SAGCEM
Sagar Diamonds,540715.0,__NA__,Diamond Cutting / Jewellery,25.02,348.15,4056.11,-444.2,,,,,,,,,,7.5,,,,5.93,31.63,540715.0___NA__
Sagar Soya Prod,507663.0,__NA__,Solvent Extraction,1.7,-0.07,0.0,-0.09,0.41,0.32,0.03,0.29,0.0,0.29,0.2,0.09,0.0,0.09,,,0.29,3.08,0.05,507663.0___NA__
Sagardeep Alloys,-1.0,SAGARDEEP,Mining / Minerals / Metals,27.02,0.5,21.48,0.08,0.14,0.22,0.16,0.06,0.19,-0.13,-0.05,-0.08,0.0,-0.08,0.37,-0.37,16.42,-0.05,46.07,-1.0_SAGARDEEP
SagarSoft (India,540143.0,__NA__,Computers - Software - Medium / Small,199.0,5.3,34.59,1.6,0.31,1.91,0.84,1.07,0.21,0.86,0.25,0.62,0.0,0.62,4.63,1.79,6.39,0.97,127.21,540143.0___NA__
Sah Polymers,543743.0,SAH,Packaging,92.35,0.79,19.89,1.53,0.52,2.05,0.54,1.51,0.72,0.79,0.29,0.5,0.0,0.5,7.69,2.51,,0.22,238.22,543743.0_SAH
Sahaj Fashions,-1.0,SAHAJ,Textiles - Products,20.75,,,,,,,,,,,,,,,,,,27.32,-1.0_SAHAJ
Sahana Systems,-1.0,SAHANA,Computers - Software - Medium / Small,1600.0,5.37,16.95,7.5,,,,,,,,,,4.35,,,,7.81,1279.43,-1.0_SAHANA
Sahara,544056.0,__NA__,Miscellaneous,50.0,,5.25,0.3,,,,,,,,,,0.07,,,,0.32,15.35,544056.0___NA__
Sahara Housing,511533.0,__NA__,Finance - Housing,35.2,1.37,3.08,1.79,0.0,1.79,0.14,1.65,1.04,0.61,0.37,0.24,0.0,0.24,58.12,7.79,7.0,0.34,24.65,511533.0___NA__
Sahyadri Industr,532841.0,SAHYADRI,Cement Products,429.0,12.45,166.91,14.58,0.81,15.39,6.0,9.39,2.68,6.71,1.98,4.73,0.0,4.73,8.74,2.83,10.95,4.32,469.6,532841.0_SAHYADRI
Sai Capital,531931.0,__NA__,Finance & Investments,151.0,-0.57,0.18,-6.57,4.29,-2.28,0.09,-2.37,0.15,-2.52,0.0,-2.48,0.0,-2.53,-3650.0,-1405.56,2.88,-8.61,43.48,531931.0___NA__
