Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,join_key
Sadbhav Engg.,532710.0,SADBHAV,Construction,28.25,484.68,,0.0,,-5.44,29.4,-1480.23,36.22,2.35,80.45,36.76,4164.7,17.16,-7.31,63.93,0.95,0.0,7.0,1.0,0.23,-66.75,64398.0,7.08,3.57,52.34,3.11,,462.01,1.39,,-64.93,119.09,52.34,1.82,54.57,0.3,0.2,-0.28,8.92,10.21,4.85,-3.39,-60.23,61442.0,532710.0_SADBHAV
Sadbhav Infra.,539346.0,SADBHIN,Construction,5.77,203.22,,0.0,,-1.34,,,70.34,9.56,98.17,23.53,3453.13,35.22,-16.1,,1.24,0.0,5.0,3.0,0.12,-11.66,45496.0,1.29,9.27,17.92,2.74,,1500.54,5.97,,17.92,,17.92,,28.93,0.06,0.0,0.0,0.66,-4.69,12.28,0.66,172.09,42111.0,539346.0_SADBHIN
Sadhana Nitro,506642.0,SADHNANIQ,Chemicals,67.42,1665.65,408.23,0.22,7.36,0.82,1.03,1.8,65.65,1.58,14.13,39.79,1890.38,24.71,9.17,0.73,0.95,0.0,6.0,1.0,0.38,2.2,43366.0,56.37,2.66,242.43,3.67,,375.83,5.66,5.84,594.24,142.9,242.43,494.7,34.3,0.05,0.05,-0.03,0.02,9.15,5.0,0.75,1.76,36520.0,506642.0_SADHNANIQ
Sadhav,-1.0,SADHAV,Shipping,237.0,340.15,37.18,0.0,3.86,7.87,0.76,22.35,69.44,4.21,0.0,26.89,400.2,1.44,61.32,,1.67,0.0,4.0,3.0,0.72,2.84,1428.0,69.44,15.8,38.25,1.92,,20.54,9.19,93.79,38.25,,38.25,0.0,30.54,0.03,,,0.0,,17.52,7.75,18.9,,-1.0_SADHAV
Sadhna Broadcast,540821.0,__NA__,Entertainment / Electronic Media Software,3.85,38.6,98.97,0.0,2.58,1.49,0.0,2.67,25.47,1.44,0.0,41.23,38.09,10.03,1.5,,1.38,0.0,7.0,2.0,0.59,1.74,56520.0,25.47,7.8,137.85,2.96,,60.64,2.16,1.07,137.85,,137.85,,74.53,0.0,0.0,0.0,0.0,1.41,3.55,-1.15,-2.23,57599.0,540821.0___NA__
Safa Systems,543461.0,__NA__,Trading,15.2,37.97,17.74,0.0,1.12,3.15,1.21,12.63,44.35,8.96,0.0,34.16,76.37,2.5,13.58,58.71,1.25,0.0,6.0,4.0,7.91,4.01,206.0,44.35,8.61,31.19,3.16,,37.12,7.62,16.18,32.38,5.03,31.19,6.22,55.65,0.0,0.0,0.0,0.0,11.24,9.86,2.57,9.78,228.0,543461.0___NA__
Safari Inds.,523025.0,SAFARI,Moulded Luggage,2074.95,10118.93,57.55,0.13,12.29,18.59,0.18,28.15,45.73,2.43,0.0,91.68,10046.84,4.88,168.86,3.05,2.4,0.0,6.0,5.0,1.64,1.15,35078.0,45.73,19.41,38.94,11.12,,101.67,20.94,370.09,91.24,67.9,38.94,120.19,20.61,13.14,-0.3,3.77,20.52,89.81,37.49,20.55,34.38,45251.0,523025.0_SAFARI
Saffron Industri,531436.0,__NA__,Paper,8.05,5.79,,0.0,,-17.85,,,60.49,-8.43,0.0,8.71,22.42,0.72,-17.49,3.31,0.12,0.0,5.0,4.0,1.53,-0.84,2142.0,60.49,-47.97,0.0,1.1,,-26.14,-17.44,,90.23,51.23,0.0,141.46,39.39,0.0,0.0,0.0,0.11,-14.79,-15.62,-14.11,,2066.0,531436.0___NA__
Sagar Cements,502090.0,SAGCEM,Cement - South India,249.7,3263.8,,0.27,1.7,-2.55,0.74,-4.5,48.31,1.04,79.89,25.9,4445.76,13.07,148.52,4.63,0.55,0.0,6.0,4.0,0.6,2.15,35638.0,9.72,0.83,30.27,2.04,,-7.46,1.09,,-154.6,459.6,30.27,274.73,31.72,2.7,-0.14,0.22,17.26,152.6,6.3,0.36,0.82,32421.0,502090.0_SAGCEM
Sagar Diamonds,540715.0,__NA__,Diamond Cutting / Jewellery,25.8,32.62,,0.0,0.98,0.18,0.02,20.06,73.26,-317.7,0.0,24.82,15.74,1.26,26.27,11.15,10.15,0.0,5.0,4.0,0.49,100.64,268.0,73.26,19.71,708.21,2.38,,5.23,-156.14,,383.94,344.99,708.21,20.71,26.73,0.0,0.0,0.0,0.0,71.19,45.31,0.42,38.53,263.0,540715.0___NA__
Sagar Soya Prod,507663.0,__NA__,Solvent Extraction,1.7,0.05,0.16,0.0,0.01,6.2,0.38,10.58,9.01,-36.61,0.0,21.13,-1.12,0.03,153.45,,19.69,,5.0,3.0,0.0,1.11,13454.0,9.01,4.99,,2.46,,,6.19,191.26,,,,,90.97,0.0,0.0,0.0,0.03,46.82,3.74,-2.33,-5.39,13457.0,507663.0___NA__
Sagardeep Alloys,-1.0,SAGARDEEP,Mining / Minerals / Metals,27.04,46.1,60.68,0.0,1.65,1.98,0.43,2.78,73.62,3.47,0.0,36.48,57.92,1.71,16.35,18.55,1.52,0.0,5.0,5.0,2.59,1.38,14104.0,73.62,4.81,36.51,3.89,,79.93,4.83,12.8,51.63,1.2,36.51,16.32,26.38,0.0,0.0,0.0,0.0,15.75,5.66,2.29,3.42,13971.0,-1.0_SAGARDEEP
SagarSoft (India,540143.0,__NA__,Computers - Software - Medium / Small,199.0,127.21,15.63,1.0,1.86,7.98,0.13,12.49,51.35,10.59,0.0,34.11,114.48,0.64,107.26,,2.9,99.45,5.0,4.0,1.49,1.49,3514.0,51.35,11.39,124.02,3.7,,91.57,11.11,178.08,124.02,,124.02,,42.19,0.0,0.0,0.0,6.46,96.59,19.18,8.57,13.26,3669.0,540143.0___NA__
Sah Polymers,543743.0,SAH,Packaging,92.35,238.22,297.78,0.54,2.83,0.72,0.36,0.95,60.46,1.92,0.0,26.93,256.12,2.58,32.56,2.6,1.34,0.0,4.0,3.0,0.85,1.53,7897.0,60.46,2.9,73.79,1.82,,176.66,3.77,15.07,191.21,49.13,73.79,166.54,36.4,3.15,-0.43,0.0,0.0,32.81,9.0,3.87,6.29,7707.0,543743.0_SAH
Sahaj Fashions,-1.0,SAHAJ,Textiles - Products,20.75,27.32,29.06,0.0,0.81,1.29,1.17,4.74,64.65,8.58,0.0,31.14,62.59,1.32,25.65,4.96,1.34,0.0,2.0,2.0,1.72,3.66,544.0,64.65,6.81,114.56,2.37,,145.94,6.16,20.3,153.95,34.25,114.56,73.64,35.34,0.0,0.0,0.0,0.0,,12.49,3.12,13.27,668.0,-1.0_SAHAJ
Sahana Systems,-1.0,SAHANA,Computers - Software - Medium / Small,1604.0,1282.63,85.27,0.0,24.1,62.33,0.24,142.29,62.88,1.56,0.0,34.11,1270.63,0.8,66.54,2.37,1.5,5.59,5.0,4.0,2.22,2.28,1264.0,62.88,102.61,48.97,3.7,,97.12,21.42,167.81,147.55,55.25,48.97,153.83,36.52,0.0,0.0,0.0,0.6,,76.49,32.36,83.13,890.0,-1.0_SAHANA
Sahara,544056.0,__NA__,Miscellaneous,50.0,15.35,19.68,0.0,1.28,8.09,0.11,14.74,72.33,6.61,0.0,38.47,11.96,0.31,39.21,,10.37,0.0,2.0,2.0,1.39,1.82,314.0,72.33,11.16,94.58,3.17,,123.93,5.49,47.34,94.58,,94.58,,27.67,0.0,0.0,0.0,0.0,,31.85,14.02,26.59,482.0,544056.0___NA__
Sahara Housing,511533.0,__NA__,Finance - Housing,36.2,25.35,18.11,0.0,0.49,1.41,0.88,2.75,71.35,11.74,0.0,20.22,47.18,0.7,73.89,,25.31,0.0,8.0,4.0,0.11,1.92,6101.0,71.35,17.44,0.0,2.8,,-17.18,5.62,57.66,0.0,,0.0,,28.64,0.0,0.0,0.0,0.0,71.83,6.35,1.34,2.87,6090.0,511533.0___NA__
Sahyadri Industr,532841.0,SAHYADRI,Cement Products,434.4,475.51,18.03,0.92,1.32,4.72,0.32,7.58,71.12,8.08,0.0,44.59,585.62,1.09,328.9,1.59,0.45,0.0,6.0,4.0,1.14,1.55,10512.0,71.12,8.39,18.22,2.38,,130.99,8.32,422.22,214.47,38.7,18.22,234.94,28.86,0.01,0.01,0.0,0.01,306.34,14.37,7.24,11.61,10792.0,532841.0_SAHYADRI
Sai Capital,531931.0,__NA__,Finance & Investments,151.0,43.48,,0.0,0.13,-3.53,0.05,-3.69,73.72,-22.75,69.18,23.18,31.46,0.29,1192.48,0.24,20.37,0.0,3.0,1.0,0.0,1.08,1520.0,22.72,-2.41,227.11,1.78,,182532.44,-2.03,,1474.19,121.67,227.11,1368.75,26.27,0.0,0.0,0.0,0.0,1237.28,1.61,0.7,0.72,1527.0,531931.0___NA__
Sai Silks,543989.0,KALAMANDIR,Trading,190.2,2917.02,28.93,0.0,2.75,7.05,0.44,13.82,60.8,6.4,0.0,60.14,2979.61,15.34,69.31,1.15,1.31,0.0,3.0,6.0,0.96,1.35,49089.0,60.8,9.41,0.88,5.58,,180.09,11.42,101.27,298.37,26.53,0.88,324.03,11.54,3.32,-1.27,0.59,20.42,,23.65,9.46,27.96,44969.0,543989.0_KALAMANDIR
Sai Swami Metals,544170.0,__NA__,Domestic Appliances,55.8,36.93,17.1,0.0,,8.36,0.77,617.14,62.15,8.41,0.0,89.61,41.56,0.66,,4.04,0.47,0.0,3.0,1.0,1.58,73.83,1144.0,62.15,44.63,120.35,6.87,,45.43,16.66,,65.72,145.07,120.35,90.44,37.28,0.45,,,0.12,,,,,,544170.0___NA__
Saianand Commer.,512097.0,__NA__,Trading,0.66,15.01,19.73,0.0,0.39,1.84,0.0,1.93,0.0,5.49,0.0,34.16,15.0,22.72,1.75,,19.77,0.0,6.0,3.0,0.13,1.04,19115.0,0.0,3.81,56.57,3.16,,1326.66,1.98,1.15,56.57,,56.57,0.0,100.01,0.0,0.0,0.0,0.0,1.71,-2.45,-2.37,-2.74,16063.0,512097.0___NA__
Sailani Tours N,543541.0,__NA__,Travel Agencies,24.7,11.62,38.73,0.0,1.6,3.02,0.1,4.32,36.03,3.77,0.0,71.85,12.2,0.47,15.39,0.5,3.37,0.0,3.0,2.0,2.36,1.43,145.0,36.03,6.25,39.52,4.46,,65.03,5.04,14.86,39.52,,39.52,,63.97,0.0,0.0,0.0,0.0,14.77,10.2,5.3,10.11,120.0,543541.0___NA__
Sainik Finance,530265.0,__NA__,Finance & Investments,46.95,51.08,25.54,0.0,1.36,1.31,2.65,5.49,70.24,8.67,0.0,23.18,144.91,1.09,34.39,,1.43,0.0,5.0,4.0,0.1,4.07,3639.0,70.24,147.97,0.0,1.78,,27.76,8.33,37.72,0.0,,0.0,,29.75,0.0,0.0,0.0,0.0,32.55,9.17,-0.04,-0.25,3551.0,530265.0___NA__
Saint-Gob. Sekur,515043.0,__NA__,Glass & Glass Products,134.55,1225.9,39.26,1.49,6.17,14.42,0.01,16.46,75.0,3.6,0.0,44.38,1222.06,9.11,21.8,6.65,8.19,0.0,7.0,5.0,0.93,1.09,35865.0,75.0,15.72,35.06,6.47,,325.57,19.1,41.01,52.62,57.18,35.06,74.74,24.7,0.29,0.0,0.0,0.0,19.85,18.4,11.63,13.29,34917.0,515043.0___NA__
Sakar Healthcare,-1.0,SAKAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,311.3,677.08,58.02,0.0,2.58,3.22,0.26,5.36,53.15,3.12,0.0,34.7,745.66,2.17,120.65,3.88,0.74,67.42,6.0,3.0,0.42,1.38,7386.0,53.15,5.06,49.77,3.58,,62.48,6.04,120.69,50.99,119.75,49.77,120.97,22.71,13.52,-0.24,0.0,10.62,91.09,8.91,4.23,8.49,7001.0,-1.0_SAKAR
Saksoft,590051.0,SAKSOFT,Computers - Software - Medium / Small,284.15,3012.29,31.38,0.29,5.96,14.2,0.05,21.14,66.64,4.7,0.0,34.11,2846.12,10.6,47.68,,1.94,0.0,5.0,3.0,1.12,1.34,92699.0,66.64,17.47,77.62,3.7,,7.71,16.75,98.65,77.62,,77.62,,24.35,4.0,0.07,-0.03,0.0,38.28,28.41,15.92,22.67,88865.0,590051.0_SAKSOFT
Sakthi Finance,511066.0,__NA__,Finance & Investments,57.95,374.97,23.86,1.21,1.72,1.15,5.38,7.39,67.02,9.5,0.0,23.18,1450.44,6.47,33.75,,4.02,0.0,7.0,5.0,0.15,6.24,10536.0,67.02,63.47,3.28,1.78,,-22.95,9.63,42.94,3.28,,3.28,,32.99,0.0,0.0,0.0,0.0,31.97,10.01,0.97,6.18,9872.0,511066.0___NA__
Sakthi Sugars,507315.0,SAKHTISUG,Sugar,39.82,473.3,,0.0,3.99,-3.64,6.56,-109.4,59.83,4.06,70.77,16.08,1240.41,11.88,9.92,10.71,0.67,0.0,6.0,4.0,0.66,13.63,66448.0,17.49,5.25,2.41,1.31,,-21.43,3.24,49.32,-27.48,69.19,2.41,39.29,39.3,0.05,0.05,0.0,0.04,-0.91,10.81,0.71,,56748.0,507315.0_SAKHTISUG
Sakuma Exports,532713.0,SAKUMA,Trading,36.28,1137.56,28.44,0.14,2.4,6.41,0.21,8.93,61.88,4.32,0.0,34.16,1210.87,31.35,15.4,17.36,2.78,0.0,5.0,2.0,3.41,1.29,56354.0,61.88,7.84,62.44,3.16,,90.44,7.52,21.02,81.12,3.03,62.44,21.71,37.92,0.21,0.18,0.0,0.0,13.16,9.08,4.08,6.39,44387.0,532713.0_SAKUMA
SAL Automotive,539353.0,__NA__,Automobiles - Tractors,514.2,123.29,24.17,0.78,3.17,4.21,0.69,13.82,75.0,6.69,0.0,23.78,145.05,0.24,161.95,10.45,0.72,0.0,7.0,5.0,2.54,3.12,1939.0,75.0,11.84,43.63,3.12,,26.05,8.53,278.4,14.94,61.62,43.63,32.93,20.56,0.0,0.0,0.0,4.44,145.76,13.38,3.99,14.4,1924.0,539353.0___NA__
Salasar Exterior,-1.0,SECL,Construction,17.65,181.7,3028.33,0.0,15.13,0.16,0.78,0.5,69.39,0.03,95.18,23.53,190.88,10.29,1.17,0.37,1.2,0.0,3.0,0.0,0.01,3.07,406.0,3.34,0.19,23503.39,2.74,,33215.0,0.15,0.39,23617.9,878.5,23503.39,993.01,30.6,0.0,0.0,0.0,0.0,1.16,3.18,2.32,7.01,276.0,-1.0_SECL
Salasar Techno,540642.0,SALASAR,Steel - Medium / Small,18.39,3115.76,58.89,0.11,6.43,5.13,0.78,12.44,58.76,3.4,4.02,27.86,3436.47,169.43,2.85,-0.17,0.83,0.0,4.0,4.0,1.17,2.29,450357.0,56.4,10.95,97.82,2.94,,153.48,10.05,4.64,97.82,,97.82,,34.95,6.27,-2.58,0.0,0.0,2.54,14.3,5.09,11.89,76802.0,540642.0_SALASAR
Salem Erode Inv.,540181.0,__NA__,Finance & Investments,51.89,59.5,,0.0,2.47,-4.18,0.83,-7.28,75.0,-0.28,0.0,23.18,65.1,1.15,21.0,,9.23,0.0,4.0,3.0,0.09,1.81,1262.0,75.0,-0.47,0.0,1.78,,1195.84,-0.38,,0.0,,0.0,,24.26,0.0,0.0,0.0,0.73,22.59,4.03,-0.25,-0.39,1192.0,540181.0___NA__
Salguti Industri,526554.0,__NA__,Packaging,41.19,31.06,,0.0,3.49,-0.21,3.63,-1.34,67.07,3.67,0.0,26.93,63.17,0.75,11.81,2.86,0.77,0.0,4.0,2.0,1.51,6.44,3211.0,67.07,1.78,87.37,1.82,,134.66,4.03,,127.93,89.3,87.37,129.86,29.62,0.0,0.0,0.0,0.0,11.97,7.23,0.02,0.11,3211.0,526554.0___NA__
Salona Cotspin,590056.0,SALONA,Textiles - Cotton/Blended,303.75,159.78,26.07,0.0,2.01,1.93,3.22,7.96,67.09,5.69,0.0,26.01,415.44,0.53,151.58,11.02,0.94,0.0,2.0,3.0,2.28,3.97,2607.0,67.09,5.77,72.84,1.46,,114.37,6.49,199.32,99.68,7.11,72.84,33.94,32.91,0.0,0.0,0.0,0.0,140.96,13.83,7.02,26.6,2967.0,590056.0_SALONA
Salora Intl.,500370.0,__NA__,Trading,65.48,57.71,,0.0,1.01,-2.6,0.28,-3.64,73.76,-1.82,0.0,60.14,73.15,0.88,64.04,7.82,0.44,0.0,6.0,5.0,1.98,1.42,3794.0,73.76,-4.29,12.96,5.58,,47.83,-1.64,,48.29,6.59,12.96,41.92,26.25,0.0,0.0,0.0,0.0,66.4,-3.84,-1.44,-2.06,3797.0,500370.0___NA__
Salzer Electron.,517059.0,SALZERELEC,Electric Equipment,906.4,1575.56,36.49,0.23,3.38,4.68,0.66,10.09,37.31,4.98,22.92,58.82,1879.34,1.74,268.12,3.1,0.84,12.29,6.0,4.0,1.23,1.98,35035.0,28.76,8.88,103.45,8.34,,162.13,9.59,387.16,182.75,42.4,103.45,121.69,59.37,3.2,-0.5,-0.02,0.12,241.22,11.96,4.45,9.7,28291.0,517059.0_SALZERELEC
Sam Industries,532005.0,__NA__,Construction,75.5,83.72,7.8,0.0,1.24,12.82,0.39,17.17,74.83,11.59,0.0,33.28,107.7,1.11,61.14,0.75,0.46,0.0,4.0,4.0,0.12,1.23,1912.0,74.83,19.52,102.39,2.89,,122.28,12.35,115.33,238.33,165.91,102.39,301.85,25.17,0.0,0.0,0.0,0.0,51.48,14.23,8.66,10.39,1957.0,532005.0___NA__
Sambandam Spg.,521240.0,__NA__,Textiles - Cotton/Blended,165.5,70.5,,0.0,0.77,-2.89,1.28,-8.26,50.3,0.95,0.0,26.01,185.94,0.43,214.09,2.23,0.44,0.0,5.0,3.0,0.8,3.0,3012.0,50.3,0.6,48.99,1.46,,130.33,0.66,,164.37,68.64,48.99,184.02,49.71,0.0,0.0,0.0,0.0,234.3,-0.89,-4.0,-11.18,3031.0,521240.0___NA__
Sambhaav Media,511630.0,SAMBHAAV,Entertainment / Electronic Media Software,4.63,88.49,84.27,0.0,1.06,0.99,0.16,1.27,62.93,3.06,0.0,18.09,101.01,19.11,4.36,2.62,3.51,0.0,8.0,3.0,0.37,1.28,18319.0,62.93,3.65,151.35,1.39,,287.63,3.04,1.75,151.35,,151.35,,36.81,0.25,0.0,0.0,0.0,4.32,2.05,-2.62,-3.38,15784.0,511630.0_SAMBHAAV
Sameera Agro,-1.0,SAIFL,Food - Processing - Indian,82.6,98.38,9.18,0.0,1.07,18.45,0.03,57.11,69.0,14.35,0.0,38.34,100.75,1.19,77.36,35.88,4.21,0.0,3.0,5.0,3.14,3.09,,69.0,49.78,93.24,3.49,,42.68,13.08,125.17,39.77,63.64,93.24,10.17,,,,,,,83.96,20.43,73.02,,-1.0_SAIFL
Samhi Hotels,543984.0,SAMHI,Hotels,191.45,4212.92,,0.0,4.0,-5.66,2.04,-139.82,0.0,2.82,0.0,47.22,6188.2,22.01,47.63,19.64,0.38,0.0,5.0,6.0,0.34,2.75,44601.0,0.0,5.54,23.08,4.25,,-28.86,5.06,,-600.83,644.43,23.08,20.52,13.92,69.48,5.06,-4.83,16.6,,8.45,-15.39,,35416.0,543984.0_SAMHI
Samkrg Pistons,520075.0,__NA__,Auto Ancillaries,219.0,215.07,17.06,1.15,1.11,5.07,0.21,6.82,66.88,8.79,0.0,36.73,254.59,0.98,193.48,3.38,1.29,0.0,4.0,4.0,0.99,1.31,10960.0,66.88,6.89,101.76,3.72,,122.68,7.65,236.43,179.71,39.97,101.76,117.92,33.12,0.0,0.0,0.0,0.01,183.14,11.43,6.4,8.28,10535.0,520075.0___NA__
Samor Reality,543376.0,__NA__,Construction,95.41,205.13,,0.0,4.22,-0.47,0.49,-0.79,57.9,0.34,0.0,36.76,228.04,2.15,22.66,-0.18,0.29,0.0,3.0,4.0,0.0,1.31,276.0,57.9,0.69,0.0,3.11,,322720.83,0.9,,0.0,,0.0,,42.11,0.0,0.0,0.0,0.0,12.8,3.02,0.49,0.67,129.0,543376.0___NA__
Sampann Utpadan,534598.0,SAMPANN,Miscellaneous,32.96,133.85,,0.0,25.96,-0.83,18.81,-15.55,40.5,0.05,0.0,61.09,230.82,4.06,1.27,9.03,0.73,0.0,7.0,5.0,0.68,20.29,14789.0,40.5,0.15,55.32,3.13,,70.34,0.11,,61.74,42.87,55.32,49.28,47.29,12.21,0.0,0.0,0.0,1.48,-1.23,-1.73,-24.6,14709.0,534598.0_SAMPANN
Sampre Nutrition,530617.0,__NA__,Food - Processing - Indian,65.9,47.9,154.52,0.0,2.12,0.7,0.78,1.5,28.36,4.09,0.0,38.34,65.29,0.73,31.02,1.3,0.67,0.0,4.0,4.0,0.57,1.96,4600.0,28.36,4.15,97.53,3.49,,166.46,5.55,17.25,308.94,78.9,97.53,290.31,71.3,0.33,-0.4,0.0,0.0,27.39,6.8,0.86,2.34,4493.0,530617.0___NA__
Samrat Forgings,543229.0,__NA__,Castings & Forgings,315.05,157.53,53.04,0.0,4.99,2.14,2.48,9.89,74.98,4.42,0.0,32.3,234.44,0.5,63.14,1.61,0.36,0.0,4.0,2.0,1.16,4.41,2042.0,74.98,7.54,47.6,3.65,,91.28,6.82,91.86,132.76,154.61,47.6,239.78,21.71,0.0,0.0,0.0,3.3,57.0,14.8,4.2,18.79,2030.0,543229.0___NA__
Samrat Pharma,530125.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,346.0,106.91,49.5,0.3,1.63,1.82,0.13,3.37,48.64,3.11,0.0,32.0,105.63,0.31,210.38,10.16,1.45,0.0,5.0,3.0,2.37,1.83,7478.0,48.64,4.21,89.8,3.4,,58.19,2.64,181.91,53.36,64.37,89.8,27.92,48.13,3.24,0.0,0.0,0.0,204.36,34.91,16.57,30.25,8065.0,530125.0___NA__
Samsrita Labs,539267.0,__NA__,Trading,16.01,23.71,,0.0,1.92,-1.6,0.18,-2.01,52.87,-0.93,5.11,34.16,25.91,1.48,8.33,,1.72,0.0,3.0,5.0,0.0,1.27,2115.0,50.17,-3.21,,3.16,,,-1.6,,,,,,47.13,0.0,0.0,0.0,0.0,8.5,-4.56,-4.33,-5.48,1760.0,539267.0___NA__
Samtex Fashion,521206.0,__NA__,Textiles - Products,2.69,20.04,,0.0,,-1.32,,,49.11,-0.82,24.46,30.63,581.92,7.45,-32.13,0.0,0.01,,3.0,1.0,0.0,-1.51,13264.0,37.1,-15.69,,5.02,,,-1.33,,,,,,50.82,0.0,0.0,0.0,0.07,-31.5,-1.69,-1.52,,12975.0,521206.0___NA__
Samvardh. Mothe.,517334.0,MOTHERSON,Auto Ancillaries,197.9,134105.42,46.79,0.34,5.2,4.36,0.76,11.8,60.36,4.16,2.0,36.73,147041.48,677.64,38.6,6.42,0.75,0.0,6.0,5.0,1.35,2.8,1039407.0,59.15,12.62,57.83,3.72,,-1.54,6.94,59.0,-32.58,151.71,57.83,61.3,8.98,12.44,1.66,2.88,18.15,33.13,8.76,2.94,7.16,1034246.0,517334.0_MOTHERSON
Samyak Internati,530025.0,__NA__,Trading,31.21,19.48,5.08,0.0,0.29,4.55,0.05,5.68,13.46,110.36,0.0,34.16,4.32,0.62,108.13,2.58,1.09,0.0,7.0,5.0,0.45,1.25,2420.0,13.46,10.81,23.02,3.16,,-83.43,5.07,121.65,-54.23,246.77,23.02,169.52,86.54,0.0,0.0,0.0,0.0,107.7,4.94,3.78,4.53,2111.0,530025.0___NA__
Sanathnagar Ent.,509423.0,__NA__,Construction,83.39,26.27,8.94,0.0,,48.2,,,74.99,8.37,0.0,33.28,40.22,0.32,-28.79,2.0,2.29,,7.0,2.0,0.62,-0.67,11550.0,74.99,231.5,114.96,2.89,,21.08,47.18,,114.96,,114.96,0.0,23.84,0.0,0.0,0.0,0.15,-38.13,-6.65,-4.95,,11671.0,509423.0___NA__
Sanblue Corp.,521222.0,__NA__,Trading,50.54,25.27,101.08,0.0,0.45,0.45,0.0,0.51,66.81,1.44,0.0,34.16,23.64,0.5,112.93,,64.67,0.0,4.0,4.0,0.03,0.98,8371.0,66.81,10.33,44.32,3.16,,73.0,0.52,35.64,44.32,,44.32,0.0,33.18,0.0,0.0,0.0,0.0,81.59,1.66,1.46,1.68,8289.0,521222.0___NA__
Sanchay Finvest,511563.0,__NA__,Finance & Investments,27.0,8.51,,0.0,,4.73,0.0,7.18,59.68,-1.65,0.0,17.68,7.9,,,,6.34,0.0,4.0,2.0,0.1,1.47,6341.0,59.68,10.67,225.21,2.85,,1079.47,-3.02,,225.21,,225.21,,40.31,0.0,0.0,0.0,0.01,,0.0,0.0,0.0,6247.0,511563.0___NA__
Sanco Industries,-1.0,SANCO,Plastics Products,9.35,12.24,,0.0,,-0.87,,,42.5,-0.81,0.0,34.93,67.35,1.31,-4.24,0.0,0.02,0.0,2.0,3.0,0.0,-11.4,7977.0,42.5,-1.09,,3.72,,,-0.88,,,,,,57.5,0.0,0.0,0.0,0.0,-3.82,-32.41,-27.21,-408.55,8100.0,-1.0_SANCO
Sanco Trans,523116.0,__NA__,Miscellaneous,750.0,135.0,117.39,0.16,1.28,0.83,0.12,1.1,72.41,2.09,0.0,38.47,142.6,0.18,584.89,0.0,1.18,0.0,6.0,3.0,0.71,1.31,1684.0,72.41,1.5,95.01,3.17,,30.56,2.08,289.96,95.01,,95.01,,27.6,0.0,0.0,0.0,0.0,580.0,2.25,0.75,0.98,1679.0,523116.0___NA__
Sancode Tech.,543897.0,__NA__,Computers - Software - Medium / Small,66.55,27.08,,0.0,4.66,-28.9,0.24,-39.59,71.53,-6.23,0.0,34.11,26.8,0.41,14.28,,4.65,0.0,2.0,6.0,0.79,1.04,244.0,71.53,-39.67,26.84,3.7,,180.97,-19.26,,26.84,,26.84,,28.47,0.0,0.0,0.0,0.0,,-7.56,7.99,9.49,218.0,543897.0___NA__
Sandesh,526725.0,SANDESH,Entertainment / Electronic Media Software,1550.3,1173.59,6.22,0.31,0.93,15.34,0.0,16.33,74.81,21.75,0.0,18.09,1108.72,0.76,1662.05,6.09,17.2,0.0,6.0,5.0,0.26,0.98,6443.0,74.81,19.92,54.02,1.39,,881.39,17.92,3053.21,82.57,32.79,54.02,61.34,25.17,0.01,0.01,0.0,0.0,1388.67,12.86,9.19,9.77,5629.0,526725.0_SANDESH
Sandhar Tech,541163.0,SANDHAR,Auto Ancillaries,573.6,3452.51,31.45,0.44,3.39,4.82,0.73,11.33,70.38,5.03,0.0,36.73,4158.02,6.02,168.89,6.73,0.6,0.0,8.0,6.0,1.54,2.25,37270.0,70.38,8.92,47.43,3.72,,28.38,8.31,263.27,21.38,83.28,47.43,57.22,11.99,1.48,-0.04,-0.26,16.15,152.92,8.7,3.48,8.01,31286.0,541163.0_SANDHAR
Sandu Pharma.,524703.0,__NA__,Pharmaceuticals - Indian - Formulations,58.6,56.61,38.78,1.28,1.39,2.74,0.0,3.66,42.9,3.96,0.0,26.15,55.47,0.97,42.01,2.45,0.94,0.0,5.0,3.0,1.26,1.31,10001.0,42.9,5.12,26.42,3.36,,56.75,4.08,37.8,116.77,46.97,26.42,137.32,57.09,0.0,0.0,0.0,0.01,40.62,6.08,2.94,4.02,10021.0,524703.0___NA__
