Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization,join_key
Swojas Energy,530217.0,__NA__,Food - Processing - MNC,13.06,192.52,,667.17,1.43,,-43.51,80.95,-66.67,,3.55,192.52,,667.17,0.01,0.0,0.17,0.57,,1.1,0.0,,0.99,0.01,92.87,3.9,112.01,0.96,-404.3,0.0,,,1.53,,,-1347.67,17.79,4043.0,40.43,530217.0___NA__
Sword-Edge Comm.,512359.0,__NA__,Trading,0.33,6.89,71.68,30.18,16.73,,,1346.15,50.0,-100.0,22.45,6.89,,31.2,-0.3,-9.33,14.12,0.27,0.5,1.76,0.0,0.47,-157.46,0.0,57.14,15.38,32.0,0.85,-0.17,0.0,0.79,-1.46,-0.93,3.89,0.64,-1.46,1.81,-179.25,7.17,512359.0___NA__
Sybly Industries,531499.0,__NA__,Textiles - Cotton/Blended,6.87,314.5,7.05,-25.15,19.58,-1.46,1.85,11150.0,-9225.0,,0.86,314.5,-1.46,-19.7,-1.44,-1.59,2.23,9.6,6.49,11.88,0.0,,-87.92,0.04,49.63,28.21,63.18,0.72,-0.44,0.0,,-2.71,-6.81,229.9,2.42,-2.7,1.82,11.23,6.29,531499.0___NA__
Sylph Techno,511447.0,__NA__,Computers - Software - Medium / Small,1.89,4.02,-2.91,-27.36,18.06,,,510.98,-139.47,-39.17,77.95,4.02,,-27.36,-0.63,-1.01,80.49,-45.65,0.02,0.64,0.0,,-1.94,0.01,1.16,64.34,2.16,0.36,-0.41,0.0,,-1.01,1.06,,2.4,-1.01,3.82,-34.8,63.34,511447.0___NA__
Sylvan Plyboard,-1.0,SYLVANPLY,Miscellaneous,67.0,0.58,58.46,11.38,1.6,1.62,,61.27,,,88.12,0.58,1.62,13.65,,15.58,135.82,1.64,,2.19,0.0,,-47.99,0.04,,,,,,0.0,,-62.49,7.24,,59.31,-52.0,3.24,,108.17,-1.0_SYLVANPLY
Symbiox Investme,539278.0,__NA__,Finance & Investments,2.67,2.14,-3.18,32.16,102.68,,0.46,808.21,-200.0,522.22,31.53,2.14,,32.16,0.74,0.0,31.54,-8.37,0.0,1.02,0.0,3.97,3.83,0.05,21.48,30.47,13.62,0.7,-0.52,0.0,3.9,-2.74,0.68,10.35,10.07,-2.74,3.14,-278.67,8.36,539278.0___NA__
Symphony,517385.0,SYMPHONY,Domestic Appliances,1200.55,7.16,78.4,38.38,1.61,19.3,8.14,29.41,17.07,34.41,749.0,7.16,19.3,43.55,0.07,1.14,667.0,10.41,0.24,1.74,61.49,346.52,-1.63,0.01,80.97,6.93,46.41,0.93,5.63,61.49,229.03,51.45,16.96,611.17,49.28,51.42,13.54,172.47,8278.62,517385.0_SYMPHONY
Syncom Formul.,524470.0,SYNCOMF,Pharmaceuticals - Indian - Formulations,12.61,4.59,-185.31,29.04,2.76,8.14,3.07,92.6,5.14,15.68,286.45,4.59,8.14,32.82,0.07,3.03,358.99,-1.83,0.25,1.34,0.0,4.31,-0.37,0.03,47.75,32.39,77.86,0.68,19.2,0.0,4.15,-199.55,10.33,208.58,2.55,-199.55,7.57,175.61,1185.34,524470.0_SYNCOMF
Synergy Green,541929.0,SGIL,Castings & Forgings,354.25,1.53,40.48,13.87,0.92,2.17,2.11,11.89,24.52,-6.7,46.69,1.53,2.17,19.65,0.02,6.91,126.19,9.64,1.83,4.07,0.0,102.53,-14.99,0.02,67.79,18.77,94.64,0.81,1.57,0.0,77.99,13.25,15.92,465.58,27.51,13.28,6.74,154.02,500.55,541929.0_SGIL
Syngene Intl.,539268.0,SYNGENE,Pharmaceuticals - Indian - Bulk Drugs & Formln,716.25,8.26,89.74,26.08,1.71,14.39,5.79,25.94,69.15,7.43,4257.7,8.26,14.39,42.44,0.1,1.09,4592.9,6.95,0.28,1.41,9.85,193.89,-2.13,0.02,42.99,16.74,17.87,0.83,3.02,9.85,173.87,27.66,14.18,374.54,22.48,27.67,9.58,152.87,28831.75,539268.0_SYNGENE
Synoptics Techno,-1.0,SYNOPTICS,Computers - Software - Medium / Small,102.0,2.0,-8.57,7.4,2.76,4.33,,113.85,-8.6,-34.33,64.27,2.0,4.33,9.99,-0.3,3.38,64.51,-21.45,0.33,2.19,0.0,112.5,-22.15,0.03,3.55,57.14,5.15,0.43,-2.54,0.0,111.19,-3.74,24.48,18.85,57.92,-3.73,3.96,,86.49,-1.0_SYNOPTICS
Synthiko Foils,513307.0,__NA__,Aluminium and Aluminium Products,70.08,0.47,16.39,14.0,4.4,1.76,-4.28,19.75,233.33,-6.13,6.02,0.47,1.76,16.92,0.12,0.0,6.26,11.83,0.0,1.52,0.0,27.97,0.16,0.0,9.06,64.84,22.5,0.35,2.05,0.0,31.37,5.84,15.25,112.5,30.0,5.98,8.02,122.0,12.2,513307.0___NA__
Syrma SGS Tech.,543573.0,SYRMA,Electronics - Components,492.95,2.78,-37.08,36.16,1.23,5.43,,30.13,122.93,60.47,1612.61,2.78,5.43,45.22,-0.06,5.07,2042.37,-11.18,0.39,1.93,24.8,140.18,-6.29,0.01,33.51,30.1,27.71,0.7,148.75,24.8,111.12,-77.06,12.14,439.93,53.5,-77.05,5.76,250.54,8754.02,543573.0_SYRMA
Syschem (India),531173.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,46.79,0.94,-12.41,26.14,1.31,17.44,3.0,14.89,-213.04,70.8,56.95,0.94,17.44,42.86,-0.09,0.16,65.2,-37.0,0.03,2.25,0.0,8.9,-0.96,0.0,33.14,36.68,40.3,0.63,-2.88,0.0,14.92,-7.28,12.39,221.7,7.41,-7.27,3.82,-717.38,186.52,531173.0___NA__
Systango Tech,-1.0,SYSTANGO,Computers - Software - Medium / Small,239.0,6.2,104.77,16.0,10.56,422.2,,127.36,7.86,10.14,78.4,6.2,422.2,16.39,0.31,0.01,77.03,5.39,0.0,1.13,0.0,518.75,10.21,0.1,15.1,41.38,14.35,0.59,5.25,0.0,117.78,40.43,43.73,92.83,49.01,40.34,10.27,,350.59,-1.0_SYSTANGO
Systematix Corp.,526506.0,__NA__,Finance & Investments,1224.95,11.6,35.89,19.73,1.85,22.92,0.37,77.2,-3.09,10.02,152.31,11.6,22.92,20.27,0.22,0.39,122.53,30.29,0.15,1.61,0.0,328.88,9.56,0.08,93.01,5.77,440.34,0.94,2.47,0.0,329.41,14.74,26.1,310.92,81.41,14.72,10.55,68.57,1590.03,526506.0___NA__
Systematix Sec.,531432.0,__NA__,Finance & Investments,7.33,11.12,-12.08,,49.28,,,2633.33,,0.0,8.78,11.12,,-90.75,-0.01,0.0,8.78,-3.43,0.0,1.03,0.0,,1.09,0.01,31.46,42.82,52.39,0.57,-0.6,0.0,,-12.22,-0.11,,17.38,-12.23,3.21,-367.0,3.67,531432.0___NA__
T & I Global,522294.0,__NA__,Trading,248.8,0.69,-24.43,7.65,2.57,,1.82,29.67,-124.6,-10.71,83.72,0.69,,8.27,0.29,0.0,74.15,-6.63,0.11,1.48,0.0,305.89,1.75,0.11,37.93,29.4,34.12,0.71,1.88,0.0,270.02,-5.23,18.58,19.29,106.76,-5.19,5.18,-165.88,126.07,522294.0___NA__
T B Z,534369.0,TBZ,Diamond Cutting / Jewellery,122.55,0.36,49.57,9.52,1.66,2.44,0.53,46.02,-41.18,-31.65,601.53,0.36,2.44,11.38,-0.35,11.28,1208.77,1.4,1.15,2.44,21.45,81.44,-78.49,0.06,64.81,15.45,50.74,0.85,0.73,21.45,128.62,20.59,8.69,20.13,158.6,20.6,4.2,64.85,817.77,534369.0_TBZ
T N Merc. Bank,543596.0,TMB,Banks - Private Sector,474.2,1.55,-26.48,12.77,2.38,1.52,0.21,73.91,-10.97,2.0,6928.34,1.55,1.52,12.77,-4.17,45.05,3828.89,-0.51,7.91,8.35,14.77,535.33,-682.22,0.48,34.38,22.43,17.86,0.78,-2.45,14.77,816.37,-12.3,6.79,7.56,226.21,-12.3,0.77,29.67,7509.04,543596.0_TMB
T N Newsprint,531426.0,TNPL,Paper,275.35,0.41,3.3,4.36,0.67,2.45,1.09,2.03,103.64,-0.78,2089.72,0.41,2.45,6.67,0.06,8.65,4418.06,14.99,1.09,2.91,13.3,307.46,-117.36,0.04,56.89,16.81,36.38,0.83,0.25,13.3,452.02,4.54,13.07,8.14,13.75,4.54,2.08,57.77,1905.72,531426.0_TNPL
T N Petro Prod.,500777.0,TNPETRO,Chemicals,96.45,0.52,13.05,4.27,4.59,11.98,11.97,32.28,170.7,26.55,859.46,0.52,11.98,5.39,0.87,0.36,892.28,7.48,0.07,1.28,21.57,105.25,41.67,0.46,54.3,15.39,27.58,0.85,0.64,21.57,109.36,5.38,19.44,14.38,59.85,5.38,4.76,72.8,867.76,500777.0_TNPETRO
T N Steel Tubes,513540.0,__NA__,Steel - Medium / Small,11.9,0.09,-2.99,11.85,3.65,1.15,0.86,37.3,,30.57,9.48,0.09,1.15,17.78,-1.44,22.43,29.0,-12.98,0.67,3.4,0.0,8.99,-98.2,0.03,8.47,53.17,11.74,0.47,-0.54,0.0,15.08,7.49,5.62,13.95,52.29,7.53,4.04,29.05,6.1,513540.0___NA__
T N Telecom.,523419.0,TNTELE,Cables - Telephone,10.37,,8.84,-21.65,0.05,-0.37,,,-68.39,,-163.56,,-0.37,-20.22,-0.26,-2.22,-125.47,-4.32,-0.2,-0.12,0.0,,-67.74,0.01,39.64,40.16,78.79,0.6,0.6,0.0,,-58.51,0.0,,-29.14,-58.48,-19.54,-9.07,47.37,523419.0_TNTELE
T R I L,532928.0,TRIL,Electric Equipment,761.45,8.85,1272.76,83.56,1.83,2.26,4.52,50.33,164.76,38.81,554.43,8.85,2.26,101.57,-0.01,5.44,798.61,1.16,0.47,2.13,6.41,39.06,-2.16,0.0,89.05,9.96,901.91,0.9,26.54,6.41,52.26,392.22,13.3,5060.29,43.29,392.18,18.39,286.2,11428.04,532928.0_TRIL
T T,514142.0,TTL,Textiles - Products,114.3,1.16,4.42,19.07,1.5,1.02,0.98,66.14,385.78,-1.57,71.78,1.16,1.02,22.73,-0.1,27.84,181.49,26.67,1.87,3.27,0.0,24.04,-54.44,0.0,75.3,11.05,60.99,0.89,0.58,0.0,40.22,9.81,7.94,182.06,64.92,9.81,3.95,39.44,245.74,514142.0_TTL
T. Spiritual,532444.0,__NA__,Trading,2.14,,-214.0,-22.37,9.0,,,,-33.33,,1.53,,,-22.37,-0.03,0.0,0.16,-1.23,0.12,1.08,0.0,,-3.5,0.01,83.22,10.46,137.78,0.9,-6.11,0.0,,-428.0,-8.78,,0.08,-428.0,5.52,-107.0,4.28,532444.0___NA__
T.V. Today Netw.,532515.0,TVTODAY,Entertainment / Electronic Media Software,229.05,1.44,18.91,9.08,3.87,24.97,-1.57,70.72,-60.65,-3.77,867.39,1.44,24.97,13.48,0.46,0.6,869.81,8.2,0.06,1.27,89.95,197.78,14.52,0.11,45.43,16.44,19.58,0.84,0.83,89.95,175.8,90.5,15.01,36.13,112.78,90.45,4.83,92.53,1366.71,532515.0_TVTODAY
TAAL Enterprises,539956.0,__NA__,Transport - Airlines,2912.3,4.86,35.7,14.57,7.16,28.17,1.54,82.72,30.34,5.44,162.28,4.86,28.17,16.34,0.24,0.18,164.73,16.71,0.15,1.07,0.0,3159.13,4.3,0.07,64.32,18.45,68.83,0.82,2.29,0.0,1181.85,26.2,41.31,136.86,498.65,26.34,11.68,90.67,907.58,539956.0___NA__
Taaza Intern.,537392.0,__NA__,Trading,5.15,,-33.17,-23.31,4.74,,,,60.0,,9.78,,,-19.63,-0.46,0.0,8.97,-1.19,0.0,1.22,0.0,,0.0,0.03,0.0,71.56,0.0,0.28,-0.54,0.0,,46.99,-2.8,,12.29,46.63,2.52,-186.5,3.73,537392.0___NA__
TAC Infosec,-1.0,TAC,Computers - Software - Medium / Small,533.8,48.14,-656.82,82.92,4.05,40.69,,104.65,,,6.91,48.14,40.69,86.11,,0.27,13.94,-10.61,,1.27,0.0,,0.21,0.01,54.66,29.76,104.44,0.7,,0.0,,-246.91,68.08,,11.58,-246.43,53.9,,559.4,-1.0_TAC
Tahmar Enterp.,516032.0,__NA__,Trading,17.14,29.81,-5.27,1185.2,0.91,,157.43,253.58,-176.0,53.95,75.48,29.81,,2539.71,-0.15,310.4,92.74,-51.45,0.21,0.8,0.0,0.58,-9.42,0.0,100.0,0.0,668.61,1.0,-4.83,0.0,0.97,-477.9,-16.1,6986.12,1.46,-477.85,4.03,-855.11,162.47,516032.0___NA__
Tai Industries,519483.0,__NA__,Trading,44.87,0.18,-9.23,14.55,1.43,19.43,-6.67,13.3,611.11,29.31,28.96,0.18,19.43,18.51,-0.02,1.23,20.62,-10.14,0.06,2.65,0.0,43.06,6.54,0.18,36.48,30.32,33.3,0.7,-1.03,0.0,50.52,-5.34,20.16,17.75,32.77,-5.34,3.63,42.08,26.93,519483.0___NA__
Tainwala Chem.,507785.0,TAINWALCHM,Plastics Products,181.25,9.41,-61.29,28.33,11.24,555.0,1.4,14.2,-262.96,-82.05,117.54,9.41,555.0,30.48,0.66,0.0,5.72,-2.57,0.0,0.95,0.0,136.7,0.14,0.0,67.22,16.84,70.99,0.83,-6.43,0.0,120.45,202.83,1.57,50.77,2.72,201.96,3.86,-385.57,169.65,507785.0_TAINWALCHM
TajGVK Hotels,532390.0,TAJGVK,Hotels,334.55,5.14,28.44,16.16,1.09,9.12,1.12,12.91,6.77,4.24,542.34,5.14,9.12,18.08,0.14,1.45,573.48,11.66,0.3,1.46,12.64,114.49,-4.15,0.03,58.04,20.84,57.29,0.79,2.35,12.64,151.96,16.95,15.51,108.53,8.4,16.95,6.13,81.15,2097.72,532390.0_TAJGVK
Take Solutions,532890.0,TAKE,Miscellaneous,21.1,4.76,52.71,-29.24,0.4,-3.64,,-35.62,-5068.69,-21.6,-8.88,4.76,-3.64,-17.6,0.69,-0.31,6.88,6.46,-11.36,-17.61,0.0,,-31.99,0.02,24.81,41.06,29.85,0.59,0.31,0.0,,33.48,-13.87,,-1.58,33.49,5.21,-17.38,312.16,532890.0_TAKE
Talbros Auto.,505160.0,TALBROAUTO,Auto Ancillaries,315.65,2.5,124.05,14.24,1.38,8.86,1.02,24.01,118.86,1.98,537.19,2.5,8.86,17.38,0.14,0.9,406.38,2.88,0.2,1.41,2.81,268.02,-5.14,0.0,82.92,10.07,119.2,0.9,2.8,2.81,186.78,29.18,19.63,90.14,30.29,29.19,6.14,97.08,1948.47,505160.0_TALBROAUTO
Talbros Engg.,538987.0,__NA__,Auto Ancillaries,645.0,0.8,-32.79,10.07,1.34,3.52,1.0,20.68,-0.9,0.51,135.56,0.8,3.52,13.05,-0.15,6.31,244.18,-4.28,0.89,2.08,7.12,553.85,-37.15,0.0,30.53,33.85,29.0,0.66,1.3,7.12,459.38,10.56,19.81,44.46,166.24,10.51,4.62,74.42,327.44,538987.0___NA__
Tamboli Industri,533170.0,__NA__,Finance & Investments,128.4,1.7,10.88,7.5,4.43,54.1,10.64,58.23,-36.89,-13.89,109.9,1.7,54.1,10.53,0.37,0.39,104.39,10.74,0.03,1.11,13.17,107.49,10.58,0.09,21.9,33.81,16.73,0.66,0.92,13.17,137.55,25.53,14.87,19.63,44.15,25.57,4.14,89.69,127.36,533170.0___NA__
Taneja Aerospace,522229.0,__NA__,Miscellaneous,633.9,53.26,154.54,81.77,2.89,33.29,8.65,36.74,0.8,9.93,130.42,53.26,33.29,100.8,0.04,0.03,120.43,8.69,0.04,1.04,0.0,51.04,0.06,0.01,95.64,3.22,270.7,0.97,9.89,0.0,70.87,115.05,13.61,1798.32,4.37,115.05,19.44,641.47,1616.51,522229.0___NA__
Tanfac Inds.,506854.0,__NA__,Chemicals,2158.0,5.69,116.59,27.55,3.07,96.97,5.21,35.9,25.69,17.12,230.45,5.69,96.97,30.28,0.09,0.0,225.51,8.93,0.01,1.2,13.31,732.97,0.31,0.01,43.55,22.34,28.53,0.78,4.78,13.31,522.95,63.04,49.66,382.62,135.77,62.89,15.09,169.9,2152.59,506854.0___NA__
Tanla Platforms,532790.0,TANLA,Computers - Software - Medium / Small,967.0,3.31,41.09,16.02,2.03,111.23,0.27,26.69,-7.06,0.29,1941.79,3.31,111.23,18.0,0.15,0.14,1852.71,17.5,0.16,1.4,14.72,856.95,2.69,0.05,34.52,26.63,23.66,0.73,2.45,14.72,364.01,22.05,44.93,158.32,77.95,22.04,10.3,99.84,13002.25,532790.0_TANLA
Tantia Constr.,532738.0,TCLCONS,Construction,51.17,14.95,-60.12,-241.13,0.36,-4.74,,126.69,-2638.33,180.1,247.55,14.95,-4.74,-159.6,0.24,-15.03,498.86,-2.25,1.35,2.81,0.0,,-41.06,0.03,78.19,16.39,236.2,0.84,0.38,0.0,,-22.35,-0.48,,4.34,-22.36,2.65,-87.45,793.18,532738.0_TCLCONS
Tanvi Foods,540332.0,__NA__,Food - Processing - Indian,165.0,2.33,-36.58,65.17,1.55,1.24,-20.9,41.55,600.0,7.29,52.65,2.33,1.24,79.27,-0.1,60.66,74.0,-7.73,0.42,2.72,0.0,12.09,-13.01,0.0,62.03,26.67,146.27,0.73,8.9,0.0,20.27,60.43,4.96,1492.84,29.37,60.35,5.31,,189.5,540332.0___NA__
Tapi Fruit,-1.0,TAPIFRUIT,Food - Processing - Indian,139.0,2.76,-37.26,95.27,5.62,-3.0,,39.15,-2700.0,-8.65,11.28,2.76,-3.0,-312.28,-0.01,-7.04,14.07,-18.81,0.15,1.23,0.0,,-2.97,0.0,24.43,33.81,19.78,0.66,17.83,0.0,,-253.83,2.98,,19.6,-252.0,9.47,,57.96,-1.0_TAPIFRUIT
Tara Chand Infra,-1.0,TARACHAND,Diversified - Medium / Small,418.45,3.69,43.08,12.37,1.23,4.04,1.42,28.76,88.06,4.8,94.9,3.69,4.04,24.95,0.02,5.28,229.89,8.79,0.9,2.55,0.0,139.58,-13.39,0.01,80.94,16.02,426.68,0.84,1.59,0.0,122.3,26.48,10.93,263.71,32.55,26.44,5.74,100.79,635.0,-1.0_TARACHAND
Tarai Foods,519285.0,__NA__,Food - Processing - Indian,10.29,,140.1,-134.07,0.42,,,,-9.52,,-2.51,,,-64.87,-0.08,-8.97,0.36,30.23,-1.11,-1.15,0.0,,-10.31,0.03,41.69,44.59,135.47,0.55,10.13,0.0,,20.93,-55.02,,-0.95,20.95,6.94,-79.26,18.23,519285.0___NA__
Tarapur Trans,533203.0,TARAPUR,Electric Equipment,13.1,159.63,-5.47,-499.2,0.44,-2.47,,-12943.75,-76.19,,-15.32,159.63,-2.47,-28.04,-0.46,0.0,-15.84,-170.94,-0.49,-1.45,0.0,,-26.9,0.02,82.4,12.61,208.24,0.87,-0.5,0.0,,-212.88,-29.2,,-10.62,-212.83,-0.38,-69.03,25.54,533203.0_TARAPUR
TARC Ltd,543249.0,TARC,Construction,193.4,51.21,44.53,124.42,1.31,0.37,,765.15,-54.46,1.94,1274.57,51.21,0.37,140.56,-0.19,-18.07,1959.54,4.74,1.14,2.6,0.0,,-24.32,0.02,91.97,5.57,208.21,0.94,8.89,0.0,,36.07,0.81,,28.9,36.07,3.52,-110.33,5707.16,543249.0_TARC
Tarini Internat.,538496.0,__NA__,Miscellaneous,25.12,13.78,-50.5,63.67,1.54,4.63,0.78,806.75,-194.52,44.33,26.88,13.78,4.63,120.46,-0.02,308.25,24.86,-1.62,0.46,1.44,0.0,5.21,-35.71,0.02,78.58,18.18,440.22,0.82,-4.46,0.0,3.78,-22.37,0.19,30.4,14.71,-22.36,2.88,,32.65,538496.0___NA__
Tarmat,532869.0,TARMAT,Construction,71.82,1.71,-249.42,55.38,2.88,3.05,6.58,113.43,-2050.0,-8.9,129.63,1.71,3.05,78.53,0.02,-9.27,116.73,-0.44,0.12,1.44,0.0,,-6.45,0.04,14.99,53.33,25.23,0.47,5.06,0.0,,-47.81,3.37,122.05,47.58,-47.84,3.6,566.96,153.08,532869.0_TARMAT
Tarsons Products,543399.0,TARSONS,Miscellaneous,509.7,9.15,,26.58,1.1,7.0,,60.52,,,612.86,9.15,7.0,41.73,,6.31,782.2,,,,24.95,437.76,,,46.87,21.15,30.99,0.79,,24.95,144.12,26.4,35.26,283.66,33.72,26.4,6.11,262.78,2711.91,543399.0_TARSONS
Tasty Bite Eat.,519091.0,TASTYBITE,Food - Processing - Indian,10648.6,5.06,86.82,30.51,2.2,8.93,9.87,20.93,-59.2,-17.92,286.58,5.06,8.93,44.94,0.03,2.08,370.08,8.49,0.3,1.58,1.24,2768.1,-2.91,0.0,7.04,46.4,7.02,0.54,4.05,1.24,2016.44,41.46,12.3,628.58,434.88,40.92,12.66,1071.54,2732.42,519091.0_TASTYBITE
Tasty Dairy,540955.0,__NA__,Food - Processing - Indian,10.78,0.31,-25.67,-2.79,2.3,-4.93,,81.62,-1032.84,-6.07,23.78,0.31,-4.93,-2.61,-3.07,-766.89,72.52,-0.88,2.91,3.36,0.0,,-311.94,0.04,27.37,38.75,31.3,0.61,5.87,0.0,,2.12,-15.7,,28.39,2.13,0.96,-0.95,22.02,540955.0___NA__
Tata Chemicals,500770.0,TATACHEM,Chemicals,1110.9,1.84,28.31,10.54,0.95,4.1,-4.38,12.78,-533.51,-6.84,22241.0,1.84,4.1,15.29,0.42,12.79,22049.0,3.6,0.3,1.61,142.72,351.8,-21.32,0.02,42.69,17.69,19.07,0.82,0.99,142.72,454.5,9.39,9.14,73.16,77.35,9.38,2.76,230.09,28301.31,500770.0_TATACHEM
Tata Comm,500483.0,TATACOMM,Telecommunications - Service Provider,1861.75,2.53,24.25,14.1,0.43,3.16,0.68,-10.14,613.7,1.04,1786.42,2.53,3.16,31.22,0.04,11.62,12668.5,18.88,14.1,12.56,49.15,196.66,-45.87,0.02,60.13,10.71,22.08,0.89,1.21,49.15,218.9,16.68,21.06,1460.36,-74.59,16.68,4.62,157.03,53059.9,500483.0_TATACOMM
Tata Consumer,500800.0,TATACONSUM,Tea,1092.7,6.85,74.06,42.26,1.16,16.26,2.87,25.29,-29.6,3.23,16056.79,6.85,16.26,49.81,0.04,2.86,23393.72,7.09,0.22,1.58,64.19,195.85,-1.07,0.03,60.48,13.93,32.93,0.86,5.44,64.19,213.95,53.76,9.65,502.2,40.37,53.76,7.74,306.16,104116.25,500800.0_TATACONSUM
Tata Elxsi,500408.0,TATAELXSI,Computers - Software - Medium / Small,7058.0,12.37,90.77,36.66,5.69,50.6,2.48,60.06,-4.6,-0.91,2505.66,12.37,50.6,40.07,0.06,0.28,2531.7,19.37,0.09,1.19,55.03,2345.17,2.57,0.03,23.32,23.28,10.17,0.77,7.44,55.03,1073.14,62.71,46.06,974.9,342.47,62.68,26.19,223.2,43954.71,500408.0_TATAELXSI
Tata Inv.Corpn.,501301.0,TATAINVEST,Finance & Investments,6541.35,85.93,169.33,78.42,9.77,38.66,3.65,86.45,13.58,12.98,29965.11,85.93,38.66,78.6,1.01,0.0,347.14,0.79,0.0,0.9,36.8,3009.56,0.98,0.01,57.0,32.96,187.09,0.67,16.75,36.8,3184.17,140.93,1.52,95.43,65.8,140.92,2.95,547.32,33096.15,501301.0_TATAINVEST
Tata Motors,500570.0,TATAMOTORS,Automobiles - LCVs / HCVs,991.9,0.83,18.83,6.42,0.88,3.9,0.12,3.95,145.31,8.51,84918.02,0.83,3.9,10.92,0.19,3.37,174276.34,9.05,1.36,4.15,14.89,644.4,-19.1,0.11,84.67,6.92,69.57,0.93,0.84,14.89,736.92,4.85,9.26,43.69,52.02,5.35,3.49,20.8,363624.94,500570.0_TATAMOTORS
Tata Motors-DVR,570001.0,TATAMTRDVR,Automobiles - LCVs / HCVs,665.3,,,,,,,,255.74,-12.39,,,,,,,,,,,,,,,88.3,6.68,117.38,0.93,,,,,0.0,,,,,27.03,33830.71,570001.0_TATAMTRDVR
Tata Power Co.,500400.0,TATAPOWER,Power Generation And Supply,438.2,2.28,-267.42,13.42,0.65,2.15,0.55,-2.78,-2.84,8.16,32355.29,2.28,2.15,18.51,-0.01,12.54,77061.55,-0.58,1.81,4.13,17.29,159.47,-35.31,0.07,89.46,5.62,102.17,0.94,1.33,17.29,162.34,11.12,10.7,175.75,-5.35,11.12,2.6,160.45,140019.76,500400.0_TATAPOWER
Tata Steel,500470.0,TATASTEEL,Steel - Large,175.3,0.95,14.63,13.01,0.71,1.73,-5.87,1.02,6.21,6.1,92035.76,0.95,1.73,22.91,0.1,-17.74,185505.48,8.09,1.49,3.01,-101.2,,-58.78,0.05,87.32,5.04,57.57,0.95,0.58,-101.2,,10.78,16.87,81.49,1.87,10.78,2.8,310.75,218836.23,500470.0_TATASTEEL
Tata Technolog.,544028.0,TATATECH,Computers - Software - Medium / Small,1021.0,8.09,283.6,38.57,1.8,50.29,4.48,34.24,-7.63,0.9,3220.82,8.09,50.29,42.86,0.05,0.38,2902.73,4.35,0.09,1.67,60.01,305.17,1.51,0.02,9.28,27.07,3.95,0.73,8.13,60.01,172.96,140.73,27.01,786.16,43.19,140.72,14.55,263.41,41418.76,544028.0_TATATECH
Tata Tele. Mah.,532371.0,TTML,Telecommunications - Service Provider,77.98,12.79,33.7,65.82,0.03,0.24,,-20.19,-0.54,9.21,-19252.95,12.79,0.24,91.52,-1.23,-16.32,606.81,56.25,-1.08,-0.07,0.0,,-136.63,0.0,29.35,28.52,19.88,0.71,3.24,0.0,,26.01,40.9,,-1.23,26.01,-0.3,-49.28,15244.59,532371.0_TTML
Tatia Global,521228.0,__NA__,Construction,4.06,57.52,147.72,100.52,6.09,,-7.28,1029.91,-21.05,-3.7,26.57,57.52,,100.52,0.16,2.84,14.45,1.55,0.07,1.21,0.0,0.76,-1.51,0.02,41.53,46.93,168.87,0.53,4.7,0.0,1.27,1025.83,6.97,231.3,0.73,1025.83,4.72,410.33,61.55,521228.0___NA__
Tatva Chintan,543321.0,TATVA,Chemicals,1115.15,6.63,-28.54,34.14,3.74,7.67,9.86,58.93,177.75,16.7,737.08,6.63,7.67,51.6,0.06,0.47,735.3,-12.73,0.02,1.07,15.41,460.5,0.86,0.02,17.25,40.53,16.56,0.59,5.46,15.41,303.29,26.62,13.87,303.4,99.09,26.61,7.38,271.45,2608.6,543321.0_TATVA
Tavernier Res.,531190.0,__NA__,Trading,32.28,13.59,145.26,-480.25,9.5,-0.24,,11.97,33.33,,5.22,13.59,-0.24,-480.25,0.01,0.0,0.18,1.93,0.0,1.36,0.0,,0.47,0.01,100.0,0.0,322.51,1.0,55.14,0.0,,-80.7,2.25,,0.28,-80.42,7.57,-965.0,19.3,531190.0___NA__
Taylormade Renew,541228.0,__NA__,Electric Equipment,452.1,10.69,-64.98,31.53,2.55,29.72,0.87,117.76,-68.2,-20.38,48.14,10.69,29.72,32.27,-0.04,0.66,60.37,-32.92,0.14,1.57,0.0,292.99,-1.33,0.0,20.42,47.17,29.73,0.53,-9.96,0.0,97.91,-22.88,28.21,479.69,49.76,-22.87,10.83,-1519.7,501.5,541228.0___NA__
Tayo Rolls,504961.0,__NA__,Castings & Forgings,99.4,,-15357.3,,0.08,,,,3.61,,-487.44,,,-152.1,-3.93,-121.2,-92.7,-0.01,-0.82,-0.09,0.0,,-392.19,0.0,61.41,16.11,44.02,0.84,-22.79,0.0,,,-3.48,,-111.17,,-15.5,-127.48,101.98,504961.0___NA__
