Name,BSE Code,NSE Code,Industry,Current Price,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Net cash flow last year,Cash beginning of last year,Cash end of last year,Free cash flow preceding year,Cash from operations preceding year,Cash from investing preceding year,Cash from financing preceding year,Net cash flow preceding year,Cash beginning of preceding year,Cash end of preceding year,Free cash flow 3years,Free cash flow 5years,Free cash flow 7years,Free cash flow 10years,Operating cash flow 3years,Operating cash flow 5years,Operating cash flow 7years,Operating cash flow 10years,Investing cash flow 10years,Investing cash flow 7years,Investing cash flow 5years,Investing cash flow 3years,Cash 3Years back,Cash 5Years back,Cash 7Years back,Market Capitalization,join_key
Swasti Vin. Art,512257.0,__NA__,Construction,4.37,2.67,2.65,0.39,6.02,9.08,0.05,9.13,0.54,0.54,0.02,-0.57,-0.01,0.06,0.05,5.13,9.22,11.69,21.44,5.17,9.47,13.34,23.6,-4.46,-3.77,-1.57,0.32,0.11,0.17,0.17,39.33,512257.0___NA__
Swasti Vinayaka,510245.0,__NA__,Textiles - Spinning - Synthetic / Blended,7.1,-2.78,-2.94,1.69,1.47,0.38,0.16,0.54,2.65,3.13,-2.03,-1.12,-0.02,0.18,0.16,1.09,2.64,7.25,14.59,2.18,4.99,9.8,19.03,-3.4,-1.03,-0.44,-0.59,0.19,0.18,0.37,63.9,510245.0___NA__
Swastik Pipe,-1.0,SWASTIK,Steel - Medium / Small,70.5,25.85,11.9,-15.05,-15.75,-4.94,15.61,15.61,-30.52,-22.25,-7.74,38.36,8.37,7.23,15.61,42.46,96.92,,,50.82,111.45,,,,,-12.96,-7.68,6.87,7.94,,163.78,-1.0_SWASTIK
Swastika Investm,530585.0,__NA__,Finance & Investments,810.0,-22.07,-23.46,10.59,8.78,-2.7,14.49,231.07,-21.45,-20.21,9.8,-0.75,-11.16,25.65,128.76,-40.89,-15.39,-54.67,-43.92,-40.85,-13.44,-49.19,-34.98,50.28,47.99,47.68,38.52,109.36,68.35,38.84,239.77,530585.0___NA__
Swati Projects,543914.0,__NA__,Finance & Investments,209.8,-0.42,-0.54,0.44,0.0,0.02,0.1,0.12,-0.3,-0.23,0.3,0.0,0.07,0.04,0.1,-1.22,,,,-0.91,,,,,,,1.03,0.01,,,211.9,543914.0___NA__
Swelect Energy,532051.0,SWELECTES,Electric Equipment,1265.0,89.54,-38.32,-82.31,32.43,39.65,-116.85,234.63,-19.43,131.47,-284.13,10.8,-141.86,25.01,11.66,-47.18,-148.45,-244.65,-359.15,318.02,379.67,451.6,478.98,-720.53,-829.43,-611.58,-439.26,15.02,132.95,157.95,1917.59,532051.0_SWELECTES
Swiss Military,523558.0,__NA__,Trading,26.0,-1.96,-2.2,0.88,-3.0,-4.08,23.91,19.84,-19.47,-18.79,-0.03,37.48,18.66,5.25,23.91,-31.05,-31.79,-32.54,-38.58,-29.78,-30.51,-31.24,-37.28,5.48,-0.05,-0.76,-2.15,0.71,0.06,0.08,511.14,523558.0___NA__
Switching Tech.,517201.0,__NA__,Electric Equipment,78.0,0.09,-0.05,-0.14,0.0,-0.05,0.06,0.01,-0.02,0.01,-0.04,0.0,-0.02,0.08,0.06,0.01,-0.55,-1.12,-1.13,0.2,-0.32,-0.82,-0.4,-0.6,-0.23,-0.22,-0.21,0.01,0.54,1.06,19.1,517201.0___NA__
Swojas Energy,530217.0,__NA__,Food - Processing - MNC,13.06,-0.03,-0.03,0.1,0.0,0.07,0.11,0.4,0.06,0.06,0.02,0.0,0.08,0.03,0.43,0.06,-0.04,-0.04,,0.06,-0.04,-0.04,,,0.2,0.2,0.1,0.33,0.56,0.59,40.43,530217.0___NA__
Sword-Edge Comm.,512359.0,__NA__,Trading,0.33,-4.92,-4.92,2.68,2.22,-0.02,0.02,0.0,12.52,12.52,-6.35,-6.17,0.0,0.02,0.02,0.3,-16.71,-18.76,-18.74,0.45,-16.56,-18.57,4.32,-20.31,2.56,0.57,3.74,0.01,0.03,0.05,7.17,512359.0___NA__
Sybly Industries,531499.0,__NA__,Textiles - Cotton/Blended,7.11,-2.33,0.57,2.92,-0.86,-0.27,0.58,0.08,-1.42,-4.75,3.35,1.47,0.07,0.52,0.37,2.69,3.06,45.66,45.27,-5.2,-5.68,37.78,42.83,6.84,9.79,9.09,8.0,0.04,0.08,0.04,6.51,531499.0___NA__
Sylph Techno,511447.0,__NA__,Computers - Software - Medium / Small,1.89,-63.01,-63.02,-2.21,66.42,1.2,0.1,1.3,-4.53,-4.53,2.51,0.0,-2.02,6.66,0.1,-65.22,-61.96,-66.76,-70.93,-65.21,-61.95,-67.05,-71.15,5.27,6.46,1.21,-0.17,4.8,0.16,0.01,63.34,511447.0___NA__
Sylvan Plyboard,-1.0,SYLVANPLY,Miscellaneous,66.1,-2.08,-4.63,-4.11,-7.82,-14.02,-28.59,3.1,7.72,11.02,-2.72,-5.37,2.94,-31.53,5.58,6.67,,,,13.93,,,,,,,-1.53,6.08,,,106.72,-1.0_SYLVANPLY
Symbiox Investme,539278.0,__NA__,Finance & Investments,2.77,-3.05,-3.07,2.83,0.0,-0.22,0.54,0.32,-4.47,-4.47,4.82,0.0,0.35,0.19,0.54,-7.89,-6.48,-4.57,-20.93,-7.87,-6.46,-4.55,-20.89,21.06,4.71,6.67,8.05,0.15,0.12,0.18,8.67,539278.0___NA__
Symphony,517385.0,SYMPHONY,Domestic Appliances,1197.0,161.0,155.0,192.0,-366.0,-13.0,54.0,43.0,114.17,125.05,-11.57,-123.73,-10.25,63.91,56.72,316.98,529.89,769.09,1022.41,342.89,588.47,834.89,1108.51,-196.28,-140.88,211.47,186.71,38.49,53.75,46.96,8254.14,517385.0_SYMPHONY
Syncom Formul.,524470.0,SYNCOMF,Pharmaceuticals - Indian - Formulations,12.58,-5.94,-14.08,83.83,-15.37,62.52,0.83,67.83,-10.13,10.5,-44.97,35.0,0.53,0.3,8.58,-19.19,-19.8,-17.85,4.43,20.89,24.69,27.42,68.58,-92.31,-61.77,-62.05,11.79,64.2,7.87,7.27,1182.52,524470.0_SYNCOMF
Synergy Green,541929.0,SGIL,Castings & Forgings,354.25,37.69,18.74,-19.08,-14.83,3.78,0.29,10.36,15.57,25.67,-13.79,-11.68,0.2,0.09,6.08,37.02,28.42,36.27,,91.44,127.63,153.74,,,-120.79,-91.13,-58.01,3.95,13.26,,500.55,541929.0_SGIL
Syngene Intl.,539268.0,SYNGENE,Pharmaceuticals - Indian - Bulk Drugs & Formln,717.2,1042.1,553.4,-495.6,-551.5,-5.0,89.5,563.5,305.2,823.5,-653.3,-342.5,-172.3,261.8,531.7,963.7,1252.4,1382.0,,2446.2,3824.5,4901.1,,,-3807.2,-2812.4,-1759.7,642.6,436.9,,28869.99,539268.0_SYNGENE
Synoptics Techno,-1.0,SYNOPTICS,Computers - Software - Medium / Small,102.0,-23.17,-29.22,-6.05,30.66,1.45,2.71,2.71,-4.3,-0.63,-3.67,5.48,1.18,1.53,2.71,-30.36,-30.34,,,-17.8,-13.63,,,,,-19.92,-15.07,0.78,,,86.49,-1.0_SYNOPTICS
Synthiko Foils,513307.0,__NA__,Aluminium and Aluminium Products,70.08,2.04,2.23,0.19,-2.28,-0.05,0.07,0.02,-0.23,-0.23,0.01,0.11,-0.11,0.18,0.07,2.18,1.76,1.05,0.53,2.07,2.38,1.89,1.82,-0.59,-0.61,-0.54,0.13,0.5,0.56,0.95,12.2,513307.0___NA__
Syrma SGS Tech.,543573.0,SYRMA,Electronics - Components,494.4,-113.61,-450.59,-28.18,154.65,12.87,64.69,85.57,-188.49,-70.28,-913.36,996.72,13.08,33.41,54.43,-708.32,-582.03,,,-169.37,23.54,,,,,-1467.73,-1309.33,72.86,,,8779.78,543573.0_SYRMA
Syschem (India),531173.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,46.8,-25.65,-32.31,-6.46,31.64,-0.48,0.57,0.1,-10.46,-8.5,9.08,-0.04,0.54,0.03,0.66,-45.13,-46.5,-49.74,-41.84,-33.08,-25.9,-27.6,-19.48,-2.8,-3.43,-5.55,1.84,1.42,0.32,0.06,186.56,531173.0___NA__
Systango Tech,-1.0,SYSTANGO,Computers - Software - Medium / Small,240.0,8.69,7.01,-39.66,-0.25,-31.22,35.89,35.89,0.73,3.64,-5.55,31.97,30.06,5.83,35.89,10.06,20.45,,,15.71,26.72,,,,,-54.68,-45.88,2.48,,,352.06,-1.0_SYSTANGO
Systematix Corp.,526506.0,__NA__,Finance & Investments,1201.15,108.05,95.57,3.28,-3.2,108.13,66.95,175.07,-12.34,-12.18,0.89,-14.02,-25.3,92.24,66.95,133.1,243.24,274.35,289.48,146.45,257.64,291.22,307.7,-6.88,-11.47,-13.48,-10.96,65.68,34.11,42.74,1559.14,526506.0___NA__
Systematix Sec.,531432.0,__NA__,Finance & Investments,7.33,-0.3,-0.3,0.33,-0.06,-0.04,0.04,0.04,-0.39,-0.39,0.4,-0.13,-0.13,0.17,0.04,-0.91,-2.73,-4.16,-5.71,-0.91,-2.45,-3.88,-5.43,5.44,3.86,2.37,1.17,0.04,0.1,0.05,3.67,531432.0___NA__
T & I Global,522294.0,__NA__,Trading,248.8,-24.28,-25.05,20.63,0.0,-3.65,15.4,11.75,2.82,4.99,-13.67,-0.03,-8.71,24.1,15.4,-15.58,21.91,39.3,25.98,-12.39,26.86,45.05,36.34,-13.08,-8.84,-8.58,1.92,22.82,14.54,7.82,126.07,522294.0___NA__
T B Z,534369.0,TBZ,Diamond Cutting / Jewellery,122.85,39.69,31.17,-6.57,-29.19,3.93,8.0,49.76,85.55,93.17,-6.61,-86.72,-0.17,8.17,45.58,49.47,425.93,475.66,627.99,66.66,446.39,520.26,702.18,-30.44,-45.38,-15.62,-15.27,39.61,39.84,31.58,819.77,534369.0_TBZ
T N Merc. Bank,543596.0,TMB,Banks - Private Sector,474.9,-610.53,-710.83,-100.3,696.97,-13.86,3581.98,3581.99,-1358.4,-1269.8,-88.6,1088.38,-270.02,3852.0,3581.99,-851.04,-1558.51,-1972.6,,-555.32,-1225.68,-1614.2,,,-358.41,-332.84,-295.73,2705.08,2920.36,,7520.12,543596.0_TMB
T N Newsprint,531426.0,TNPL,Paper,274.05,419.33,277.1,-135.96,-269.63,13.74,32.16,48.02,701.44,808.59,-103.61,-651.72,53.26,-21.1,116.04,1732.91,1498.93,2974.78,2529.74,2338.68,3003.35,4654.92,5962.57,-3368.24,-1643.1,-1481.35,-592.5,12.22,51.44,21.45,1896.72,531426.0_TNPL
T N Petro Prod.,500777.0,TNPETRO,Chemicals,96.55,161.24,122.25,-69.6,-78.42,13.22,154.39,422.17,5.53,87.37,-67.02,-12.32,8.03,122.51,373.32,199.49,304.39,398.31,539.32,360.32,538.63,699.05,852.23,-457.48,-497.37,-368.01,-232.22,301.97,198.29,115.08,868.66,500777.0_TNPETRO
T N Steel Tubes,513540.0,__NA__,Steel - Medium / Small,11.9,0.81,0.76,0.01,-0.58,0.23,0.06,0.29,-1.95,-1.61,-0.29,1.86,-0.03,0.09,0.06,-6.09,-5.92,-7.93,-14.32,-4.81,-4.54,-3.46,-9.05,-2.02,-1.47,-9.03,-1.11,1.23,3.61,0.32,6.1,513540.0___NA__
T N Telecom.,523419.0,TNTELE,Cables - Telephone,10.37,-0.81,-1.03,0.12,0.75,0.06,0.27,0.43,9.29,9.29,0.0,-9.05,0.24,0.03,0.69,16.09,31.53,48.13,71.77,16.29,31.73,48.32,72.0,0.1,0.16,0.18,0.14,0.41,0.54,0.69,47.37,523419.0_TNTELE
T R I L,532928.0,TRIL,Electric Equipment,761.45,29.14,13.92,-22.44,-9.85,-3.14,4.75,27.25,19.24,28.39,9.16,-44.88,-7.33,12.08,22.88,26.94,124.62,155.7,300.94,59.42,172.21,249.08,445.79,-141.4,-82.78,-43.45,-21.29,26.83,26.57,24.05,11428.04,532928.0_TRIL
T T,514142.0,TTL,Textiles - Products,114.3,25.06,22.74,11.3,-36.52,-0.15,0.44,0.29,38.26,23.58,14.41,-39.13,-1.14,1.58,0.44,166.85,253.17,340.26,440.38,89.5,168.68,241.24,352.03,109.68,116.3,98.6,90.47,2.54,2.14,2.68,245.74,514142.0_TTL
T. Spiritual,532444.0,__NA__,Trading,2.19,-0.01,-0.01,0.01,0.0,0.0,0.03,0.03,0.01,0.01,0.0,0.0,0.01,0.02,0.03,-0.06,-0.28,-1.1,-4.03,-0.06,-0.28,-1.14,-4.06,3.79,1.03,0.27,0.06,0.03,0.02,0.12,4.38,532444.0___NA__
T.V. Today Netw.,532515.0,TVTODAY,Entertainment / Electronic Media Software,229.05,15.11,-3.61,35.0,-28.05,22.06,13.68,249.7,11.17,40.74,371.31,-426.73,-14.68,28.36,63.83,216.91,551.01,720.88,801.85,291.34,657.8,934.69,1097.03,-335.95,-183.75,13.77,195.25,260.46,290.83,263.11,1366.71,532515.0_TVTODAY
TAAL Enterprises,539956.0,__NA__,Transport - Airlines,2922.2,34.46,31.57,-30.99,-4.16,-0.7,20.56,63.0,18.72,21.96,-3.76,-22.54,-4.34,24.89,55.83,75.86,149.0,184.29,,86.05,158.62,196.45,,,-102.24,-91.94,-56.36,75.65,14.27,3.04,910.67,539956.0___NA__
Taaza Intern.,537392.0,__NA__,Trading,5.15,0.08,0.08,0.0,-0.08,0.0,0.2,0.0,-0.48,-0.48,0.0,0.0,-0.48,0.28,0.2,-0.34,-1.03,-4.14,40.18,-0.47,-2.78,-3.37,42.64,-2.46,1.23,1.75,0.13,0.21,1.07,1.53,3.73,537392.0___NA__
TAC Infosec,-1.0,TAC,Computers - Software - Medium / Small,533.8,-2.27,-3.51,-1.24,1.16,-2.35,2.87,2.87,1.63,1.73,0.05,-0.62,1.15,1.72,2.87,-2.56,,,,-0.51,,,,,,,-1.77,2.08,,,559.4,-1.0_TAC
Tahmar Enterp.,516032.0,__NA__,Trading,17.14,-0.34,-65.82,-5.21,5.37,-0.18,0.38,0.21,-26.48,-12.92,-13.55,26.83,0.36,0.02,0.38,-92.44,-92.5,-92.56,-88.09,-13.4,-13.46,-13.52,-17.43,-10.35,-18.74,-18.74,-18.76,0.02,0.01,0.01,162.47,516032.0___NA__
Tai Industries,519483.0,__NA__,Trading,44.87,-5.04,-5.65,0.59,1.6,-2.85,4.7,3.5,-1.76,-1.42,4.14,0.11,2.82,1.87,6.39,-8.75,-11.77,-12.25,-12.4,-7.55,-10.47,-10.22,-8.82,9.8,9.18,8.23,4.8,3.29,2.79,1.33,26.93,519483.0___NA__
Tainwala Chem.,507785.0,TAINWALCHM,Plastics Products,181.25,0.84,0.97,-0.94,-0.01,-0.11,0.4,0.51,-6.62,-5.54,5.45,-0.01,-0.1,0.5,0.85,-8.34,-13.01,-19.49,-28.97,-6.79,-10.56,-16.4,-23.95,23.66,17.18,8.59,6.83,0.94,3.48,0.49,169.65,507785.0_TAINWALCHM
TajGVK Hotels,532390.0,TAJGVK,Hotels,335.2,123.78,85.85,-36.83,-51.91,35.04,38.05,73.21,81.89,99.87,-16.58,-79.09,4.19,34.0,38.2,221.26,297.39,406.15,522.14,276.74,356.67,490.22,666.56,-187.16,-80.59,-56.21,-52.87,10.91,1.86,4.06,2101.79,532390.0_TAJGVK
Take Solutions,532890.0,TAKE,Miscellaneous,21.05,9.32,1.51,-7.46,-11.74,-9.88,10.72,0.95,17.84,20.02,-2.57,-35.72,-18.27,29.0,11.17,17.76,204.76,220.89,271.55,58.96,405.34,629.76,910.76,-1374.26,-938.68,-285.88,4.89,39.29,69.64,110.07,311.42,532890.0_TAKE
Talbros Auto.,505160.0,TALBROAUTO,Auto Ancillaries,316.25,66.75,8.66,-51.76,-17.92,-2.92,5.28,5.2,18.36,56.58,-37.05,-16.31,3.23,2.06,8.1,47.1,131.36,119.66,184.23,175.02,278.22,328.66,432.63,-216.8,-185.6,-130.6,-114.16,11.82,9.24,6.55,1952.17,505160.0_TALBROAUTO
Talbros Engg.,538987.0,__NA__,Auto Ancillaries,645.0,31.15,-6.81,-37.96,6.84,0.03,0.19,0.22,-13.89,31.03,-44.86,13.89,0.05,0.14,0.19,-30.1,-20.9,-31.93,-50.19,71.43,100.99,131.14,152.59,-202.39,-162.82,-121.72,-101.47,3.85,1.47,1.39,327.44,538987.0___NA__
Tamboli Industri,533170.0,__NA__,Finance & Investments,126.5,4.98,-2.0,-6.98,0.35,-1.65,5.2,16.39,15.82,20.96,-5.14,-14.39,1.44,3.77,7.28,35.05,30.35,42.68,59.22,50.02,55.2,73.8,100.38,-75.35,-65.31,-59.03,-49.16,8.13,22.13,22.02,125.48,533170.0___NA__
Taneja Aerospace,522229.0,__NA__,Miscellaneous,634.5,14.05,7.85,-26.76,10.07,-2.64,8.5,5.95,18.3,15.86,2.74,-13.04,5.55,2.94,10.33,31.38,54.06,68.62,105.37,39.61,65.4,82.27,122.68,-43.49,-31.63,-30.5,-28.22,4.7,4.74,3.79,1618.03,522229.0___NA__
Tanfac Inds.,506854.0,__NA__,Chemicals,2149.65,34.23,-1.89,-30.37,-7.21,-3.35,10.47,9.31,28.13,42.94,-39.59,-6.37,-3.03,6.92,12.68,55.53,95.44,146.78,186.15,121.1,180.12,234.39,275.56,-153.71,-151.91,-148.22,-104.84,6.35,0.95,0.36,2144.27,506854.0___NA__
Tanla Platforms,532790.0,TANLA,Computers - Software - Medium / Small,964.5,589.93,434.16,-528.01,-150.9,-88.97,711.57,667.09,90.66,246.71,-69.6,-327.82,-150.7,862.27,711.57,949.57,1581.1,1585.62,1678.4,1323.06,2123.7,2125.59,2340.8,-1021.03,-903.49,-844.59,-708.5,584.14,155.02,133.3,12968.64,532790.0_TANLA
Tantia Constr.,532738.0,TCLCONS,Construction,50.35,-35.48,-34.85,15.55,8.42,-11.51,16.3,8.33,-0.81,1.04,4.57,-0.37,5.24,11.06,33.75,-39.58,829.31,772.39,619.44,-38.19,830.64,798.3,784.31,-153.58,-25.7,-15.65,16.61,50.75,12.15,37.89,780.46,532738.0_TCLCONS
Tanvi Foods,540332.0,__NA__,Food - Processing - Indian,165.0,3.14,-12.74,-15.77,14.34,1.71,0.22,0.22,-3.21,-1.64,-1.48,3.07,-0.05,0.27,0.22,-15.56,-20.5,-37.89,-44.74,3.67,8.52,-0.45,0.74,-40.37,-32.91,-27.29,-18.61,0.25,0.12,0.18,189.5,540332.0___NA__
Tapi Fruit,-1.0,TAPIFRUIT,Food - Processing - Indian,139.0,-0.23,-2.68,-2.29,5.98,3.46,0.04,0.04,-2.08,-1.26,-1.34,2.6,0.0,0.05,0.04,-4.7,-4.87,,,-0.51,1.3,,,,,-6.14,-4.55,0.18,0.02,,57.96,-1.0_TAPIFRUIT
Tara Chand Infra,-1.0,TARACHAND,Diversified - Medium / Small,418.75,24.02,0.88,-22.81,-1.93,-0.71,0.92,0.2,22.3,48.7,-26.28,-9.07,13.35,2.91,16.26,44.29,5.24,-18.18,,106.73,159.98,196.99,,,-213.36,-153.57,-61.85,2.67,5.4,6.2,635.46,-1.0_TARACHAND
Tarai Foods,519285.0,__NA__,Food - Processing - Indian,10.18,0.87,0.84,-0.02,0.0,0.85,0.05,0.9,-0.17,-0.17,0.01,0.16,0.0,0.05,0.05,0.39,0.69,0.78,11.5,0.42,0.72,0.79,11.72,-0.05,0.16,0.14,0.13,0.17,0.04,0.05,18.04,519285.0___NA__
Tarapur Trans,533203.0,TARAPUR,Electric Equipment,13.1,-0.12,-0.12,0.36,-0.34,-0.11,0.69,0.58,-13.31,-13.36,12.59,-0.57,-1.34,2.03,0.69,-14.0,-17.25,-15.51,-17.22,-14.79,-20.61,-22.28,-25.32,27.96,20.79,17.72,10.99,1.96,2.07,2.99,25.54,533203.0_TARAPUR
TARC Ltd,543249.0,TARC,Construction,192.95,158.22,117.24,-39.06,-166.11,-46.96,105.8,67.42,-12.46,-81.01,74.52,95.89,89.4,16.41,114.89,384.53,611.56,,,-3.96,256.77,,,,,442.86,402.43,14.96,,,5693.88,543249.0_TARC
Tarini Internat.,538496.0,__NA__,Miscellaneous,25.12,-1.46,-1.8,1.75,-0.55,-0.26,0.67,0.67,-1.38,-1.03,0.29,0.8,0.05,0.62,0.67,-1.94,-3.12,-1.63,-18.92,-1.13,-2.93,-1.68,-17.7,6.14,7.67,4.94,2.44,0.41,0.55,0.1,32.65,538496.0___NA__
Tarmat,532869.0,TARMAT,Construction,71.82,-3.2,-3.25,0.01,3.85,0.67,5.04,5.71,8.79,9.57,-0.96,-8.01,0.6,4.44,5.04,-1.84,2.84,34.81,36.13,-0.75,12.11,43.81,45.14,9.54,3.31,10.04,16.97,14.65,9.06,5.16,153.08,532869.0_TARMAT
Tarsons Products,543399.0,TARSONS,Miscellaneous,508.85,102.71,-81.29,-284.96,135.63,-46.63,63.79,22.61,,,,,,,,,,,,,,,,,,,,3.15,,,2707.39,543399.0_TARSONS
Tasty Bite Eat.,519091.0,TASTYBITE,Food - Processing - Indian,10648.6,66.78,49.9,-16.08,-55.66,-4.95,13.49,8.59,22.77,61.07,-33.73,-17.81,9.53,3.96,13.56,95.67,64.31,100.25,101.22,192.81,269.7,346.42,383.44,-276.89,-241.34,-204.18,-96.45,34.91,7.84,6.27,2732.42,519091.0_TASTYBITE
Tasty Dairy,540955.0,__NA__,Food - Processing - Indian,10.73,10.36,9.95,0.67,-10.95,0.08,0.17,0.39,-3.43,0.08,-3.25,2.6,-0.56,0.73,1.17,-2.57,-5.84,-10.64,,3.55,1.5,-1.11,,,-7.99,-5.8,-3.33,2.03,2.14,0.92,21.92,540955.0___NA__
Tata Chemicals,500770.0,TATACHEM,Chemicals,1111.8,3016.0,1193.0,-605.0,-2494.0,-83.0,508.0,645.0,1427.0,2971.0,-1149.0,-2076.0,-254.0,762.0,665.0,3000.0,4414.42,6055.73,11297.8,7632.0,11449.39,14900.82,22037.21,-7326.3,-5215.73,-6002.52,-2571.0,1411.01,1952.19,1664.84,28324.23,500770.0_TATACHEM
Tata Comm,500483.0,TATACOMM,Telecommunications - Service Provider,1862.35,3182.0,1110.16,-2641.48,-812.95,-272.43,1004.48,842.45,2899.33,4384.35,-1835.93,-2240.8,307.62,696.86,1062.57,6563.07,9237.96,9445.36,11634.68,11770.17,17474.76,21031.9,28816.43,-14965.37,-11683.72,-8899.69,-5370.99,927.1,852.08,1079.29,53077.0,500483.0_TATACOMM
Tata Consumer,500800.0,TATACONSUM,Tea,1093.15,1936.68,1626.45,-1910.77,255.55,281.46,890.39,2454.49,1321.39,1461.29,-833.61,-714.4,-86.72,977.11,2796.94,4217.57,6626.23,6585.06,7402.52,4913.78,7652.38,8217.83,9492.82,-4925.34,-5007.96,-5030.03,-4061.49,3074.88,1033.61,574.82,104159.13,500800.0_TATACONSUM
Tata Elxsi,500408.0,TATAELXSI,Computers - Software - Medium / Small,7055.4,701.23,618.23,-274.05,-427.83,-0.65,133.89,1357.1,423.14,486.86,-200.95,-303.12,-17.21,151.11,1191.55,1453.22,2084.65,2453.51,2765.78,1671.12,2364.27,2776.28,3185.06,-1415.64,-1384.19,-977.51,-581.24,859.62,515.81,251.52,43938.51,500408.0_TATAELXSI
Tata Inv.Corpn.,501301.0,TATAINVEST,Finance & Investments,6560.0,234.86,234.68,365.83,-494.74,105.95,4.54,341.84,229.41,229.64,-188.64,-46.79,-5.79,10.33,39.31,586.43,789.08,947.68,1196.83,586.98,790.13,948.87,1198.65,818.83,733.07,196.12,180.84,21.93,18.84,13.76,33190.5,501301.0_TATAINVEST
Tata Motors,500570.0,TATAMOTORS,Automobiles - LCVs / HCVs,992.3,67915.36,36732.82,-22781.56,-37005.99,8127.81,31886.95,45806.69,16442.87,35388.01,-15417.17,-26242.9,-6272.06,38159.01,37015.56,52520.2,58768.28,31231.54,55511.07,117586.2,173219.65,215967.82,319597.87,-259944.3,-147446.65,-101429.44,-42642.39,46792.46,32648.82,36077.88,363771.58,500570.0_TATAMOTORS
Tata Motors-DVR,570001.0,TATAMTRDVR,Automobiles - LCVs / HCVs,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33917.15,570001.0_TATAMTRDVR
Tata Power Co.,500400.0,TATAPOWER,Power Generation And Supply,438.1,12596.11,-590.44,-9027.11,-4497.43,-928.43,4072.28,9151.91,-440.13,7165.59,-7263.1,1340.77,1243.26,2829.02,11206.53,-1570.79,6837.72,10738.08,22310.94,26454.43,42174.87,53112.51,73522.72,-36867.35,-23824.22,-22040.23,-22540.68,5870.67,787.45,954.3,139987.81,500400.0_TATAPOWER
Tata Steel,500470.0,TATASTEEL,Steel - Large,175.5,20300.67,2569.47,-14252.74,-11096.99,-5049.06,12129.9,8677.72,7868.29,21683.08,-18179.45,-6980.69,-3477.06,15606.96,13357.26,44866.03,92815.2,110250.78,115001.73,86364.74,150860.14,184219.48,218378.96,-134998.39,-107693.3,-66786.54,-43337.21,5782.18,3341.37,4921.05,219085.9,500470.0_TATASTEEL
Tata Technolog.,544028.0,TATATECH,Computers - Software - Medium / Small,1021.45,294.33,203.57,399.51,-556.81,137.03,382.82,913.39,336.17,401.39,-439.96,-346.87,-385.44,768.26,999.2,438.18,1751.72,,,657.04,2037.31,,,,,-636.77,29.57,783.4,383.93,,41437.01,544028.0_TATATECH
Tata Tele. Mah.,532371.0,TTML,Telecommunications - Service Provider,78.03,586.07,482.4,-64.46,-503.41,18.2,14.21,32.49,448.62,558.08,-66.2,-494.37,-2.49,16.7,14.26,1356.87,1345.0,1010.38,-27.08,1674.23,1881.73,1751.28,3883.07,-3934.72,230.68,73.42,-260.18,43.29,171.13,37.03,15254.35,532371.0_TTML
Tatia Global,521228.0,__NA__,Construction,4.1,0.06,0.06,0.0,0.07,0.13,0.86,0.99,0.04,3.47,-3.43,-0.03,0.01,0.85,0.86,1.25,1.81,2.47,1.85,4.68,5.24,5.92,5.31,-2.82,-3.44,-3.43,-3.43,0.76,0.72,0.16,62.16,521228.0___NA__
Tatva Chintan,543321.0,TATVA,Chemicals,1115.0,98.04,-30.32,-120.54,30.52,8.02,27.37,38.29,-175.26,27.78,-101.23,37.8,-35.65,63.02,44.76,-274.28,-298.37,-318.6,,146.2,191.2,211.15,,,-526.36,-479.42,-418.58,5.34,15.75,,2608.25,543321.0_TATVA
Tavernier Res.,531190.0,__NA__,Trading,32.28,-0.24,-0.25,3.52,-3.56,-0.28,0.38,0.09,0.13,0.13,0.0,-0.03,0.1,0.27,0.38,0.4,0.28,0.62,-2.4,0.41,0.14,0.5,-2.52,4.55,3.88,3.68,3.52,0.11,0.17,0.15,19.3,531190.0___NA__
Taylormade Renew,541228.0,__NA__,Electric Equipment,452.1,-21.93,-24.21,-10.29,32.12,-0.11,0.4,0.4,0.28,2.06,-1.79,0.03,0.31,0.1,0.4,-23.17,-24.6,-35.73,-41.88,-18.71,-20.14,-30.3,-34.95,-14.71,-13.26,-12.37,-12.58,0.06,2.94,0.26,501.5,541228.0___NA__
Tayo Rolls,504961.0,__NA__,Castings & Forgings,99.4,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,-0.02,-1.79,-28.57,-114.76,-0.02,-1.79,-27.63,-81.17,-31.6,0.33,0.5,0.0,0.03,5.27,7.8,101.98,504961.0___NA__
TBI Corn,-1.0,TBI,Food - Processing - Indian,280.0,-2.83,-10.67,-7.86,10.84,0.15,0.3,0.3,-5.55,-4.98,-0.57,5.57,0.02,0.28,0.3,,,,,,,,,,,,,,,,508.45,-1.0_TBI
TBO Tek,544174.0,TBOTEK,Travel Agencies,1910.05,226.5,188.21,-157.28,115.29,184.51,563.39,854.08,138.58,237.4,-84.85,-14.06,138.49,424.89,661.29,511.19,542.6,,,662.16,709.55,,,,,-303.3,-268.93,332.36,296.0,,20740.82,544174.0_TBOTEK
