Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization,join_key
Sir Shadi Lal,532879.0,__NA__,Sugar,367.45,-5.57,4.48,10.16,11.67,-4.93,10.63,2.22,-0.11,-1.99,20.92,-24.39,7.99,10.16,11.67,,6.07,,6.07,-20.43,-13.14,-15.25,-1.28,-1.91,192.91,532879.0___NA__
Sirca Paints,543686.0,SIRCA,Trading,324.85,30.41,21.82,46.26,14.75,16.95,18.1,20.91,,42.07,14.6,19.1,,46.25,14.75,-42.59,,20.8,,0.0,33.34,23.92,45.18,33.53,1780.47,543686.0_SIRCA
Sirohia & Sons,538667.0,__NA__,Trading,10.16,,,19.49,12.57,-58.67,-100.0,,,44.22,17.72,-25.25,-13.64,19.49,12.57,,,,,0.0,-0.09,-0.02,-0.04,0.04,10.42,538667.0___NA__
SIS,540673.0,SIS,Miscellaneous,447.75,10.34,11.57,-31.0,-2.64,12.79,10.21,15.82,14.77,-16.3,9.59,14.71,13.98,-30.33,-2.31,7.23,-12.99,7.96,11.2,-1.18,329.76,225.36,514.49,360.7,6453.41,540673.0_SIS
Sita Enterprises,512589.0,__NA__,Finance & Investments,53.35,74.17,63.66,115.96,99.16,-8.33,71.67,23.34,33.22,107.77,93.19,26.85,53.79,115.96,99.16,29.57,57.51,29.57,57.51,0.0,0.94,0.56,1.0,0.61,16.0,512589.0___NA__
Siti Networks,532795.0,SITINET,Entertainment / Electronic Media Software,0.65,-5.78,-0.94,-38.0,-26.69,4.27,-4.44,2.32,11.23,-22.47,-13.88,-7.58,5.93,-38.0,-26.69,,,,,0.0,-214.82,-161.27,-85.46,-25.58,56.68,532795.0_SITINET
Siyaram,544047.0,__NA__,Mining / Minerals / Metals,73.49,43.91,,74.3,,16.39,16.39,,,55.6,,,,57.26,,,,,,,,,,,138.14,544047.0___NA__
Siyaram Silk,503811.0,SIYSIL,Textiles - Processing,518.45,24.27,2.84,234.15,12.28,4.73,-6.38,4.15,4.92,51.15,3.74,5.59,7.17,237.79,13.02,11.39,11.02,10.87,10.65,0.25,143.81,118.93,215.6,196.78,2352.22,503811.0_SIYSIL
Sizemasters Tech,513496.0,__NA__,Auto Ancillaries,238.6,,,,,1773.53,1773.53,,,,,,,,,,,,,-9.77,,,,,238.6,513496.0___NA__
SJ Corp,504398.0,__NA__,Diamond Cutting / Jewellery,41.89,60.94,12.76,27.22,20.11,-17.36,2.23,2.97,-9.6,36.72,14.87,16.99,-22.38,27.22,20.11,10.58,-35.4,10.58,-35.4,0.0,0.05,-0.04,0.08,0.08,35.0,504398.0___NA__
SJS Enterprises,543387.0,SJS,Plastics Products,786.95,,,,,17.08,17.08,,,,,,,,,,,,,,,,,,2442.56,543387.0_SJS
SJVN,533206.0,SJVN,Power Generation And Supply,131.75,1.24,-0.5,-23.24,-9.58,-2.75,-2.75,-0.54,3.25,-6.83,-3.29,-3.16,1.37,-23.24,-9.58,-7.68,-2.17,-8.36,-2.67,-4.92,1309.17,1383.57,1947.41,1959.59,51775.05,533206.0_SJVN
SKF India,500472.0,SKFINDIA,Bearings,6614.95,19.61,8.53,22.95,10.59,6.09,6.16,8.21,7.22,21.26,7.14,9.75,9.6,22.95,10.59,13.43,12.51,12.39,11.79,0.0,406.17,336.25,552.42,482.65,32702.96,500472.0_SKFINDIA
SKIL Infrastr,539861.0,SKIL,Construction,6.2,,,25.43,12.72,-7.32,-7.32,,,26.04,-11.99,-17.15,-5.42,25.43,12.72,9.26,7.11,9.26,5.82,-15.22,-515.44,-406.93,-338.31,-158.27,134.28,539861.0_SKIL
Skipper,538562.0,SKIPPER,Engineering,356.6,27.55,11.9,53.87,18.69,13.74,13.74,10.18,12.19,30.37,12.29,2.5,10.55,53.87,18.69,-7.06,10.7,-7.02,10.74,-5.42,39.34,65.6,151.25,182.33,3869.73,538562.0_SKIPPER
SKM Egg Prod.,532143.0,SKMEGGPROD,Food - Processing - Indian,262.5,37.6,15.95,73.61,77.77,5.32,5.95,17.1,10.28,44.22,44.94,34.28,15.24,73.61,77.77,76.04,26.21,76.04,26.21,0.02,37.83,24.75,57.57,39.24,691.16,532143.0_SKMEGGPROD
SKP Bearing,-1.0,SKP,Bearings,226.25,,,,,,,,,,,,,,,,,,,,,,,,375.58,-1.0_SKP
SKP Securities,531169.0,__NA__,Finance & Investments,145.0,27.16,20.83,34.69,36.43,2.58,32.96,16.3,13.53,37.1,32.58,16.89,27.73,34.63,43.61,24.49,46.62,15.95,39.5,0.0,4.09,3.45,5.72,4.78,98.74,531169.0___NA__
Sky Gold,541967.0,SKYGOLD,Diamond Cutting / Jewellery,1688.0,29.94,16.69,136.25,67.72,10.2,10.2,40.14,,96.53,49.32,50.74,,120.07,60.73,30.67,,71.18,,-12.23,15.4,,30.85,,2234.46,541967.0_SKYGOLD
Sky Industries,526479.0,__NA__,Textiles - Products,89.99,,,,,-4.2,9.0,7.74,1.98,,,4.97,1.33,,,-5.31,1.77,3.7,8.99,6.46,,,,,71.01,526479.0___NA__
Skyline Millars,505650.0,__NA__,Construction,25.61,,,,,-14.48,-100.0,,,,,9.58,,,,9.38,-18.01,9.38,-18.01,0.0,0.39,-1.61,0.45,-1.51,103.01,505650.0___NA__
Skyline Ventures,538919.0,__NA__,Trading,14.71,,,,-42.57,-78.77,307.69,,,,,,,,-42.57,,,,,0.0,-0.14,-0.08,-0.14,-0.07,5.83,538919.0___NA__
Slone,-1.0,SLONE,Computers - Hardware,166.0,,,,,100.83,100.83,,,,,,,,,,,,,,,,,,87.46,-1.0_SLONE
SM Auto Stamping,543065.0,__NA__,Auto Ancillaries,50.0,20.17,3.05,49.97,11.11,-1.6,-1.6,6.81,3.17,54.85,7.99,8.2,14.74,50.86,-30.55,4.42,-14.17,46.07,8.57,-0.17,0.92,0.88,2.83,2.94,68.44,543065.0___NA__
Smart Finsec,539494.0,__NA__,Finance & Investments,14.45,2.59,39.83,73.99,31.18,-18.47,105.54,52.62,63.83,73.62,30.8,11.24,29.32,73.99,31.18,11.45,26.83,11.45,26.83,2.86,1.61,1.06,2.12,1.37,43.35,539494.0___NA__
Smartlink Hold.,532419.0,SMARTLINK,Finance & Investments,281.0,43.77,14.13,-11.6,38.21,9.4,12.96,10.57,3.38,2.89,33.16,31.37,11.03,-2.7,48.29,20.24,12.54,15.38,9.24,-1.78,3.77,,4.95,,280.3,532419.0_SMARTLINK
SMC Global Sec.,543263.0,SMCGLOBAL,Finance & Investments,162.0,22.11,16.76,21.4,20.18,16.12,15.62,17.66,18.82,28.61,21.08,22.44,23.92,24.58,22.06,23.92,25.1,22.55,24.13,4.95,121.88,85.92,244.3,174.61,1696.17,543263.0_SMCGLOBAL
SMIFS Cap. Mkt.,508905.0,__NA__,Finance & Investments,54.8,48.71,36.78,225.32,38.67,15.04,0.33,26.09,23.83,39.91,21.95,14.98,9.51,225.32,38.67,20.85,8.75,20.85,8.75,4.83,0.71,0.88,1.08,0.97,30.63,508905.0___NA__
Smiths & Founder,513418.0,__NA__,Castings & Forgings,5.02,9.75,2.79,-2.51,21.01,9.16,9.16,6.45,5.71,-5.71,34.34,24.1,25.38,-2.51,21.01,15.34,8.62,15.34,10.35,0.01,0.39,-0.43,0.74,0.03,51.21,513418.0___NA__
SML ISUZU,505192.0,SMLISUZU,Automobiles - LCVs / HCVs,2091.5,54.88,9.28,41.06,40.87,16.27,20.55,7.13,9.56,69.6,18.55,7.09,17.59,41.06,40.87,7.99,19.99,7.99,19.99,0.0,-25.4,5.45,-6.76,24.86,3026.4,505192.0_SMLISUZU
Smruthi Organic,540686.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,164.2,0.3,-1.46,-40.58,-12.15,-3.49,-3.49,7.03,3.35,-25.5,-7.19,1.38,19.01,-40.58,-12.22,12.37,9.95,12.44,9.96,0.45,8.73,4.58,13.37,9.33,187.93,540686.0___NA__
SMS Lifesciences,540679.0,SMSLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,851.35,4.83,-4.13,-22.45,-18.81,-3.04,-3.04,,,2.95,-1.34,,,-22.45,-18.81,,,,,2.93,11.13,,22.25,,257.4,540679.0_SMSLIFE
SMS Pharma.,532815.0,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs,231.7,7.99,8.81,-6.76,3.58,0.48,0.42,7.12,3.19,-0.89,5.33,6.79,7.52,-6.76,3.58,4.79,9.3,4.79,9.26,-2.62,43.06,40.97,74.13,73.7,1961.38,532815.0_SMSPHARMA
SMVD Poly Pack,-1.0,SMVD,Plastics Products,12.7,-28.67,-13.04,,,16.17,16.17,-5.07,,,,,,,,,,,,0.0,-0.6,0.29,2.82,3.24,12.74,-1.0_SMVD
SNL Bearings,505827.0,__NA__,Bearings,369.0,9.35,3.25,9.42,-0.15,10.02,6.82,5.18,7.56,10.39,0.54,1.71,7.27,9.42,-0.15,2.23,8.72,2.23,8.72,0.0,6.96,6.79,9.44,9.6,133.21,505827.0___NA__
Snowman Logistic,538635.0,SNOWMAN,Miscellaneous,77.55,28.52,16.7,533.47,7.31,10.81,20.52,15.0,12.62,16.78,12.04,16.49,10.54,533.47,7.31,33.92,-8.29,33.92,-5.52,4.99,1.99,5.51,28.66,21.54,1295.78,538635.0_SNOWMAN
Sobha,532784.0,SOBHA,Construction,1963.0,13.65,-2.09,-7.54,-30.2,12.29,9.06,4.81,3.6,-19.24,-11.81,-2.39,-4.22,-7.54,-30.2,-15.4,-14.15,-15.58,-14.44,0.3,128.81,169.42,602.74,560.03,20995.03,532784.0_SOBHA
Sobhagya Mercant,512014.0,__NA__,Diversified - Medium / Small,29.0,41.53,396.03,13.55,211.12,63.48,63.48,213.9,,21.75,239.76,,111.66,13.55,211.12,124.95,102.51,,102.51,0.0,9.41,4.7,12.4,6.19,24.36,512014.0___NA__
Sofcom Systems,538923.0,__NA__,Computers - Software - Medium / Small,33.62,,20.2,73.34,39.84,-76.42,-100.0,11.98,57.17,137.78,80.51,14.47,,73.34,39.84,58.98,,58.98,,-72.6,-0.06,-0.06,0.14,0.13,13.97,538923.0___NA__
Softrak Venture,531529.0,__NA__,Finance & Investments,13.9,,0.0,186.84,,-83.33,-90.32,,,213.8,,,,186.84,,,,,,-0.45,0.48,,0.65,,62.65,531529.0___NA__
Softsol India,532344.0,__NA__,Computers - Software - Medium / Small,355.35,23.46,9.83,-11.09,14.82,-9.6,-9.6,10.13,2.61,2.43,12.91,6.1,2.24,-7.14,17.86,7.99,6.7,5.99,5.32,1.05,3.77,2.91,7.55,5.25,524.64,532344.0___NA__
Softtech Enginee,543470.0,SOFTTECH,Computers - Software - Medium / Small,384.0,23.75,4.65,9.3,-14.81,13.82,13.82,,,22.49,7.56,,,-1.2,-19.89,,,,,-11.35,4.1,,9.79,,492.26,543470.0_SOFTTECH
Solar Industries,532725.0,SOLARINDS,Chemicals,9999.55,34.12,19.78,49.07,28.18,13.5,12.44,21.2,18.92,41.76,24.28,24.33,21.57,49.07,28.18,25.82,22.03,25.82,22.03,-0.01,537.24,366.95,821.9,574.18,90486.01,532725.0_SOLARINDS
Solara Active,541540.0,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln,576.3,-7.28,-1.45,,,-4.68,-4.68,,,,,,,,,,,,,-6.83,-29.71,,67.62,,2373.49,541540.0_SOLARA
Solex Energy,-1.0,SOLEX,Electric Equipment,1485.0,66.27,19.67,74.96,11.93,47.34,-7.49,40.42,,103.67,30.08,43.96,,48.99,1.64,15.05,,38.13,,0.23,3.7,2.8,8.85,6.06,1188.0,-1.0_SOLEX
Solid Stone Co,513699.0,__NA__,Trading,34.99,11.71,-10.22,47.06,4.87,-7.18,-11.22,-13.47,-6.83,28.04,2.87,0.62,1.94,47.06,4.87,0.17,-1.31,0.17,-1.31,0.0,0.13,0.6,2.49,3.06,18.82,513699.0___NA__
Solitaire Mach.,522152.0,__NA__,Engineering,108.6,6.72,5.98,7.01,6.17,11.73,11.73,1.86,8.5,7.31,-0.52,-3.39,8.38,7.01,6.17,-1.4,16.13,-1.4,16.13,-0.11,1.26,1.31,1.8,1.98,49.3,522152.0___NA__
Som Datt Finance,511571.0,__NA__,Finance & Investments,114.2,40.93,90.44,39.68,134.68,14.29,0.37,37.71,32.97,41.39,124.58,108.51,58.16,39.68,134.68,126.15,60.01,126.15,60.01,0.02,4.23,2.18,4.82,2.5,114.31,511571.0___NA__
Som Distilleries,507514.0,SDBL,Breweries & Distilleries,113.55,64.52,26.63,62.26,34.68,26.98,26.98,26.67,,189.12,24.23,22.39,,60.69,33.15,26.17,,30.24,,10.78,22.87,,47.87,,2200.28,507514.0_SDBL
Soma Papers,516038.0,__NA__,Paper,74.99,,,,1.49,,,,,,1.03,,,,1.49,,,,,0.0,0.01,-0.06,0.01,-0.04,10.5,516038.0___NA__
Soma Textiles,521034.0,SOMATEX,Trading,34.59,-23.56,-31.67,27.65,15.57,-32.74,-32.74,-35.79,-32.05,36.16,18.55,-13.92,-8.67,27.65,15.57,11.25,7.49,11.25,7.49,9.08,-11.05,-16.26,-0.42,-3.32,114.26,521034.0_SOMATEX
Somany Ceramics,531548.0,SOMANYCERA,Ceramics - Tiles / Sanitaryware,827.65,16.22,8.61,12.7,13.43,2.74,4.53,5.93,7.55,9.29,7.88,0.96,12.09,13.94,14.18,0.5,12.73,0.03,13.34,0.25,70.0,68.66,140.27,142.68,3393.65,531548.0_SOMANYCERA
Somi Conv.Belt.,533001.0,SOMICONVEY,Miscellaneous,191.9,29.65,10.98,37.25,24.03,3.73,8.94,7.45,4.54,9.4,-0.18,-0.76,-2.27,37.25,24.03,41.53,2.37,41.53,2.37,0.04,2.79,2.35,6.62,6.36,226.05,533001.0_SOMICONVEY
Sona BLW Precis.,543300.0,SONACOMS,Auto Ancillaries,650.35,27.37,32.85,28.77,36.85,17.2,27.31,28.38,24.21,26.46,33.58,34.56,24.82,27.78,-25.67,-9.18,-3.03,40.45,31.58,,304.75,178.73,407.5,257.04,38140.45,543300.0_SONACOMS
Sona Machinery,-1.0,SONAMAC,Engineering,209.0,151.23,,234.4,,82.4,82.4,,,229.41,,,,-35.17,,,,,,,,,,,286.83,-1.0_SONAMAC
Sonal Adhesives,526901.0,__NA__,Packaging,78.0,81.01,21.91,62.06,31.07,-14.04,20.86,20.57,5.87,156.55,59.22,17.34,0.56,62.06,31.07,14.59,12.3,14.59,12.3,0.0,1.41,-0.32,2.2,0.16,47.26,526901.0___NA__
Sonal Mercantile,538943.0,__NA__,Finance & Investments,110.5,28.55,56.34,19.36,39.14,41.19,41.19,,,30.21,64.98,,,19.36,39.14,,,,,0.0,15.98,,22.86,,162.85,538943.0___NA__
Sonalis Consumer,543924.0,__NA__,Trading,67.46,,,,,-37.42,-37.42,,,,,,,,,,,,,,,,,,13.49,543924.0___NA__
Sonam,-1.0,SONAMLTD,Miscellaneous,39.39,3.25,6.21,16.85,7.87,8.65,6.09,12.55,,17.88,9.82,16.37,,16.85,7.87,19.63,,30.64,,-1.71,3.85,2.89,7.23,5.98,157.69,-1.0_SONAMLTD
Sonata Software,532221.0,SONATSOFTW,Computers - Software - Medium / Small,611.6,26.77,23.81,19.29,11.19,15.63,26.42,20.24,18.59,28.29,19.18,20.24,22.56,19.29,11.19,15.67,18.73,15.67,18.73,0.0,350.72,261.71,521.84,384.4,17150.77,532221.0_SONATSOFTW
Soni Medicare,539378.0,__NA__,Healthcare,25.75,24.79,15.89,,,3.63,4.69,11.77,8.72,,,,,,,,,,,0.0,-0.96,-0.43,-0.11,0.23,10.98,539378.0___NA__
Sonu Infratech,-1.0,SONUINFRA,Construction,67.9,30.57,21.52,27.79,35.1,20.44,20.44,,,21.83,34.72,,,13.16,25.59,,,,,,1.88,,4.6,,53.3,-1.0_SONUINFRA
Sotac Pharma.,-1.0,SOTAC,Pharmaceuticals - Indian - Bulk Drugs & Formln,136.75,28.58,,56.76,,34.01,34.01,,,78.9,,,,33.62,,,,,,,,,,,151.11,-1.0_SOTAC
Source Industrie,521036.0,__NA__,Textiles - Processing,2.53,11.87,-2.64,-9.14,-12.94,12.5,12.5,-53.72,3.42,-9.14,-12.94,,-10.4,-9.14,-12.94,,-6.7,,-6.7,0.0,-0.14,-0.11,-0.14,-0.11,2.88,521036.0___NA__
Source Natural,531398.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,183.75,3.14,16.34,-19.4,11.44,18.17,6.09,7.99,19.65,-0.37,22.91,13.57,26.35,-19.4,11.44,3.41,23.73,3.41,26.4,0.0,2.27,1.52,3.34,2.11,118.28,531398.0___NA__
South Asian Ent.,526477.0,__NA__,Trading,51.97,93.83,,,,97.9,97.9,,,,,,,,,,,,,0.0,,,,,20.79,526477.0___NA__
South Ind.Bank,532218.0,SOUTHBANK,Banks - Private Sector,26.97,5.64,4.61,158.65,34.02,5.41,9.82,5.69,5.56,10.35,5.11,5.0,4.49,158.65,30.18,12.95,6.1,15.38,7.76,0.0,411.26,367.21,5429.89,5083.16,7055.47,532218.0_SOUTHBANK
South West Pinn.,543986.0,SOUTHWEST,Mining / Minerals / Metals,117.85,9.22,10.04,-9.87,-5.95,7.56,7.56,9.15,9.88,2.65,3.48,4.05,6.23,-9.87,-5.95,-11.93,-1.77,3.04,9.64,-1.07,8.55,7.39,17.33,16.09,328.81,543986.0_SOUTHWEST
South. Magnesium,513498.0,__NA__,Mining / Minerals / Metals,215.0,67.64,16.46,239.12,19.44,16.42,16.42,5.95,18.39,303.54,20.11,6.3,30.96,239.12,19.44,8.35,30.08,8.35,30.08,0.8,1.38,1.28,1.94,1.79,64.5,513498.0___NA__
Southern Infosys,540174.0,__NA__,Trading,20.02,5.58,-3.23,58.74,94.73,-12.94,-12.94,,,36.32,28.14,,,58.74,94.73,,,,,0.0,0.12,,0.14,,10.05,540174.0___NA__
Southern Latex,514454.0,__NA__,Textiles - Products,30.0,,,8.1,4.78,-92.86,,,,3.71,2.21,4.03,2.8,8.1,4.78,8.0,8.11,8.0,8.11,0.74,0.21,0.18,0.26,0.22,22.08,514454.0___NA__
Sover. Diamonds,523826.0,__NA__,Diamond Cutting / Jewellery,28.94,23.82,-6.72,43.34,37.58,-11.52,2.19,-6.41,-3.36,388.63,6.37,-1.71,-0.85,43.34,37.58,3.98,3.07,3.98,3.07,0.0,0.54,0.78,1.86,2.65,16.74,523826.0___NA__
SP Refractories,-1.0,SPRL,Refractories / Intermediates,304.5,3.89,9.23,27.65,49.34,13.17,13.17,,,25.28,26.35,,,20.14,15.6,,,,,,0.86,,1.58,,54.49,-1.0_SPRL
SPA CAPT SER,542376.0,__NA__,Finance & Investments,54.8,-12.02,-26.54,50.56,1.28,-5.26,-5.26,,,54.45,-28.17,,,50.56,1.28,,,,,0.0,0.2,,0.72,,16.85,542376.0___NA__
Space Incubatric,541890.0,__NA__,Miscellaneous,1.63,,,-46.87,15.08,-100.0,-100.0,,,-32.3,15.52,,,-46.87,15.08,,,,,-1.13,0.11,,0.15,,5.64,541890.0___NA__
Spacenet Enterpr,-1.0,SPCENET,Trading,32.78,,,,,-65.52,-11.3,89.71,13.21,,,27.76,16.48,,,12.4,7.94,25.79,13.85,-41.35,,,,,1800.38,-1.0_SPCENET
Span Divergent,524727.0,__NA__,Miscellaneous,28.5,19.6,-12.11,28.55,15.61,-4.35,-4.35,23.62,-16.94,59.9,20.01,15.41,-3.64,28.55,15.61,11.43,7.95,11.43,7.76,-0.12,-3.18,-5.27,-2.41,-4.5,15.57,524727.0___NA__
Spandana Sphoort,542759.0,SPANDANA,Finance & Investments,721.95,16.79,17.28,53.65,8.67,9.63,2.44,29.43,23.46,36.68,13.08,34.53,24.88,48.46,4.85,-11.48,7.09,0.94,21.99,-2.63,198.52,215.3,824.07,611.54,5147.92,542759.0_SPANDANA
SPARC,532872.0,SPARC,Miscellaneous,240.6,-33.16,-16.2,,,-6.76,-45.74,-11.74,-7.63,,,,,,,,,,,-2.79,-257.79,-191.82,-250.6,-187.78,7807.98,532872.0_SPARC
Sparc Electrex,531370.0,__NA__,Trading,19.69,,274.74,27.03,-1.89,-64.71,-63.12,94.57,45.82,31.69,36.56,54.49,17.85,,,,,23.97,9.31,2.6,0.11,-0.02,0.23,0.04,20.05,531370.0___NA__
Speciality Rest.,534425.0,SPECIALITY,Hotels,176.85,39.17,3.16,42.22,36.49,7.93,7.93,3.77,,81.41,37.05,58.38,,41.88,36.11,17.66,,17.81,,-0.96,13.36,,23.86,,850.61,534425.0_SPECIALITY
Spectra Industri,513687.0,__NA__,Auto Ancillaries,4.95,,,17.45,11.54,-10.37,-100.0,,,-43.91,14.03,,,17.45,11.54,,,,,0.13,-10.58,-6.45,-6.48,-3.21,3.5,513687.0___NA__
Spectrum Electr.,-1.0,SPECTRUM,Electric Equipment,2280.0,30.24,17.89,49.43,22.22,7.16,7.16,,,30.13,19.52,,,47.86,21.45,,,,,3.62,9.28,,19.5,,3558.3,-1.0_SPECTRUM
Spectrum Foods,531982.0,__NA__,Food - Processing - Indian,27.43,42.4,25.51,39.12,26.53,26.8,42.37,14.5,30.45,22.65,2.99,4.3,48.88,39.12,26.53,15.29,29.53,15.29,38.83,-0.35,-0.06,-0.75,1.13,0.53,13.3,531982.0___NA__
Spectrum Talent,-1.0,SPECTSTM,Diversified - Medium / Small,111.2,49.79,,37.38,,32.31,32.31,,,31.06,,,,-18.9,,,,,,,13.14,,12.22,,256.8,-1.0_SPECTSTM
Spel Semiconduct,517166.0,__NA__,Electronics - Components,225.45,-32.66,-23.16,75.87,21.0,-25.54,-36.77,-11.31,-17.96,11.85,90.66,18.33,-0.93,75.87,21.0,12.72,12.61,12.72,12.61,0.0,-3.4,-5.33,-1.7,-3.25,1039.78,517166.0___NA__
Spencer's Retail,542337.0,SPENCERS,Trading,90.8,-1.15,1.4,-23.03,,-4.39,-4.39,,,-35.84,-17.17,,,-23.03,,,,,,2.3,-181.36,,-75.02,,818.4,542337.0_SPENCERS
Spenta Intl.,526161.0,__NA__,Textiles - Products,116.0,16.52,-4.5,39.11,-13.41,-5.34,-18.38,-0.19,-0.64,54.94,-8.19,-1.99,-2.11,39.11,-13.41,-5.95,-1.9,-5.95,-3.05,0.23,0.75,1.35,2.75,3.47,32.07,526161.0___NA__
Spice IslandsInd,526827.0,__NA__,Textiles - Products,37.37,-48.53,-44.46,29.4,15.8,-22.75,-57.8,-34.68,-25.09,31.69,16.17,12.5,-6.58,29.4,15.8,11.48,-1.7,11.48,-1.7,0.16,-1.12,-1.33,-0.99,-1.15,16.07,526827.0___NA__
SpiceJet,500285.0,__NA__,Transport - Airlines,52.71,-10.49,2.72,-29.22,,25.34,27.69,8.27,,-76.11,-53.69,-40.43,,-28.9,,,,,,-11.54,-1074.03,,-642.4,,4182.04,500285.0___NA__
SPL Industries,532651.0,SPLIL,Trading,61.96,21.87,4.92,-5.04,-15.74,12.91,12.91,4.08,15.91,-0.03,-7.78,17.09,11.4,-5.04,-15.74,34.84,12.84,34.84,12.84,0.0,20.38,14.59,26.58,18.36,179.68,532651.0_SPLIL
SPML Infra,500402.0,SPMLINFRA,Construction,167.3,24.54,-8.09,21.47,,-1.85,-7.21,-7.5,-1.29,0.09,-24.75,-20.11,-11.27,22.64,,7.12,6.44,5.86,6.18,6.25,-1.16,6.99,71.44,155.84,819.41,500402.0_SPMLINFRA
Sportking India,539221.0,SPORTKING,Textiles - Spinning - Synthetic / Blended,859.75,22.11,15.43,-10.96,23.98,4.2,7.85,13.0,8.37,1.55,12.96,8.91,3.42,-9.6,26.76,20.13,10.9,18.23,9.67,0.2,148.82,82.78,246.7,159.5,1092.49,539221.0_SPORTKING
Sprayking Ltd,540079.0,__NA__,Mining / Minerals / Metals,40.31,,,,,425.92,425.92,,,,,,,,,,,,,-36.36,,,,,213.02,540079.0___NA__
Spright Agro,531205.0,__NA__,Miscellaneous,50.42,503.32,176.31,281.06,,-31.68,-31.68,,143.23,292.31,,177.59,83.15,132.69,65.94,122.1,57.36,174.15,81.57,0.0,2.34,1.13,2.55,1.24,2701.27,531205.0___NA__
SPS Finquest,538402.0,__NA__,Finance & Investments,69.0,-23.5,16.04,-24.23,19.84,-8.4,48.06,1.81,0.89,-48.48,20.47,-14.33,-10.69,-24.33,19.83,-5.14,2.09,-5.09,16.98,3.0,3.92,1.91,8.11,4.77,69.95,538402.0___NA__
SPS Intl.,530177.0,__NA__,Trading,35.6,-73.86,-76.7,20.66,,-39.94,-93.6,-57.02,-46.88,16.17,,,,21.98,,,,,,13.4,-0.65,-0.04,-0.54,0.19,15.09,530177.0___NA__
Square Four Pro.,526532.0,__NA__,Construction,7.98,,,24.01,-11.42,,,,,24.01,-11.42,,,24.01,-11.37,,,,,0.0,-0.44,,-0.43,,15.66,526532.0___NA__
Sr. Jayala. Auto,530037.0,__NA__,Textiles - Cotton/Blended,10.11,,,106.69,54.05,-41.9,-66.02,,,109.2,51.76,42.2,31.39,106.69,54.05,36.18,30.96,36.18,30.96,1.42,0.43,0.04,0.43,0.08,4.53,530037.0___NA__
Sr.Rayala.Hypo,532842.0,SRHHYPOLTD,Chemicals,552.2,-1.67,4.28,13.43,35.76,28.58,30.21,13.07,11.36,-0.69,5.98,14.77,12.29,13.43,35.76,21.2,26.13,22.99,28.09,-0.21,86.42,53.06,117.23,76.96,947.84,532842.0_SRHHYPOLTD
Sreechem Resins,514248.0,__NA__,Chemicals,87.3,15.4,10.01,8.15,94.73,2.17,5.51,11.35,5.61,11.39,54.67,47.8,14.12,8.15,94.73,40.85,38.52,40.85,38.52,0.03,1.67,0.79,2.73,1.48,34.92,514248.0___NA__
Sreeleathers,535601.0,SREEL,Trading,288.0,37.7,5.36,34.04,0.74,18.96,9.04,11.83,14.35,31.6,0.0,8.59,12.5,34.11,2.42,12.31,15.83,10.99,14.87,2.83,21.78,18.58,29.94,26.66,666.88,535601.0_SREEL
Srestha Finvest,539217.0,__NA__,Finance & Investments,1.84,39.27,26.28,65.36,43.77,19.57,13.46,26.72,42.86,40.81,34.19,26.91,59.29,33.11,20.96,19.77,23.53,58.25,,0.0,-0.83,-0.42,1.31,1.17,150.88,539217.0___NA__
SRF,503806.0,SRF,Chemicals,2432.4,16.08,13.1,3.61,15.73,12.99,16.51,15.4,12.58,6.58,14.13,14.33,17.58,3.58,15.02,14.02,23.1,14.54,23.5,-0.47,1516.39,990.53,2132.62,1435.34,72102.38,503806.0_SRF
SRG Housing,534680.0,SRGHFL,Finance - Housing,330.7,17.67,16.51,3.8,7.54,33.45,16.33,35.92,38.69,13.43,13.9,35.07,38.96,3.01,7.05,33.6,31.13,34.03,33.29,6.0,19.05,12.41,59.74,38.49,439.83,534680.0_SRGHFL
Sri Adhik. Bros.,530943.0,SABTNL,Entertainment / Electronic Media Software,242.43,,-28.95,4.71,8.6,-58.26,-107.48,-42.8,-34.16,,10.85,,,-6.08,5.82,,,,,4.92,-25.08,-19.39,-21.6,-9.47,615.12,530943.0_SABTNL
Sri Havisha,531322.0,HAVISHA,Hotels,2.51,79.02,,-9.61,,-11.17,120.54,,,65.81,49.38,16.03,22.96,-9.61,-16.89,7.59,3.23,4.34,-2.64,-0.1,-1.23,-1.92,-0.07,-1.34,76.14,531322.0_HAVISHA
